Administration_route,Application_date,Application_year,Current_status,Dataset,Decision,Decision_date,Decision_year,Disease_class(es),Document_name,Drug_class,Drug_name,Indication_approved,Indication_approved_extracted,Indication_extended,Indication_requested,Indication_requested_extracted,Marketing_authorisation_holder,Marketing_authorisation_holder_extracted,Marketing_authorisation_number,Non_proprietary_name,Nonclinical_abridged,Orphan_drug_status,Pharmaceutical_form,Procedure_number,Referral_body,Agency
intravenous,,,authorised,ema,approved,22.03.2005,2005,neoplasms,aloxi-epar-scientific-discussion_en.pdf,small molecule,aloxi,the prevention of acute nausea and vomiting associated with highly emetogenic cancer chemotherapy and the prevention of nausea and vomiting associated with moderately emetogenic cancer chemotherapy,<neoplasms>,no,the prevention of acute nausea and vomiting associated with initial and repeat course of moderately and highly emetogenic cancer chemotherapy,<neoplasms>,helsinn healthcare sa,helsinn,ema/000000/2005,palonosetron,no,no,solution,emea/h/c/000000,na,EMA
intravenous,22.12.2016,2016,withdrawn,ema,approved,22.02.2018,2018,infectious and parasitic diseases; diseases of the respiratory system,alpivab-epar-public-assessment-report_en.pdf,small molecule,alpivab,treatment of influenza,<influenza>,no,treatment of influenza,<influenza>,biocryst uk limited,biocryst,ema/chmp/148367/2018,peramivir,no,no,concentrate,emea/h/c/004299/0000,na,EMA
intravenous,04.06.2015,2015,authorised,ema,approved,25.02.2016,2016,diseases of the blood and blood-forming organs,alprolix-epar-public-assessment-report_en.pdf,biologics,alprolix,treatment and prophylaxis of bleeding in patients with haemophilia b (congenital factor ix deficiency),<hemophilia b>,no,treatment and prophylaxis of bleeding in patients with haemophilia b (congenital factor ix deficiency),<hemophilia b>,biogen idec ltd,biogen,ema/chmp/196953/2016,eftrenonacog alfa,no,yes,powder; solvent,emea/h/c/004142/0000,na,EMA
intravenous,25.04.2023,2023,authorised,ema,approved,25.04.2024,2024,diseases of the blood and blood-forming organs,altuvoct-epar-public-assessment-report_en.pdf,biologics,altuvoct,treatment and prophylaxis of bleeding in patients with haemophilia a (congenital factor viii deficiency). altuvoct can be used for all age groups.,<hemophilia a>,no,treatment and prophylaxis of bleeding in patients with haemophilia a (congenital factor viii deficiency). altuvoct can be used for all age groups.,<hemophilia a>,swedish orphan biovitrum ab (publ),swedish orphan biovitrum,ema/459190/2024,efanesoctocog alfa,no,yes,lyophilisate,emea/h/c/005968/0000,na,EMA
oral,03.02.2017,2017,authorised,ema,approved,20.09.2018,2018,neoplasms; diseases of the respiratory system,alunbrig-epar-public-assessment-report_en.pdf,small molecule,alunbrig,treatment of adult patients with anaplastic lymphoma kinase (alk)-positive advanced non-small cell lung cancer (nsclc) previously treated with crizotinib,<non-small cell lung carcinoma>,no,treatment of adult patients with anaplastic lymphoma kinase (alk)-positive advanced non-small cell lung cancer (nsclc) previously treated with crizotinib,<lung neoplasms>,takeda pharma a/s,takeda,ema/696925/2018,brigatinib,no,no,tablet,emea/h/c/004248/0000,na,EMA
oral,30.04.2018,2018,authorised,ema,approved,26.04.2019,2019,diseases of the circulatory system,ambrisentan-mylan-epar-public-assessment-report_en.pdf,small molecule,ambrisentan mylan,"treatment of pulmonary arterial hypertension (pah) in adult patients of who functional class (fc) ii to iii, including use in combination treatment",<pulmonary hypertension>,no,"treatment of pulmonary arterial hypertension (pah) in adult patients of who functional class (fc) ii to iii, including use in combination treatment",<pulmonary hypertension>,mylan s.a.s,mylan,ema/chmp/294468/2019,ambrisentan,yes,no,tablet,emea/h/c/004985/0000,,EMA
cutaneous,02.09.2010,2010,authorised,ema,approved,20.10.2011,2011,diseases of the skin,ameluz-epar-public-assessment-report_en.pdf,small molecule,ameluz,treatment of actinic keratosis of mild to moderate intensity on the face and scalp (olsen grade 1 to 2; see section 5.1 of the smpc),<actinic keratosis>,no,treatment of actinic keratosis of mild to moderate intensity on the face and scalp (olsen grade 1 to 2),<actinic keratosis>,biofrontera bioscience gmbh,biofrontera,ema/chmp/484377/2011,5-aminolaevulinic acid,no,no,gel,emea/h/c/002204,na,EMA
subcutaneous,03.12.2015,2015,authorised,ema,approved,26.01.2017,2017,diseases of the musculoskeletal system and connective tissue; diseases of the skin; diseases of the digestive system; diseases of the eye and adnexa,amgevita-epar-public-assessment-report_en.pdf,biologics,amgevita,rheumatoid arthritis; juvenile idiopathic arthritis; axial spondyloarthritis; psoriatic arthritis; psoriasis; hidradenitis suppurativa; crohn’s disease; ulcerative colitis; uveitis,"<rheumatoid arthritis>; <arthritis, juvenile>; <spondylarthropathies>; <arthritis, psoriatic>; <psoriasis>; <hidradenitis suppurativa>; <crohn disease>; <colitis, ulcerative>; <uveitis>",no,rheumatoid arthritis; juvenile idiopathic arthritis; axial spondyloarthritis; psoriatic arthritis; psoriasis; hidradenitis suppurativa; crohn’s disease; ulcerative colitis; uveitis,"<rheumatoid arthritis>; <arthritis, juvenile>; <spondylarthropathies>; <arthritis, psoriatic>; <psoriasis>; <hidradenitis suppurativa>; <crohn disease>; <colitis, ulcerative>; <uveitis>",amgen europe b.v.,amgen,ema/106922/2017,adalimumab,no,no,solution,emea/h/c/004212/0000,na,EMA
oral,06.10.2016,2016,authorised,ema,approved,22.02.2018,2018,"endocrine, nutritional, and metabolic diseases",amglidia-epar-public-assessment-report_en.pdf,small molecule,amglidia,"amglidia is indicated for the treatment of neonatal diabetes mellitus, for use in newborns, infants and children. sulphonylureas like amglidia have been shown to be effective in patients with mutations in the genes coding for the β-cell atp-sensitive potassium channel and chromosome 6q24-related transient neonatal diabetes mellitus.","<diabetes mellitus, neonatal>",no,"amglidia is a hypoglycaemic agent indicated for the oral treatment of neonatal diabetes, for use in newborns, infants and children.","<diabetes mellitus, type 1>",ammtek,ammtek,ema/153558/2018,glibenclamide,no,yes,suspension,emea/h/c/004379/0000,na,EMA
oral,29.04.2021,2021,authorised,ema,approved,24.03.2022,2022,diseases of the nervous system,amifampridine-serb-epar-public-assessment-report_en.pdf,small molecule,amifampridine serb,symptomatic treatment of lambert-eaton myasthenic syndrome (lems) in adults,<lambert-eaton myasthenic syndrome>,no,symptomatic treatment of lambert-eaton myasthenic syndrome (lems) in adults,<lambert-eaton myasthenic syndrome>,serb sa,serb,ema/216122/2022,amifampridine,yes,no,tablet,emea/h/c/005839/0000,na,EMA
oral,20.01.2015,2015,authorised,ema,approved,28.01.2016,2016,diseases of the circulatory system,amlodipine-valsartan-mylan-epar-public-assessment-report_en.pdf,small molecule,amlodipine /valsartan mylan,treatment of essential hypertension. amlodipine/valsartan mylan is indicated in adults whose blood pressure is not adequately controlled on amlodipine or valsartan monotherapy.,<hypertension>,no,treatment of essential hypertension. amlodipine/valsartan mylan is indicated in adults whose blood pressure is not adequately controlled on amlodipine or valsartan monotherapy.,<hypertension>,mylan s.a.s.,mylan,ema/chmp/182030/2016,amlodipine / valsartan,yes,no,tablet,emea/h/c/004037/0000,,EMA
subcutaneous,05.11.2018,2018,authorised,ema,approved,12.12.2019,2019,diseases of the musculoskeletal system and connective tissue; diseases of the skin; diseases of the digestive system; diseases of the eye and adnexa,amsparity-epar-public-assessment-report_en.pdf,biologics,amsparity,rheumatoid arthritis; juvenile idiopathic arthritis; enthesitis-related arthritis; axial spondyloarthritis; psoriatic arthritis; psoriasis; hidradenitis suppurativa; crohn’s disease; ulcerative colitis; uveitis,"<rheumatoid arthritis>; <arthritis, juvenile>; <arthritis>; <spondylarthropathies>; <psoriatic arthritis>; <psoriasis>; <hidradenitis suppurativa>; <crohn disease>; <colitis, ulcerative>; <uveitis>",no,rheumatoid arthritis; juvenile idiopathic arthritis; enthesitis-related arthritis; axial spondyloarthritis; psoriatic arthritis; psoriasis; hidradenitis suppurativa; crohn’s disease; ulcerative colitis; uveitis,"<rheumatoid arthritis>; <arthritis, juvenile>; <spondylarthropathies>; <spondylarthropathies>; <arthritis, psoriatic>; <psoriasis>; <hidradenitis suppurativa>; <crohn disease>; <colitis, ulcerative>; <uveitis>",pfizer europe ma eeig,pfizer,ema/2756/2020,adalimumab,no,no,solution,emea/h/c/004879/0000,na,EMA
oral,09.11.2020,2020,authorised,ema,approved,24.02.2022,2022,"endocrine, nutritional, and metabolic diseases",amversio-epar-public-assessment-report_en.pdf,small molecule,amversio,"amversio is indicated as adjunctive treatment of homocystinuria, involving deficiencies or defects in: cystathionine beta-synthase (cbs), 5,10-methylene-tetrahydrofolate reductase (mthfr), cobalamin cofactor metabolism (cbl).",<homocystinuria>,no,"amversio is indicated as adjunctive treatment of homocystinuria, involving deficiencies or defects in: cystathionine beta-synthase (cbs), 5,10-methylene-tetrahydrofolate reductase (mthfr), cobalamin cofactor metabolism (cbl).",<homocystinuria>,serb sa,serb,ema/203554/2022,betaine anhydrous,yes,no,powder,emea/h/c/005637/0000,na,EMA
subcutaneous,10.09.2021,2021,authorised,ema,approved,21.07.2022,2022,diseases of the nervous system; diseases of the circulatory system,amvuttra-epar-public-assessment-report_en.pdf,small molecule,amvuttra,treatment of hereditary transthyretin-mediated amyloidosis (hattr amyloidosis) in adult patients with stage 1 or stage 2 polyneuropathy,<transthyretin amyloidosis>,no,treatment of hereditary transthyretin-mediated amyloidosis (hattr amyloidosis) in adult patients with polyneuropathy,<transthyretin amyloidosis>,alnylam netherlands b.v.,alnylam,ema/689555/2022,vutrisiran,no,yes,solution,emea/h/c/005852/0000,na,EMA
intravenous,04.01.2012,2012,authorised,ema,approved,18.10.2012,2012,diseases of the nervous system,amyvid-epar-public-assessment-report_en.pdf,small molecule,amyvid,positron emission tomography (pet) imaging of β-amyloid neuritic plaque density in the brains of adult patients with cognitive impairment who are being evaluated for alzheimer’s disease (ad) and other causes of cognitive impairment.,<alzheimer disease>,no,radiopharmaceutical indicated for positron emission tomography (pet) imaging of β-amyloid neuritic plaques in the brains of adult patients with cognitive impairment being evaluated for suspected alzheimer’s disease (ad).,<alzheimer disease>,eli lilly nederland b.v.,eli lilly,ema/30808/2013,florbetapir (18f),no,no,solution,emea/h/c/002422,na,EMA
oral,06.12.2016,2016,authorised,ema,approved,14.12.2017,2017,diseases of the blood and blood-forming organs,anagrelide-mylan-epar-public-assessment-report_en.pdf,small molecule,anagrelide mylan,reduction of elevated platelet counts in at risk essential thrombocythaemia (et) patients who are intolerant to their current therapy or whose elevated platelet counts are not reduced to an acceptable level by their current therapy.,"<thrombocythemia, essential>",no,reduction of elevated platelet counts in at risk essential thrombocythaemia (et) patients who are intolerant to their current therapy or whose elevated platelet counts are not reduced to an acceptable level by their current therapy.,"<thrombocythemia, essential>",mylan s.a.s,mylan,ema/63484/2018,anagrelide,yes,no,capsule,emea/h/c/004585/0000,,EMA
subcutaneous,27.09.2023,2023,authorised,ema,approved,12.12.2024,2024,diseases of the blood and blood-forming organs,andembry-epar-public-assessment-report_en.pdf,biologics,andembry,routine prevention of attacks of hereditary angioedema (hae) in patients aged 12 years and older,"<angioedemas, hereditary>",no,routine prevention of attacks of hereditary angioedema (hae) in patients aged 12 years and older,"<angioedema, hereditary>",csl behring gmbh,csl behring,ema/15345/2025,garadacimab,no,no,solution,emea/h/c/006116/0000,na,EMA
inhalation,08.01.2013,2013,authorised,ema,approved,20.02.2014,2014,diseases of the respiratory system,anoro-epar-public-assessment-report_en.pdf,small molecule,anoro,maintenance bronchodilator treatment to relieve symptoms in adult patients with chronic obstructive pulmonary disease (copd).,<chronic obstructive pulmonary disease>,no,maintenance bronchodilator treatment to relieve symptoms in adult patients with chronic obstructive pulmonary disease (copd).,<chronic obstructive pulmonary disease>,glaxo group ltd,glaxo,ema/chmp/163509/2014,umeclidinium bromide / vilanterol,no,no,powder,emea/h/c/002751/0000,na,EMA
cutaneous,17.07.2023,2023,authorised,ema,approved,25.07.2024,2024,diseases of the skin,anzupgo-epar-public-assessment-report_en.pdf,small molecule,anzupgo,"treatment of moderate to severe chronic hand eczema (che) in adults who have had an inadequate response to, or for whom topical corticosteroids are not advisable",<hand dermatoses>,no,"treatment of moderate to severe chronic hand eczema (che) in adults who have had an inadequate response to, or for whom topical corticosteroids are not advisable",<eczema>,leo pharma a/s,leo,ema/372390/2024,delgocitinib,no,no,cream,emea/h/c/006109/0000,na,EMA
