Administration_route,Application_date,Application_year,Current_status,Decision,Decision_date,Decision_year,Disease_class(es),Document_name,Drug_class,Drug_name,Indication_approved,Indication_approved_extracted,Indication_extended,Indication_requested,Indication_requested_extracted,Marketing_authorisation_holder,Marketing_authorisation_holder_extracted,Marketing_authorisation_number,Non_proprietary_name,Nonclinical_abridged,Orphan_drug_status,Pharmaceutical_form,Procedure_number,Referral_body
Not reported,04.10.2007,2007,withdrawn,approved,19.03.2008,2008,Diseases of the nervous system,extavia-epar-public-assessment-report_en.pdf,Biologics,Extavia,"Treatment of patients with a single demyelinating event with an active inflammatory process, relapsing-remitting multiple sclerosis, and secondary progressive multiple sclerosis with active disease.",<Multiple Sclerosis>,yes,"Treatment of patients with a single demyelinating event with an active inflammatory process, relapsing-remitting multiple sclerosis, and secondary progressive multiple sclerosis with active disease.",<Multiple Sclerosis>,Novartis Europharm Limited,Novartis,Not reported,Interferon beta-1b,yes,no,Powder and solvent for solution for injection,EMEA/H/C/933,Not reported
oral,04.11.2015,2015,authorised,approved,15.09.2016,2016,Diseases of the circulatory system,ivabradine-zentiva-epar-public-assessment-report_en.pdf,Small molecule,Ivabradine Zentiva,Symptomatic treatment of chronic stable angina pectoris; Treatment of chronic heart failure,<Angina Pectoris>; <Heart Failure>,no,Symptomatic treatment of chronic stable angina pectoris; Treatment of chronic heart failure,<Angina Pectoris>; <Heart Failure>,"Zentiva, k.s.",Zentiva,EMA/73167/2017,ivabradine,yes,no,film-coated tablet,EMEA/H/C/004117/0000,NA
inhalation,24.07.2009,2009,authorised,approved,24.09.2009,2009,Diseases of the respiratory system,oslif-breezhaler-epar-public-assessment-report_en.pdf,Small molecule,Oslif Breezhaler,maintenance bronchodilator treatment of airflow obstruction in adult patients with chronic obstructive pulmonary disease (COPD),"<Pulmonary Disease, Chronic Obstructive>",no,maintenance bronchodilator treatment of airflow obstruction in adult patients with chronic obstructive pulmonary disease (COPD),"<Pulmonary Disease, Chronic Obstructive>",Novartis Europharm Ltd.,Novartis,EMA/814964/2009,indacaterol,no,no,inhalation powder,EMEA/H/C/001210,NA
Oral,24.07.2012,2012,authorised,approved,27.06.2013,2013,Neoplasms; Diseases of the skin,tafinlar-epar-public-assessment-report_en.pdf,Small molecule,Tafinlar,Dabrafenib is indicated in monotherapy for the treatment of adult patients with unresectable or metastatic melanoma with a BRAF V600 mutation.,<Melanoma>,no,Dabrafenib is indicated for the treatment of adult patients with unresectable or metastatic melanoma with a BRAF V600 mutation.,<Melanoma>,GlaxoSmithKline Trading Services Limited,GlaxoSmithKline,EMA/CHMP/242419/2013,Dabrafenib,no,no,"Capsule, hard",EMEA/H/C/002604/0000,NA
oral,Not reported,Not reported,withdrawn,withdrawn,19.03.2009,2009,Infectious and parasitic diseases; Diseases of the respiratory system,factive-withdrawal-assessment-report_en.pdf,Small molecule,Factive,NA,Not Reported,no,"Community acquired pneumonia, of mild to moderate severity; Acute Exacerbation of chronic bronchitis; Acute bacterial sinusitis","<Community-Acquired Infections>; <Bronchitis, Chronic>; <Sinusitis>",Menarini International Operations Luxembourg,Menarini,Not reported,Gemifloxacin,no,no,tablet,EMEA/H/C/995,NA
Inhalation,29.01.2013,2013,authorised,approved,20.02.2014,2014,Diseases of the respiratory system,duoresp-spiromax-epar-public-assessment-report_en.pdf,Small molecule,DuoResp Spiromax,Asthma; COPD,"<Asthma>; <Pulmonary Disease, Chronic Obstructive>",no,Asthma; COPD,"<Asthma>; <Pulmonary Disease, Chronic Obstructive>",Teva Pharma B.V.,Teva,Not reported,Budesonide / formoterol,yes,no,Inhalation powder,EMEA/H/C/002348,Not reported
intramuscular,Not reported,Not reported,authorised,approved,13.03.1996,1996,Infectious and parasitic diseases,tritanrix-hepb-epar-scientific-discussion_en.pdf,Vaccine,Tritanrix HepB,"active immunisation against diphtheria, tetanus, pertussis and hepatitis B in infants from 6 weeks of age onwards",<Diphtheria>; <Tetanus>; <Pertussis>; <Hepatitis B>,no,"active immunisation against diphtheria, tetanus, pertussis and hepatitis B in infants from 6 weeks of age onwards",<Diphtheria>; <Tetanus>; <Pertussis>; <Hepatitis B>,GlaxoSmithKline (GSK) Biologicals S.A.,GlaxoSmithKline,Not reported,Not reported,no,no,solution for injection,Not reported,NA
Inhalation,26.06.2012,2012,authorised,approved,19.09.2013,2013,Diseases of the respiratory system,relvar-ellipta-epar-public-assessment-report_en.pdf,Small molecule,Relvar Ellipta,Asthma in adults and adolescents aged 12 years and older; symptomatic treatment of adults with COPD,"<Asthma>; <Pulmonary Disease, Chronic Obstructive>",no,Asthma in adults and adolescents aged 12 years and older; symptomatic treatment of adults with COPD,"<Asthma>; <Pulmonary Disease, Chronic Obstructive>",Glaxo Group Ltd,Glaxo,EMA/282960/2013,fluticasone furoate / vilanterol,no,no,"Inhalation powder, pre-dispensed",EMEA/H/C/002673/0000,NA
Intravenous,25.03.2019,2019,authorised,approved,30.04.2020,2020,Neoplasms,cabazitaxel-accord-epar-public-assessment-report_en.pdf,Small molecule,Cabazitaxel Accord,Treatment of adult patients with metastatic castration resistant prostate cancer previously treated with a docetaxel-containing regimen.,<Prostatic Neoplasms>,no,Treatment of adult patients with metastatic castration resistant prostate cancer previously treated with a docetaxel-containing regimen.,<Prostatic Neoplasms>,Accord Healthcare S.L.U.,Accord,EMA/267872/2020,cabazitaxel,yes,no,Concentrate for solution for infusion,EMEA/H/C/005178/0000,Not reported
subcutaneous,21.12.2016,2016,authorised,approved,31.05.2018,2018,"Endocrine, nutritional, and metabolic diseases",myalepta-epar-public-assessment-report_en.pdf,Peptides and proteins,Myalepta,"As a replacement therapy adjunctive to diet to treat the complications of leptin deficiency in lipodystrophy (LD) patients with confirmed congenital generalised LD (Berardinelli-Seip syndrome) or acquired generalised LD (Lawrence syndrome) in adults and children 2 years of age and above, and with confirmed familial partial LD or acquired partial LD (Barraquer-Simons syndrome), in adults and children 12 years of age and above for whom standard treatments have failed to achieve adequate metabolic control.",<Lipodystrophy>,no,"As an adjunct to diet as a replacement therapy to treat the complications of leptin deficiency in patients with congenital or acquired generalised lipodystrophy (LD), in adults and children 2 years of age and above, and in patients with familial or acquired partial LD, characterised by leptin level < 12 ng/ml with triglycerides ≥ 5.65 mmol/l and/or HbA1c ≥ 6.5 %, in adults and children 2 years of age and above.",<Leptin Deficiency>; <Lipodystrophy>,Aegerion Pharmaceuticals B.V.,Aegerion,EMA/435156/2018,metreleptin,no,yes,powder for solution for injection,EMEA/H/C/004218/0000,NA
surgical,Not reported,Not reported,authorised,approved,Not reported,Not reported,"Injury, poisoning and certain other consequences of external causes",inductos-epar-scientific-discussion_en.pdf,Biologics,InductOs,"treatment of acute tibia fractures in adults, as an adjunct to standard care using open fracture reduction and intramedullary nail fixation","<Fractures, Bone>",no,"treatment of acute tibia fractures in adults, as an adjunct to standard care using open fracture reduction and intramedullary nail fixation","<Fractures, Bone>",Genetics Institute,Genetics,Not reported,dibotermin alfa,no,no,kit for implant,Not reported,NA
Oral,02.06.2010,2010,authorised,approved,21.07.2011,2011,Neoplasms; Diseases of the blood and blood-forming organs,mercaptopurine-nova-laboratories-epar-public-assessment-report_en.pdf,Small molecule,Mercaptopurine Nova Laboratories,"treatment of acute lymphoblastic leukaemia (ALL) in adults, adolescents and children",<Precursor Cell Lymphoblastic Leukemia-Lymphoma>,no,treatment of acute lymphoblastic leukaemia (ALL),<Precursor Cell Lymphoblastic Leukemia-Lymphoma>,Nova Laboratories Ltd.,Nova,EMA/CHMP/668488/2011,mercaptopurine,yes,yes,Oral suspension,EMEA/H/C/002022,CHMP
oral,09.11.2022,2022,authorised,approved,09.11.2023,2023,Neoplasms; Diseases of the blood and blood-forming organs,omjjara-epar-public-assessment-report_en.pdf,Small molecule,Omjjara,"treatment of disease-related splenomegaly or symptoms, and anaemia in adult patients with primary myelofibrosis, post polycythaemia vera myelofibrosis or post essential thrombocythaemia myelofibrosis who are Janus Associated Kinase (JAK) inhibitor naïve or have been treated with a JAK inhibitor.","<Primary Myelofibrosis>; <Polycythemia Vera>; <Thrombocythemia, Essential>",no,"treatment of disease-related splenomegaly or symptoms, and anaemia in adult patients with primary myelofibrosis, post polycythaemia vera myelofibrosis or post essential thrombocythaemia myelofibrosis who are Janus Associated Kinase (JAK) inhibitor naïve or have been treated with a JAK inhibitor.","<Primary Myelofibrosis>; <Polycythemia Vera>; <Thrombocythemia, Essential>",Glaxosmithkline Trading Services Limited,Glaxosmithkline,EMA/548646/2023,momelotinib,no,yes,film-coated tablets,EMEA/H/C/005768/0000,NA
oral,25.02.2011,2011,authorised,approved,16.02.2012,2012,Neoplasms; Diseases of the digestive system,capecitabine-accord-epar-public-assessment-report_en.pdf,Small molecule,Capecitabine Accord,Capecitabine is indicated for the adjuvant treatment of patients following surgery of stage III (Dukes’ stage C) colon cancer; treatment of metastatic colorectal cancer; first-line treatment of advanced gastric cancer in combination with a platinum based regimen; treatment of patients with locally advanced or metastatic breast cancer after failure of cytotoxic chemotherapy.,<Colon Cancer>; <Colorectal Neoplasms>; <Stomach Neoplasms>; <Breast Neoplasms>,no,Capecitabine is indicated for the adjuvant treatment of patients following surgery of stage III (Dukes’ stage C) colon cancer; treatment of metastatic colorectal cancer; first-line treatment of advanced gastric cancer in combination with a platinum based regimen; treatment of patients with locally advanced or metastatic breast cancer after failure of cytotoxic chemotherapy.,<Colonic Neoplasms>; <Colorectal Neoplasms>; <Stomach Neoplasms>; <Breast Neoplasms>,Accord Healthcare Ltd,Accord,EMA/225644/2012,capecitabine,yes,no,film-coated tablet,EMEA/H/C/002386,Not reported
intravenous,29.05.2006,2006,authorised,approved,22.08.2007,2007,Neoplasms; Diseases of the blood and blood-forming organs,atriance-epar-scientific-discussion_en.pdf,Small molecule,Atriance,Treatment of patients with T-cell acute lymphoblastic leukaemia (T-ALL) and T-cell lymphoblastic lymphoma (T-LBL) whose disease has not responded to or has relapsed following treatment with at least two chemotherapy regimens.,<Precursor T-Cell Lymphoblastic Leukemia-Lymphoma>,no,Treatment of patients with T-cell acute lymphoblastic leukaemia (T-ALL) and T-cell lymphoblastic lymphoma (T-LBL) whose disease has not responded to or has relapsed following treatment with at least two chemotherapy regimens.,<Precursor T-Cell Lymphoblastic Leukemia-Lymphoma>,Glaxo Group Ltd,Glaxo,EMA/000409/2007,nelarabine,no,yes,solution for infusion,EMEA/H/C/000735,NA
Intramuscular,18.01.2010,2010,withdrawn,conditional marketing authorisation,20.01.2010,2010,Infectious and parasitic diseases,arepanrix-epar-public-assessment-report_en.pdf,Vaccine,Arepanrix,Prophylaxis of influenza in an officially declared pandemic situation.,<Influenza>,no,Prophylaxis of influenza in an officially declared pandemic situation.,<Influenza>,GlaxoSmithKline Biologicals S.A.,GlaxoSmithKline,Not reported,"Pandemic Influenza vaccine (H1N1) (split virion, inactivated, adjuvanted)",no,no,Suspension for injection,EMEA/H/C/001201,NA
oral,06.12.2016,2016,authorised,approved,12.10.2017,2017,Diseases of the genitourinary system; Diseases of the digestive system,tacforius-epar-public-assessment-report_en.pdf,Small molecule,Tacforius,Prophylaxis of transplant rejection in adult kidney or liver allograft recipients. Treatment of allograft rejection resistant to treatment with other immunosuppressive medicinal products in adult patients.,<Transplant Rejection>,no,Prophylaxis of transplant rejection in adult kidney or liver allograft recipients. Treatment of allograft rejection resistant to treatment with other immunosuppressive medicinal products in adult patients.,<Transplant Rejection>,Teva B.V.,Teva,EMA/829470/2017,tacrolimus,yes,no,prolonged-release hard capsules,EMEA/H/C/004435/0000,Not reported
intramuscular,Not reported,Not reported,authorised,approved,Not reported,Not reported,Neoplasms,faslodex-epar-public-assessment-report_en.pdf,Small molecule,Faslodex,"treatment of postmenopausal women with oestrogen receptor positive, locally advanced or metastatic breast cancer for disease relapse on or after adjuvant antioestrogen therapy or disease progression on therapy with an antioestrogen",<Breast Neoplasms>,no,"treatment of postmenopausal women with oestrogen receptor positive, locally advanced or metastatic breast cancer for disease relapse on or after adjuvant antioestrogen therapy or disease progression on therapy with an antioestrogen",<Breast Neoplasms>,Not reported,Not Reported,Not reported,fulvestrant,no,no,solution for injection,Not reported,NA
Oral,08.01.2016,2016,authorised,approved,21.07.2016,2016,Neoplasms; Diseases of the genitourinary system,cabometyx-epar-public-assessment-report_en.pdf,Small molecule,CABOMETYX,treatment of advanced renal cell carcinoma (RCC) in adults following prior vascular endothelial growth factor (VEGF)-targeted therapy,<Renal Cell Carcinoma>,yes,treatment of advanced renal cell carcinoma (RCC) in patients who have received one prior therapy,<Renal Cell Carcinoma>,Ipsen Pharma,Ipsen,EMA/664123/2016,cabozantinib,no,yes,Film-coated tablet,EMEA/H/C/004163/0000,NA
Oral,09.02.2018,2018,authorised,approved,26.04.2019,2019,Diseases of the blood and blood-forming organs,xromi-epar-public-assessment-report_en.pdf,Small molecule,Xromi,Prevention of vaso-occlusive complications of Sickle Cell disease in patients over 2 years of age.,<Sickle Cell Disease>,no,"Prevention of complications of Sickle Cell disease including recurrent painful vaso-occlusive crises, dactylitis, acute chest syndrome, anaemia and stroke, in adults, adolescents and children older than 2 years regardless of the severity of disease.",<Sickle Cell Disease>,Nova Laboratories Ireland Limited,Nova,EMA/CHMP/170631/2019,hydroxycarbamide,yes,no,Oral solution,EMEA/H/C/004837/0000,Not reported
oral,12.12.2019,2019,authorised,approved,25.03.2021,2021,"Endocrine, nutritional, and metabolic diseases",efmody-epar-public-assessment-report_en.pdf,Small molecule,Efmody,Treatment of congenital adrenal hyperplasia (CAH) in adolescents aged 12 years and over and adults.,<Congenital Adrenal Hyperplasia>,no,Replacement therapy for congenital adrenal hyperplasia (CAH) in adolescents aged 12 years and over and adults.,<Congenital Adrenal Hyperplasia>,Diurnal Europe BV,Diurnal,EMA/233437/2021,hydrocortisone,yes,yes,modified release hard capsules,EMEA/H/C/005105/0000,Not reported
Intravenous; Subcutaneous,22.07.2022,2022,authorised,approved,20.07.2023,2023,Diseases of the musculoskeletal system and connective tissue; Infectious and parasitic diseases; Diseases of the blood and blood-forming organs,tyenne-epar-public-assessment-report_en.pdf,Biologics,Tyenne,"Treatment of rheumatoid arthritis, COVID-19, systemic juvenile idiopathic arthritis, juvenile idiopathic polyarthritis, cytokine release syndrome, and giant cell arteritis","<Rheumatoid Arthritis>; <COVID-19>; <Arthritis, Juvenile>; <Cytokine Release Syndrome>; <Giant Cell Arteritis>",no,"Treatment of rheumatoid arthritis, COVID-19, systemic juvenile idiopathic arthritis, juvenile idiopathic polyarthritis, cytokine release syndrome, and giant cell arteritis","<Rheumatoid Arthritis>; <COVID-19>; <Arthritis, Juvenile>; <Cytokine Release Syndrome>; <Giant Cell Arteritis>",Fresenius Kabi Deutschland GmbH,Fresenius,EMA/365561/2023,tocilizumab,yes,no,Concentrate for solution for infusion; Solution for injection,EMEA/H/C/005781/0000,Not reported
