Administration_route,Application_date,Application_year,Current_status,Decision,Decision_date,Decision_year,Disease_class(es),Document_name,Drug_class,Drug_name,Indication_approved,Indication_approved_extracted,Indication_extended,Indication_requested,Indication_requested_extracted,Marketing_authorisation_holder,Marketing_authorisation_holder_extracted,Marketing_authorisation_number,Non_proprietary_name,Nonclinical_abridged,Orphan_drug_status,Pharmaceutical_form,Procedure_number,Referral_body
Oral,Not reported,Not reported,authorised,approved,01.05.2013,2013,"Endocrine, nutritional, and metabolic diseases",auspar-saxagliptin-131015.pdf,Small molecule,Kombiglyze,As an adjunct to diet and exercise to improve glycaemic control in adults with type 2 diabetes mellitus when treatment with both saxagliptin and metformin is appropriate.,"<Diabetes Mellitus, Type 2>",no,As an adjunct to diet and exercise to improve glycaemic control in adults with type 2 diabetes mellitus when treatment with both saxagliptin and metformin is appropriate.,<Type 2 Diabetes Mellitus>,Bristol-Myers Squibb Australia Pty Ltd,Bristol-Myers Squibb,"AUST R 196044, AUST R 196045, AUST R 196046",Saxagliptin / metformin hydrochloride,no,no,Film coated tablets,PM-2012-00296-3-5,NA
oral,Not reported,Not reported,authorised,approved,01.07.2015,2015,Infectious and parasitic diseases,auspar-paritaprevir-ritonavir-ombitasvir-dasabuvir-sodium-salt-170324.pdf,Small molecule,Viekira Pak,"treatment of genotype 1 chronic hepatitis C infection, including patients with compensated cirrhosis",<Chronic Hepatitis C>,no,"treatment of genotype 1 chronic Hepatitis C infection, including patients with cirrhosis",<Hepatitis C>,AbbVie Pty Ltd,AbbVie,224612,Paritaprevir / Ritonavir / Ombitasvir / Dasabuvir,no,no,"Tablet, film coated",PM-2014-01436-1-2,NA
Oral,22.02.2013,2013,authorised,approved,01.07.2015,2015,Infectious and parasitic diseases,auspar-tenofovir-disoproxil-fumarate-170601.pdf,Small molecule,Stribild,Stribild is indicated as a single tablet regimen for the treatment of HIV infection in treatment naive adults. Stribild is also indicated in certain virologically suppressed (HIV-1 RNA < 50 copies/mL) adult patients on a stable antiretroviral regimen at start of therapy in order to replace their current antiretroviral treatment regimen.,<Acquired Immunodeficiency Syndrome>,yes,Stribild is indicated as a single tablet regimen for the treatment of HIV infection in treatment naive adults or adults who have no known mutations associated with resistance to the individual components of Stribild.,<HIV Infections>,Gilead Sciences Pty Ltd,Gilead,194081,Tenofovir disoproxil fumarate / Emtricitabine / Elvitegravir / Cobicistat,yes,no,Tablet,PM-2014-01079-1-2,Not reported
Ophthalmic,31.10.2018,2018,authorised (under additional monitoring),approved,16.09.2019,2019,Diseases of the eye and adnexa,auspar-cenegermin-rbe-191126.pdf,Biologics,Oxervate,Treatment of moderate (persistent epithelial defect) or severe (corneal ulcer) neurotrophic keratitis in adults.,<Neurotrophic Keratitis>,no,Treatment of moderate (persistent epithelial defect) or severe (corneal ulcer) neurotrophic keratitis in adults.,<Neurotrophic Keratitis>,JACE Pharma Pty Ltd,JACE,310960,Cenegermin,no,yes,"Eye drops, Solution",PM-2018-04728-1-5,NA
Intravenous and interstitial,02.08.2021,2021,authorised,approved,19.02.2024,2024,Neoplasms; Diseases of the circulatory system; Diseases of the digestive system,auspar-spy-agent-green-240808.pdf,Small molecule,Spy Agent Green,"Visualisation of vessels, blood flow and tissue perfusion in adults and paediatric patients from one month of age and above; Visualisation of extrahepatic biliary ducts in adults and children from 12 years of age and above; Visualisation of lymph nodes and lymphatic vessels in women with cervical or uterine solid tumours for which lymphatic mapping is a component of intraoperative management",<Neoplasms>,no,"Visualisation of vessels, blood flow and tissue perfusion; Visualisation of extrahepatic biliary ducts; Visualisation of lymph nodes and lymphatic vessels during lymphatic mapping for cervical and uterine tumours",<Cervical Neoplasms>; <Uterine Neoplasms>,Stryker Australia Pty Ltd,Stryker,369670,Indocyanine green,yes,no,Powder for injection,PM-2021-02677-1-2,Not reported
Inhalation,10.05.2019,2019,authorised,approved,18.06.2020,2020,Diseases of the respiratory system,auspar-beclometasone-dipropionate-formoterol-fumarate-glycopyrronium-bromide-201102.pdf,Small molecule,Trimbow,Maintenance treatment in adult patients with moderate to severe chronic obstructive pulmonary disease (COPD) who are not adequately treated by a combination of an inhaled corticosteroid (ICS) and a long-acting beta2-agonist (LABA) or a combination of a LABA and a long-acting muscarinic antagonist (LAMA),<Chronic Obstructive Pulmonary Disease>,no,Maintenance treatment in adult patients with moderate to severe chronic obstructive pulmonary disease (COPD) who are not adequately treated by a combination of an inhaled corticosteroid (ICS) and a long-acting beta2-agonist (LABA) or a combination of a LABA and a long-acting muscarinic antagonist (LAMA),<Chronic Obstructive Pulmonary Disease>,Emerge Health Pty Ltd,Emerge,314166,Beclometasone dipropionate / formoterol fumarate dihydrate / glycopyrronium bromide,no,no,Pressurised inhalation solution,PM-2019-00405-1-5,NA
IV,31.05.2017,2017,authorised,approved,03.05.2018,2018,Neoplasms; Diseases of the blood and blood-forming organs,auspar-blinatumomab-190930.pdf,Biologics,Blincyto,Treatment of relapsed or refractory B-cell precursor acute lymphoblastic leukaemia (ALL) and minimal residual disease (MRD) positive B-cell precursor acute lymphoblastic leukaemia (ALL) in patients in complete haematological remission.,<Precursor B-Cell Lymphoblastic Leukemia-Lymphoma>,yes,Treatment of relapsed or refractory B-cell precursor acute lymphoblastic leukaemia (ALL) and minimal residual disease (MRD) positive B-cell precursor acute lymphoblastic leukaemia (ALL) in patients in complete haematological remission.,<Precursor B-Cell Lymphoblastic Leukemia-Lymphoma>,Amgen Australia Pty Ltd,Amgen,232805,blinatumomab,yes,no,Powder for injection with IV solution stabiliser,PM-2017-01431-1-4,Not reported
Intravenous,30.06.2016,2016,authorised,approved,03.07.2017,2017,Diseases of the nervous system,auspar-ocrelizumab-180808.pdf,Biologics,Ocrevus,treatment of patients with relapsing forms of multiple sclerosis (RMS) to delay the progression of physical disability and to reduce the frequency of relapse; treatment of patients with primary progressive multiple sclerosis (PPMS) to delay the progression of physical disability,<Multiple Sclerosis>,no,treatment of patients with relapsing forms of multiple sclerosis (RMS) to delay the progression of physical disability and to reduce the frequency of relapse; treatment of patients with primary progressive multiple sclerosis (PPMS) to delay the progression of physical disability,<Multiple Sclerosis>,Roche Products Pty Limited,Roche,275778,Ocrelizumab,yes,no,vial for injection,PM-2016-01580-1-1,Not reported
Oral,Not reported,Not reported,authorised,approved,14.05.2014,2014,Infectious and parasitic diseases,auspar-tenofovir-disoproxil-fumarate-140715.pdf,Small molecule,Eviplera,"Treatment of HIV infection in treatment-naïve adult patients with plasma HIV-1 RNA ≤100,000 copies/mL and in certain virologically-suppressed adult patients on a stable antiretroviral regimen.",<HIV Infections>,yes,"Treatment of HIV infection in adult patients with plasma HIV-1 RNA ≤500,000 copies/mL.",<Human Immunodeficiency Virus>,Gilead Sciences Pty Ltd,Gilead,176537,tenofovir disoproxil fumarate / emtricitabine / rilpivirine,yes,no,Tablet,PM-2013-01524-1-2,Not reported
Intralesional,Not reported,Not reported,authorised,approved,18.12.2015,2015,Neoplasms; Diseases of the skin,auspar-talimogene-laherparepvec-160531.pdf,Biologics,Imlygic,"treatment of melanoma in patients with unresectable cutaneous, subcutaneous or nodal lesions after initial surgery",<Melanoma>,no,treatment of melanoma that is regionally or distantly metastatic,<Melanoma>,Amgen Australia,Amgen,"232296, 232297",Talimogene laherparepvec,no,no,"Injection, Solution",PM-2014-03464-1-4,NA
Intramuscular,15.10.2021,2021,authorised (under additional monitoring),approved,27.01.2022,2022,Infectious and parasitic diseases,auspar-tozinameran-220128.pdf,Vaccine,Comirnaty,"Active immunisation to prevent coronavirus disease 2019 (COVID-19) caused by SARS-CoV-2, in individuals 12 years of age and older.",<Coronavirus Infections>,yes,"Active immunisation to prevent coronavirus disease 2019 (COVID-19) caused by SARS-CoV-2, in individuals 12 years of age and older.",<Coronavirus Disease 2019>,Pfizer Australia Pty Ltd,Pfizer,377110,Tozinameran,yes,no,Suspension for injection,PM-2021-04582-1-2,Not reported
Inhalation,Not reported,Not reported,authorised,approved,13.01.2011,2011,Infectious and parasitic diseases; Diseases of the respiratory system,auspar-tadim.pdf,Peptides and proteins,Tadim,For the treatment of colonisation and infections of the lung due to susceptible Pseudomonas aeruginosa in patients with cystic fibrosis.,<Lung Diseases>,no,Treatment of colonisation and infections of the lung due to susceptible Pseudomonas aeruginosa in patients with cystic fibrosis.,<Cystic Fibrosis>,Phebra Pty Ltd,Phebra,165709,Colistimethate sodium,yes,yes,Powder for nebuliser solution,PM-2009-02764-3-2,Not reported
Oral,Not reported,Not reported,authorised,approved,05.01.2016,2016,Diseases of the digestive system,auspar-naloxegol-oxalate-160601.pdf,Small molecule,Movantik,Treatment of opioid-induced constipation (OIC) in adult patients who have had an inadequate response to laxative(s).,<Constipation>,no,Treatment of opioid-induced constipation (OIC) in adult patients who have had an inadequate response to laxative(s).,<Constipation>,AstraZeneca Pty Ltd,AstraZeneca,"232030, 232029",Naloxegol oxalate,no,no,Immediate release film coated tablets,PM-2014-03892-1-1,NA
Oral,31.03.2015,2015,authorised,approved,23.12.2015,2015,Neoplasms; Diseases of the genitourinary system,auspar-olaparib-190211.pdf,Small molecule,Lynparza,"Monotherapy for the maintenance treatment of patients with platinum sensitive relapsed BRCA-mutated (germline or somatic) high grade serous epithelial ovarian, fallopian tube or primary peritoneal cancer who are in response (complete response or partial response) after platinum based chemotherapy.",<Ovarian Neoplasms>; <Fallopian Tube Neoplasms>; <Peritoneal Neoplasms>,no,Monotherapy for the maintenance treatment of adult patients with platinum-sensitive relapsed BRCA-mutated high grade serous ovarian cancer (including fallopian tube or primary peritoneal) who are in response to platinum based chemotherapy.,<Ovarian Neoplasms>; <Fallopian Tube Neoplasms>; <Peritoneal Neoplasms>,AstraZeneca Pty Ltd,AstraZeneca,234008,Olaparib,no,yes,Capsule,PM-2014-04684-1-4,NA
Oral,09.11.2023,2023,authorised,approved,26.08.2024,2024,Infectious and parasitic diseases; Diseases of the respiratory system,auspar-paxlovid-241105.pdf,Peptides and proteins,Paxlovid,"treatment of coronavirus disease 2019 (COVID-19) in adults 18 years of age and older, who do not require initiation of supplemental oxygen due to COVID-19 and are at increased risk of progression to hospitalisation or death",<Coronavirus Infections>,no,"treatment of coronavirus disease 2019 (COVID-19) in adults 18 years of age and older, who do not require initiation of supplemental oxygen due to COVID-19 and are at increased risk of progression to hospitalisation or death",<COVID-19>,Pfizer Australia Pty Ltd,Pfizer,"377572, 389801",Nirmatrelvir and ritonavir,no,no,Tablet,PM-2023-03740-1-2,NA
Oral,Not reported,Not reported,authorised,approved,11.02.2014,2014,Neoplasms,auspar-trametinib-140317.pdf,Small molecule,Mekinist,treatment of patients with BRAF V600 mutation-positive unresectable or metastatic (Stage IV) melanoma,<Melanoma>,no,treatment of patients with BRAF V600 mutation-positive unresectable or metastatic (Stage IV) melanoma,<Melanoma>,GlaxoSmithKline Australia Pty Ltd,GlaxoSmithKline,"205917, 205918, 205919",trametinib,no,yes,Film coated tablets,PM-2012-04134-1-4,NA
Oral,Not reported,Not reported,authorised,approved,24.07.2024,2024,Diseases of the skin,auspar-cibinqo-240724.pdf,Small molecule,Cibinqo,Treatment of moderate-to-severe atopic dermatitis in adults who are candidates for systemic therapy.,"<Dermatitis, Atopic>",no,"Treatment of patients 12 years and older with moderate-to-severe atopic dermatitis, including the relief of pruritus, who have had an inadequate response to prescribed topical therapy or for whom these treatments are not advisable.","<Dermatitis, Atopic>",Pfizer Australia Pty Ltd,Pfizer,Not reported,Abrocitinib,no,no,Tablet,PM-2020-05286-1-1,NA
Subcutaneous,01.04.2019,2019,authorised,approved,06.03.2020,2020,Diseases of the musculoskeletal system and connective tissue,auspar-ixekizumab-200622.pdf,Biologics,Taltz,Ankylosing spondylitis (radiographic axial spondyloarthritis),<Ankylosing Spondylitis>,yes,Ankylosing spondylitis (radiographic axial spondyloarthritis),<Ankylosing Spondylitis>,Eli Lilly Australia Pty Ltd,Eli Lilly,"253893, 253892",Ixekizumab,yes,no,Solution for injection,PM-2018-05753-1-3,Not reported
Intravenous,Not reported,Not reported,authorised,approved,12.09.2016,2016,Neoplasms; Diseases of the blood and blood-forming organs,auspar-elotuzumab-171009.pdf,Biologics,Empliciti,Combination treatment of multiple myeloma in adult patients who have received one or more prior therapies.,<Multiple Myeloma>,no,Combination treatment of multiple myeloma in adult patients who have received one or more prior therapies.,<Multiple Myeloma>,Bristol-Myers Squibb Australia Pty Ltd,Bristol-Myers Squibb,260052; 260055,Elotuzumab,yes,no,Lyophilised powder,PM-2015-02402-1-4,Not reported
oral,Not reported,Not reported,authorised,approved,03.03.2010,2010,Mental and behavioural disorders,auspar-seroquel.pdf,Small molecule,"Seroquel, Seroquel XR",Bipolar disorder; Schizophrenia; Major depressive disorder; Generalised anxiety disorder,"<Bipolar Disorder>; <Schizophrenia>; <Depressive Disorder, Major>; <Anxiety Disorders>",yes,"Extension of indications to include use in children/adolescents with schizophrenia and bipolar mania, and treatment of generalised anxiety disorder.",<Schizophrenia>; <Bipolar Disorder>; <Anxiety Disorders>,AstraZeneca Pty Ltd,AstraZeneca,AUST R 58113; AUST R 58114; AUST R 78360; AUST R 58112; AUST R 73350; AUST R 78361; AUST R 138917; AUST R 153883; AUST R 138920; AUST R 138921; AUST R 138922,Quetiapine,yes,no,tablet; modified release tablet,PM-2008-03436-1,Not reported
Oral,30.06.2020,2020,authorised (under additional monitoring),approved,15.07.2021,2021,Mental and behavioural disorders,auspar-lemborexant-220328.pdf,Small molecule,Dayvigo,"Treatment of insomnia, characterised by difficulties with sleep onset and/or sleep maintenance",<Insomnia>,no,"Treatment of insomnia, characterised by difficulties with sleep onset and/or sleep maintenance",<Insomnia>,Eisai Australia Pty Ltd,Eisai,338631 and 338645,Lemborexant,no,no,Film coated tablets,PM-2020-02421-1-1,NA
Oral,17.08.2021,2021,authorised (under additional monitoring),approved,18.01.2022,2022,Infectious and parasitic diseases; Diseases of the respiratory system,auspar-molnupiravir-220207.pdf,Small molecule,Lagevrio,Treatment of adults with COVID-19 who do not require initiation of oxygen due to COVID-19 and who are at increased risk for hospitalisation or death.,<COVID-19>,no,Molnupiravir is indicated for the treatment of COVID-19 in adults.,<COVID-19>,Merck Sharp & Dohme (Australia) Pty Limited,Merck Sharp & Dohme,372650,Molnupiravir,no,no,Capsule,PM-2021-03679-1-2,NA
Intramuscular,29.06.2015,2015,authorised,approved,22.06.2015,2015,Neoplasms; Infectious and parasitic diseases,auspar-human-papillomavirus-9-valent-vaccine-170103.pdf,Vaccine,Gardasil 9,"Prevention of cervical, vulvar, vaginal and anal cancer, precancerous or dysplastic lesions, genital warts, and infection caused by Human Papillomavirus (HPV) Types 6, 11, 16, 18, 31, 33, 45, 52 and 58.",<Cervical Neoplasms>; <Vulvar Neoplasms>; <Vaginal Neoplasms>; <Anal Neoplasms>; <Genital Warts>; <Papillomavirus Infections>,no,"Prevention of cervical, vulvar, vaginal and anal cancer, precancerous or dysplastic lesions, genital warts, and infection caused by Human Papillomavirus (HPV) Types 6, 11, 16, 18, 31, 33, 45, 52 and 58.",<Cervical Neoplasms>; <Vulvar Neoplasms>; <Vaginal Neoplasms>; <Anal Neoplasms>; <Condylomata Acuminata>,Merck Sharp & Dohme Australia Pty Ltd,Merck Sharp & Dohme,"224092, 224093",Human Papillomavirus 9-valent Vaccine,no,no,Suspension for injection,PM-2014-01099-1-3,NA
