Administration_route,Application_date,Application_year,Current_status,Decision,Decision_date,Decision_year,Disease_class(es),Document_name,Drug_class,Drug_name,Indication_approved,Indication_approved_extracted,Indication_extended,Indication_requested,Indication_requested_extracted,Marketing_authorisation_holder,Marketing_authorisation_holder_extracted,Marketing_authorisation_number,Non_proprietary_name,Nonclinical_abridged,Orphan_drug_status,Pharmaceutical_form,Procedure_number,Referral_body
Oral,Not reported,Not reported,withdrawn,withdrawn,11.03.2011,2011,Diseases of the circulatory system,auspar-coplavix.pdf,Small molecule,Co Plavix/Duo Cover,,Not Reported,yes,"Prevention of atherothrombotic and thromboembolic events, including stroke in adult patients with atrial fibrillation who have at least one risk factor for vascular events and who cannot take Vitamin K antagonist (VKA) therapy.",<Stroke>,Sanofi-Aventis Australia Pty Ltd,Sanofi-Aventis,"150443, 150448, 150469, 150470, 150473, 150474, 150477, 150478, 150479",Clopidogrel/aspirin,yes,no,Film coated tablets,PM-2010-00534-3-4/2010-00535-3-3,Not reported
Oral,05.10.2023,2023,authorised,approved,11.09.2024,2024,Diseases of the circulatory system,auspar-opsynvi-250623.pdf,Small molecule,Opsynvi,"Maintenance treatment of pulmonary arterial hypertension (PAH, WHO Group 1) in adult patients of WHO functional class (FC) II and III whose PAH is idiopathic, heritable or associated with connective tissue disease or congenital heart disease with repaired shunts.",<Pulmonary Hypertension>; <Connective Tissue Diseases>; <Heart Diseases>,no,"Maintenance treatment of pulmonary arterial hypertension (PAH, WHO Group 1) in adult patients of WHO functional class (FC) II, III and IV who are on stable doses of macitentan 10 mg and tadalafil 40 mg (20 mg x 2) as separate tablets.",<Pulmonary Hypertension>,Janssen-Cilag Pty Ltd,Janssen-Cilag,420130,"Macitentan, tadalafil",yes,no,Film-coated tablet,PM-2023-03702-1-3,Not reported
oral,25.12.2009,2009,authorised,approved,08.11.2010,2010,"Diseases of the musculoskeletal system and connective tissue; Endocrine, nutritional, and metabolic diseases",000223354.pdf,Small molecule,Feburic,Gout and hyperuricemia,<Gout>; <Hyperuricemia>,no,Improvement of hyperuricemia in patients with gout or hyperuricemia,<Hyperuricemia>; <Gout>,Teijin Pharma Limited,Teijin,Not reported,Febuxostat,no,no,tablet,Not reported,
Cutaneous,27.07.2011,2011,withdrawn,approved,20.09.2012,2012,Diseases of the skin,picato-epar-public-assessment-report_en.pdf,Other,Picato,"Cutaneous treatment of non-hyperkeratotic, non-hypertrophic actinic keratosis in adults",<Actinic Keratosis>,no,Topical treatment of actinic keratosis in adults,<Actinic Keratosis>,LEO Pharma A/S,LEO,EMA/650464/2012,ingenol mebutate,no,no,Gel,EMEA/H/C/002275,
subcutaneous,Not reported,Not reported,withdrawn,withdrawn,21.06.2007,2007,"Endocrine, nutritional, and metabolic diseases",iplex-withdrawal-assessment-report_en.pdf,Peptides and proteins,Iplex,,Not Reported,no,primary growth hormone insensitivity (PGHI) and growth hormone (GH) gene deletion with neutralising antibodies to GH,<Primary Growth Hormone Insensitivity>,Not reported,Not Reported,Not reported,mecasermin rinfabate,no,yes,solution,EMEA/H/C/754,
oral,07.05.2009,2009,authorised,approved,24.09.2009,2009,Diseases of the nervous system,rivastigmine-sandoz-epar-public-assessment-report_en.pdf,Small molecule,Rivastigmine Sandoz,Symptomatic treatment of mild to moderately severe Alzheimer’s dementia. Symptomatic treatment of mild to moderately severe dementia in patients with idiopathic Parkinson’s disease.,<Alzheimer Disease>; <Parkinson Disease>,yes,Symptomatic treatment of mild to moderately severe Alzheimer’s dementia (AD). Symptomatic treatment of mild to moderately severe dementia in patients with idiopathic Parkinson’s disease (PPD).,<Alzheimer Disease>; <Parkinson Disease>,Sandoz Pharmaceuticals GmbH,Sandoz,Not reported,rivastigmine,yes,no,hard capsules; oral solution,EMEA/H/C/001183,Not reported
Intravenous,Not reported,Not reported,withdrawn,approved,Not reported,Not reported,Diseases of the blood and blood-forming organs,refludan-epar-scientific-discussion_en.pdf,Biologics,Refludan,Anticoagulation in adult patients with heparin-associated thrombocytopenia (HAT) type II and thromboembolic disease mandating parenteral antithrombotic therapy,<Thrombocytopenia>; <Thromboembolism>,no,Anticoagulation in adult patients with heparin-associated thrombocytopenia (HAT) type II and thromboembolic disease mandating parenteral antithrombotic therapy,<Thrombocytopenia>; <Thromboembolism>,Not reported,Not Reported,Not reported,Lepirudin,no,Not reported,Powder for reconstitution,Not reported,
Subcutaneous,Not reported,Not reported,authorised,approved,13.03.2015,2015,Neoplasms,auspar-trastuzumab-150803.pdf,Biologics,Herceptin,"Early Breast Cancer: Treatment of HER2-positive localised breast cancer following surgery, and in association with chemotherapy and, if applicable, radiotherapy. Locally Advanced Breast Cancer: Treatment of HER2-positive locally advanced breast cancer in combination with neoadjuvant chemotherapy followed by adjuvant Herceptin. Metastatic Breast Cancer: Treatment of patients with metastatic breast cancer who have tumours that overexpress HER2.",<Breast Neoplasms>,no,Treatment of HER2-positive breast cancer,<Breast Neoplasms>,Roche Products Pty Ltd,Roche,220402,Trastuzumab,no,no,Solution for Injection,PM-2013-04600-1-4,
oral,04.03.2020,2020,authorised,approved,30.10.2020,2020,Neoplasms; Diseases of the digestive system,000240840.pdf,Small molecule,Braftovi,Unresectable advanced or recurrent colorectal cancer with BRAF mutation that has progressed after cancer chemotherapy,<Colorectal Neoplasms>,yes,Unresectable advanced or recurrent colorectal cancer with BRAF mutation,<Colorectal Neoplasms>,"Ono Pharmaceutical Co., Ltd.",Ono,Not reported,Encorafenib,no,no,Capsules,Not reported,
intravenous,28.07.2023,2023,authorised,approved,14.11.2024,2024,Infectious and parasitic diseases; Diseases of the respiratory system,gohibic-epar-public-assessment-report_en.pdf,Biologics,Gohibic,treatment of adult patients with SARS-CoV-2-induced septic acute respiratory distress syndrome (ARDS) receiving invasive mechanical ventilation (IMV) or extracorporeal membrane oxygenation (ECMO),"<SARS-CoV-2>; <Septic Shock>; <Respiratory Distress Syndrome, Adult>",no,treatment of adult patients with SARS-CoV-2-induced septic acute respiratory distress syndrome (ARDS) receiving invasive mechanical ventilation (IMV) or extracorporeal membrane oxygenation (ECMO),"<SARS-CoV-2>; <Sepsis>; <Respiratory Distress Syndrome, Adult>",InflaRx GmbH,InflaRx,EMA/564703/2024,vilobelimab,no,no,concentrate for solution for infusion,EMEA/H/C/006123/0000,
Subcutaneous,Not reported,Not reported,authorised,approved,Not reported,Not reported,Infectious and parasitic diseases,m-m-rvaxpro-epar-scientific-discussion_en.pdf,Vaccine,M-M-RVAXPRO,"Simultaneous vaccination against measles, mumps, and rubella in individuals 12 months or older",<Measles>; <Mumps>; <Rubella>,no,"Simultaneous vaccination against measles, mumps, and rubella in individuals 12 months or older",<Measles>; <Mumps>; <Rubella>,"Merck & Co., Inc",Merck,Not reported,Not reported,yes,no,Powder and solvent for suspension for subcutaneous injection,Not reported,CHMP
Intralesional,Not reported,Not reported,authorised,approved,16.03.2016,2016,Diseases of the musculoskeletal system and connective tissue,auspar-collagenase-clostridium-histolyticum-160802.pdf,Biologics,Xiaflex,The treatment of adult men with Peyronie’s disease with a palpable plaque and curvature deformity of at least 30 degrees at the start of therapy.,<Peyronie's Disease>,yes,The treatment of adult men with Peyronie’s disease with a palpable plaque and curvature deformity of at least 30 degrees at the start of therapy.,<Peyronie Disease>,Actelion Pharmaceuticals Australia Pty Ltd,Actelion,448382,Collagenase clostridium histolyticum,no,no,"Injection, Powder (lyophilized) for injection",PM-2014-04262-1-3,
oral,16.01.2020,2020,authorised,approved,29.10.2020,2020,"Endocrine, nutritional, and metabolic diseases; Diseases of the circulatory system",000246621.pdf,Small molecule,Forxiga,Chronic heart failure,<Heart Failure>,yes,Chronic heart failure,<Heart Failure>,AstraZeneca K.K.,AstraZeneca,Not reported,Dapagliflozin,no,no,tablet,Not reported,
Oral,30.01.2020,2020,authorised (under additional monitoring),approved,07.01.2021,2021,Diseases of the liver; Diseases of the nervous system,auspar-trientine-dihydrochloride-210406.pdf,Small molecule,Trientine Waymade,Treatment of patients with Wilson's disease who are intolerant of penicillamine.,<Wilson Disease>,no,Treatment of patients with Wilson's disease who are intolerant of penicillamine.,<Wilson Disease>,Waymade Australia Pty Ltd,Waymade,327984,Trientine dihydrochloride,yes,yes,Capsule,PM-2019-05976-1-3,Not reported
intramuscular,Not reported,Not reported,withdrawn,approved,Not reported,Not reported,Infectious and parasitic diseases,optaflu-epar-scientific-discussion_en.pdf,Vaccine,Optaflu,"Prophylaxis of influenza for adults, especially in those who run an increased risk of associated complications.",<Influenza>,no,"Prophylaxis of influenza for adults, especially in those who run an increased risk of associated complications.",<Influenza>,Novartis,Novartis,Not reported,Not reported,no,no,solution for injection,Not reported,
Intramuscular,Not reported,Not reported,withdrawn,Not reported,Not reported,Not reported,Infectious and parasitic diseases,prevenar-epar-scientific-discussion_en.pdf,Vaccine,Prevenar,"Active immunisation against invasive disease caused by Streptococcus pneumoniae serotypes 4, 6B, 9V, 14, 18C, 19F and 23F in infants and young children from 2 months of age to 2 years of age; previously unvaccinated children aged 2 years to 5 years",<Streptococcal Infections>,yes,"Active immunisation against invasive disease caused by Streptococcus pneumoniae serotypes 4, 6B, 9V, 14, 18C, 19F and 23F in infants and young children from 2 months of age to 2 years of age",<Streptococcal Infections>,Wyeth,Wyeth,Not reported,Pneumococcal saccharide conjugated vaccine,no,no,Suspension for injection,Not reported,
subcutaneous,01.11.2022,2022,authorised (under additional monitoring),approved,23.06.2023,2023,"Endocrine, nutritional, and metabolic diseases; Diseases of the nervous system",2024-04-23_final_assessment_report_swisspar_amvuttra_mit_fi_engl.pdf,Small molecule,Amvuttra,Treatment of hereditary transthyretin-mediated amyloidosis (hATTR amyloidosis) in adult patients with stage 1 or stage 2 polyneuropathy,<Transthyretin Amyloidosis>,no,Treatment of hereditary transthyretin-mediated amyloidosis (hATTR amyloidosis) in adult patients with stage 1 or stage 2 polyneuropathy,<Transthyretin Amyloidosis>,Alnylam Switzerland GmbH,Alnylam,69074,vutrisiran sodium,yes,yes,solution for injection in pre-filled syringe,Not reported,EMA
Intravenous,31.10.2018,2018,authorised,approved,28.10.2019,2019,Neoplasms; Diseases of the respiratory system; Diseases of the genitourinary system,auspar-bevacizumab-200226.pdf,Biologics,Zirabev,"Metastatic colorectal cancer; Locally recurrent or metastatic breast cancer; Advanced, metastatic or recurrent non-squamous non-small cell lung cancer; Advanced and/or metastatic renal cell cancer; Grade IV glioma; Epithelial ovarian, fallopian tube or primary peritoneal cancer; Recurrent epithelial ovarian, fallopian tube or primary peritoneal cancer; Cervical cancer",<Colorectal Neoplasms>; <Breast Neoplasms>; <Non-Small Cell Lung Carcinoma>; <Renal Cell Carcinoma>; <Glioma>; <Ovarian Neoplasms>; <Fallopian Tube Neoplasms>; <Peritoneal Neoplasms>; <Cervical Neoplasms>,no,"Metastatic colorectal cancer; Locally recurrent or metastatic breast cancer; Advanced, metastatic or recurrent non-squamous non-small cell lung cancer; Advanced and/or metastatic renal cell cancer; Grade IV glioma; Epithelial ovarian, fallopian tube or primary peritoneal cancer; Recurrent epithelial ovarian, fallopian tube or primary peritoneal cancer; Cervical cancer",<Colorectal Neoplasms>; <Breast Neoplasms>; <Non-Small Cell Lung Carcinoma>; <Renal Cell Carcinoma>; <Glioma>; <Ovarian Neoplasms>; <Fallopian Tube Neoplasms>; <Peritoneal Neoplasms>; <Cervical Neoplasms>,Pfizer Australia Pty Ltd,Pfizer,309320 and 309321,Bevacizumab,no,no,Concentrated solution for injection,PM-2018-03842-1-4,
Intravenous and interstitial,02.08.2021,2021,authorised,approved,19.02.2024,2024,Neoplasms; Diseases of the circulatory system; Diseases of the digestive system,auspar-spy-agent-green-240808.pdf,Small molecule,Spy Agent Green,"Visualisation of vessels, blood flow and tissue perfusion in adults and paediatric patients from one month of age and above; Visualisation of extrahepatic biliary ducts in adults and children from 12 years of age and above; Visualisation of lymph nodes and lymphatic vessels in women with cervical or uterine solid tumours for which lymphatic mapping is a component of intraoperative management",<Neoplasms>,no,"Visualisation of vessels, blood flow and tissue perfusion; Visualisation of extrahepatic biliary ducts; Visualisation of lymph nodes and lymphatic vessels during lymphatic mapping for cervical and uterine tumours",<Cervical Neoplasms>; <Uterine Neoplasms>,Stryker Australia Pty Ltd,Stryker,369670,Indocyanine green,yes,no,Powder for injection,PM-2021-02677-1-2,Not reported
Intravenous,29.01.2020,2020,authorised (under additional monitoring),approved,24.02.2021,2021,Diseases of the nervous system; Congenital malformations and chromosomal abnormalities,auspar-onasemnogene-abeparvovec-210406.pdf,Cell and gene therapy,Zolgensma,treatment of paediatric patients less than 9 months of age with symptomatic or pre-symptomatic spinal muscular atrophy with bi-allelic mutations in the SMN1 gene and 1 to 3 copies of the SMN2 gene,<Spinal Muscular Atrophy>,no,treatment of paediatric patients less than 2 years of age with spinal muscular atrophy with bi-allelic mutations in the SMN1 gene,<Spinal Muscular Atrophy>,Novartis Pharmaceuticals Australia Pty Ltd,Novartis,"327905, 327906, 327907",Onasemnogene abeparvovec,no,yes,Injection for intravenous infusion,PM-2019-05979-1-3,
oral,30.06.2022,2022,authorised,approved,27.02.2023,2023,Infectious and parasitic diseases,000270863.pdf,Small molecule,Valixa,Symptomatic congenital cytomegalovirus disease,<Cytomegalovirus Infections>,yes,Symptomatic congenital cytomegalovirus disease,<Cytomegalovirus Infections>,Mitsubishi Tanabe Pharma Corporation,Mitsubishi Tanabe,Not reported,Valganciclovir,yes,yes,Dry syrup,Not reported,Not reported
Oral,02.03.2012,2012,authorised,approved,25.04.2013,2013,Diseases of the genitourinary system,spedra-epar-public-assessment-report_en.pdf,Small molecule,Spedra,Treatment of erectile dysfunction in adult men,<Impotence>,no,Treatment of erectile dysfunction in adult males,<Impotence>,VIVUS BV,VIVUS,EMA/321885/2013,Avanafil,no,no,Tablet,EMEA/H/C/002581/0000,
oral,07.03.2014,2014,withdrawn,approved,30.07.2015,2015,"Endocrine, nutritional, and metabolic diseases",fexeric-epar-public-assessment-report_en.pdf,Small molecule,Fexeric,control of hyperphosphataemia in adult patients with chronic kidney disease,<Hyperphosphatemia>; <Chronic Kidney Disease>,no,control of hyperphosphataemia in adult patients with chronic kidney disease,<Hyperphosphatemia>; <Chronic Kidney Disease>,Keryx Biopharma UK Ltd.,Keryx,EMA/CHMP/535898/2015,Ferric citrate coordination complex,no,no,film-coated tablet,EMEA/H/C/003776/0000,
Oral,Not reported,Not reported,authorised,approved,Not reported,Not reported,"Endocrine, nutritional, and metabolic diseases",cystadane-epar-scientific-discussion_en.pdf,Small molecule,Cystadane,Treatment of homocystinuria,<Homocystinuria>,no,Treatment of homocystinuria,<Homocystinuria>,Orphan Europe,Orphan,Not reported,Betaine anhydrous,no,yes,Oral powder,Not reported,
