Administration_route_human,Administration_route_llm,Administration_route_verdict_human,Application_date_human,Application_date_llm,Application_date_verdict_human,Application_year_human,Application_year_llm,Application_year_verdict_human,Current_status_human,Current_status_llm,Current_status_verdict_human,Decision_date_human,Decision_date_llm,Decision_date_verdict_human,Decision_human,Decision_llm,Decision_verdict_human,Decision_year_human,Decision_year_llm,Decision_year_verdict_human,Disease_class(es)_human,Disease_class(es)_llm,Disease_class(es)_verdict_human,Document_name_human,Document_name_llm,Document_name_verdict_human,Drug_class_human,Drug_class_llm,Drug_class_verdict_human,Drug_name_human,Drug_name_llm,Drug_name_verdict_human,Indication_approved_human,Indication_approved_llm,Indication_approved_verdict_human,Indication_extended_human,Indication_extended_llm,Indication_extended_verdict_human,Indication_requested_human,Indication_requested_llm,Indication_requested_verdict_human,Marketing_authorisation_holder_human,Marketing_authorisation_holder_llm,Marketing_authorisation_holder_verdict_human,Marketing_authorisation_number_human,Marketing_authorisation_number_llm,Marketing_authorisation_number_verdict_human,Non_proprietary_name_human,Non_proprietary_name_llm,Non_proprietary_name_verdict_human,Nonclinical_abridged_human,Nonclinical_abridged_llm,Nonclinical_abridged_verdict_human,Orphan_drug_status_human,Orphan_drug_status_llm,Orphan_drug_status_verdict_human,Pharmaceutical_form_human,Pharmaceutical_form_llm,Pharmaceutical_form_verdict_human,Referral_body_human,Referral_body_llm,Referral_body_verdict_human
intravenous,intravenous,match,not reported,not reported,match,not reported,not reported,match,withdrawn,na,no_match,15.09.2016,15.09.2016,match,withdrawn,refused,match,2016.0,2016,match,"neoplasms, diseases of the blood and blood-forming organs",neoplasms; diseases of the blood and blood-forming organs,match,graspa-withdrawal-assessment-report_en.pdf,graspa-withdrawal-assessment-report_en.pdf,match,peptides and proteins,biologics,no_match,graspa,graspa,match,,na,match,no,no,match,"treatment of children and adult patients with philadelphia chromosome negative acute lymphoblastic leukaemia, who have either relapsed or failed first line treatment.",treatment of paediatric and adult patients with acute lymphoblastic leukaemia that has either relapsed or failed first line treatment; also for the treatment of paediatric and adult patients with acute lymphoblastic leukaemia and hypersensitivity to asparaginase,match,erytech pharma s.a.,erytech pharma s.a.,match,ema/chmp/438029/2018,ema/238678/2017,no_match,asparaginase,eryaspase,no_match,no,no,match,yes,yes,match,powder for solution for injection,dispersion for infusion,partial_0.5,,na,
oral,oral,match,14.08.2014,14.08.2014,match,2014,2014,match,authorised,authorised,match,25.06.2015,25.06.2015,match,approved,approved,match,2015.0,2015,match,"diseases of the nervous system, mental and behavioural disorders","mental and behavioural disorders; endocrine, nutritional, and metabolic diseases",partial_0.5,duloxetine-zentiva-epar-public-assessment-report_en.pdf,duloxetine-zentiva-epar-public-assessment-report_en.pdf,match,small molecule,small molecule,match,duloxetine zentiva,duloxetine zentiva,match,same,treatment of major depressive disorder; treatment of diabetic peripheral neuropathic pain; treatment of generalised anxiety disorder,match,no,no,match,treatment of major depressive disorder. treatment of diabetic peripheral neuropathic pain. treatment of generalised anxiety disorder. duloxetine zentiva is indicated in adults.,treatment of major depressive disorder; treatment of diabetic peripheral neuropathic pain; treatment of generalised anxiety disorder,match,"zentiva, k.s.","zentiva, k.s.",match,ema/chmp/373461/2015,ema/373461/2015,partial_0.8,duloxetine,duloxetine,match,yes,yes,match,no,no,match,hard capsules,gastro-resistant hard capsules,match,ema,na,
subcutaneous,subcutaneous,match,27.09.2023,27.09.2023,match,2023,2023,match,authorised (under additional monitoring),authorised,match,12.12.2024,12.12.2024,match,approved,approved,match,2024.0,2024,match,"diseases of the skin, congenital malformations and chomosomal abnormalities",diseases of the blood and blood-forming organs,partial_0.5,andembry-epar-public-assessment-report_en.pdf,andembry-epar-public-assessment-report_en.pdf,match,biologics,biologics,match,andembry,andembry,match,same,routine prevention of attacks of hereditary angioedema (hae) in patients aged 12 years and older,match,no,no,match,andembry is indicated for routine prevention of recurrent attacks of hereditary angioedema (hae) in adult and adolescent patients aged 12 years and older.,routine prevention of attacks of hereditary angioedema (hae) in patients aged 12 years and older,match,csl behring gmbh,csl behring gmbh,match,ema/15345/2025,ema/15345/2025,match,garadacimab,garadacimab,match,no,no,match,no,no,match,"solution for injection in pre-filled syringe, solution for injection in pre-filled pen",solution for injection,match,,na,
oral,oral,match,03.05.2012,03.05.2012,match,2012,2012,match,authorised,authorised,match,27.06.2013,27.06.2013,match,approved,approved,match,2013.0,2013,match,"neoplasms, diseases of the digestive system",neoplasms; diseases of the digestive system,match,stivarga-epar-public-assessment-report_en.pdf,stivarga-epar-public-assessment-report_en.pdf,match,small molecule,small molecule,match,stivarga,stivarga,match,"stivarga is indicated as monotherapy for the treatment of adult patients with metastatic colorectal cancer (crc) who have been previously treated with, or are not considered candidates for, available therapies. these include fluoropyrimidine-based chemotherapy, an anti-vegf therapy and an anti-egfr therapy. unresectable or metastatic gastrointestinal stromal tumours (gist) who progressed on or are intolerant to prior treatment with imatinib and sunitinib. hepatocellular carcinoma (hcc) who have been previously treated with sorafenib.","treatment of adult patients with metastatic colorectal cancer (crc) who have been previously treated with, or are not considered candidates for, available therapies",partial_0.3,no,no,match,"stivarga is indicated for the treatment of adult patients with metastatic colorectal cancer (crc) who have been previously treated with, or are not considered candidates for, available therapies. these include fluoropyrimidine-based chemotherapy, an anti-vegf therapy, and, in case of kras wild type crc, an anti-egfr therapy.","treatment of adult patients with metastatic colorectal cancer (crc) who have been previously treated with, or are not considered candidates for, available therapies",match,bayer pharma ag,bayer pharma ag,match,ema/chmp/403683/2013,ema/403683/2013,partial_0.8,regorafenib,regorafenib,match,no,no,match,no,no,match,film-coated tablets,film-coated tablets,match,,na,
intravenous,intravenous,match,not reported,not reported,match,not reported,not reported,match,authorised,authorised,match,not reported,not reported,match,approved,approved,match,not reported,2001,match,congenital malformations and chomosomal abnormalities,"endocrine, nutritional, and metabolic diseases; diseases of the nervous system; diseases of the circulatory system; diseases of the genitourinary system",no_match,replagal-epar-scientific-discussion_en.pdf,replagal-epar-scientific-discussion_en.pdf,match,biologics,biologics,match,replagal,replagal,match,replagal is indicated for long-term enzyme replacement therapy in patients with a confirmed diagnosis of fabry disease (α-galactosidase a deficiency).,long-term enzyme replacement therapy in patients with fabry disease,match,no,no,match,not reported,long-term enzyme replacement therapy in patients with fabry disease,no_match,not reported,not reported,match,not reported,ema/000180/2001,no_match,agalsidase alfa,agalsidase alfa,match,no,no,match,no,yes,no_match,concentrate for solution for infusion,concentrate for solution for infusion,match,,na,
oral,oral,match,25.05.2012,25.05.2012,match,2012,2012,match,authorised,authorised,match,27.06.2013,27.06.2013,match,approved,approved,match,2013.0,2013,match,diseases of the digestive system,diseases of the digestive system,match,nexium-control-epar-public-assessment-report_en.pdf,nexium-control-epar-public-assessment-report_en.pdf,match,small molecule,small molecule,match,nexium control,nexium control,match,nexium control is indicated for the short-term treatment of reflux symptoms (e.g. heartburn and acid regurgitation) in adults.,short-term treatment of reflux symptoms (e.g. heartburn and acid regurgitation) in adults,match,no,no,match,short-term treatment of reflux symptoms (e.g. heartburn and acid regurgitation in adults),short-term treatment of reflux symptoms (e.g. heartburn and acid regurgitation) in adults,match,astrazeneca ab,astrazeneca ab,match,ema/498929/2013,ema/498929/2013,match,esomeprazole,esomeprazole,match,yes,yes,match,no,no,match,hard gastro-resistant capsules,gastro-resistant tablet,match,ema,not reported,
subcutaneous,subcutaneous,match,25.04.2023,25.04.2023,match,2023,2023,match,authorised (under additional monitoring),authorised,match,21.03.2024,21.03.2024,match,approved,approved,match,2024.0,2024,match,diseases of the musculoskeletal system and connective tissue,diseases of the musculoskeletal system and connective tissue; neoplasms,partial_0.5,jubbonti-epar-public-assessment-report_en.pdf,jubbonti-epar-public-assessment-report_en.pdf,match,biologics,biologics,match,jubbonti,jubbonti,match,same,treatment of osteoporosis in postmenopausal women and in men at increased risk of fractures; treatment of bone loss associated with hormone ablation in men with prostate cancer at increased risk of fractures; treatment of bone loss associated with long-term systemic glucocorticoid therapy in adult patients at increased risk of fracture,match,no,no,match,"treatment of osteoporosis in postmenopausal women and in men at increased risk of fractures. in postmenopausal women denosumab significantly reduces the risk of vertebral, non-vertebral and hip fractures. treatment of bone loss associated with hormone ablation in men with prostate cancer at increased risk of fractures. in men with prostate cancer receiving hormone ablation, denosumab significantly reduces the risk of vertebral fractures. treatment of bone loss associated with long-term systemic glucocorticoid therapy in adult patients at increased risk of fracture.",treatment of osteoporosis in postmenopausal women and in men at increased risk of fractures; treatment of bone loss associated with hormone ablation in men with prostate cancer at increased risk of fractures; treatment of bone loss associated with long-term systemic glucocorticoid therapy in adult patients at increased risk of fracture,match,sandoz gmbh,sandoz gmbh,match,ema/169039/2024,ema/169039/2024,match,denosumab,denosumab,match,yes,yes,match,no,no,match,solution for injection in pre-filled syringe,solution for injection,match,ema,not reported,
intravitreal,intravitreal,match,not reported,not reported,match,not reported,not reported,match,withdrawn,withdrawn,match,15.09.2016,15.09.2016,match,withdrawn,withdrawn,match,2016.0,2016,match,diseases of the eye and adnexa,diseases of the eye and adnexa,match,opsiria-withdrawal-assessment-report_en.pdf,opsiria-withdrawal-assessment-report_en.pdf,match,small molecule,small molecule,match,opsiria,opsiria,match,,na,match,no,no,match,"treatment of non-infectious uveitis (inflammation of the uvea, the middle layer of the eye) in adults. the inflammation may cause discomfort, pain, blurring of vision, and may lead to partial or complete blindness.",treatment of chronic non-infectious uveitis affecting the posterior segment of the eye,match,not reported,not reported,match,ema/433651/2016,ema/433651/2016,match,sirolimus,sirolimus,match,no,no,match,no,yes,match,solution for injection,sterile solution for intravitreal injection,match,,na,
oral,oral,match,13.09.2019,13.09.2019,match,2019,2019,match,authorised,authorised,match,15.10.2020,15.10.2020,match,approved,approved,match,2020.0,2020,match,"neoplasms, diseases of the blood and blood-forming organs",neoplasms; diseases of the blood and blood-forming organs,match,lenalidomide-mylan-epar-public-assessment-report_en.pdf,lenalidomide-mylan-epar-public-assessment-report_en.pdf,match,small molecule,small molecule,match,lenalidomide mylan,lenalidomide mylan,match,same,multiple myeloma; follicular lymphoma,partial_0.5,no,yes,no_match,"multiple myeloma, myelodysplastic syndromes, mantle cell lymphoma, follicular lymphoma",multiple myeloma; follicular lymphoma,partial_0.5,mylan ireland limited,mylan ireland limited,match,ema/chmp/583241/2020,ema/chmp/583241/2020,match,lenalidomide,lenalidomide,match,yes,yes,match,no,no,match,hard capsules,"capsule, hard",match,ema,not reported,
intravenous,intravenous,match,not reported,not reported,match,not reported,not reported,match,withdrawn,withdrawn,match,15.10.1996,15.10.1996,match,approved,approved,match,1996.0,1996,match,"diseases of the musculoskeletal system and connective tissue, infectious and parasitic diseases",infectious and parasitic diseases; diseases of the musculoskeletal system and connective tissue,match,leukoscan-epar-scientific-discussion_en.pdf,leukoscan-epar-scientific-discussion_en.pdf,match,biologics,biologics,match,leukoscan,leukoscan,match,"leukoscan is indicated for diagnostic imaging for determining the location and extent of infection/inflammation in bone in patients with suspected osteomyelitis, including patients with diabetic foot ulcers.","diagnostic imaging for determining the location and extent of infection/inflammation in bone in patients with suspected osteomyelitis, including patients with diabetic foot ulcers.",match,no,no,match,diagnosis of osteomyelitis complicating diabetic foot ulcers or various lesions in other long bones,"diagnostic imaging for determining the location and extent of infection/inflammation in bone in patients with suspected osteomyelitis, including patients with diabetic foot ulcers.",match,not reported,not reported,match,not reported,not reported,match,sulesomab,sulesomab,match,no,yes,no_match,no,no,match,powder for solution for injection,lyophilised powder,match,,not reported,
