Administration_route,Application_date,Application_year,Current_status,Dataset,Decision,Decision_date,Decision_year,Disease_class(es),Disease_name(s),Document_name,Drug_class,Drug_name,Indication_approved,Indication_extended,Indication_requested,Indication_requested_extracted,Marketing_authorisation_holder,Marketing_authorisation_holder_extracted,Marketing_authorisation_number,Non_proprietary_name,Nonclinical_abridged,Orphan_drug_status,Pharmaceutical_form,Procedure_number,Referral_body
subcutaneous,,,authorised,TGA,approved,13.05.2016,2016,"endocrine, nutritional, and metabolic diseases; diseases of the circulatory system",<heterozygous familial hypercholesterolemia>; <atherosclerotic cardiovascular disease>,auspar-alirocumab-rch-161213.pdf,biologics,praluent,praluent / golyra /eliriduc is indicated as an adjunct to diet and exercise in adults with heterozygous familial hypercholesterolaemia or clinical atherosclerotic cardiovascular disease.,no,"praluent is indicated in adults with primary hypercholesterolaemia (heterozygous familial and non-familial) or mixed dyslipidaemia, as an adjunct to diet.",<hypercholesterolemia>; <dyslipidemias>,sanofi aventis australia pty ltd,sanofi,"aust r 238285, aust r 238299 to aust r 238306, aust r 238308 to aust r 238310",alirocumab,no,no,solution,pm-2015-00764-1-3,na
subcutaneous,31.08.2018,2018,authorised,TGA,approved,29.10.2019,2019,"diseases of the circulatory system; endocrine, nutritional, and metabolic diseases",<hypercholesterolemia>; <cardiovascular diseases>,auspar-alirocumab-rch-191209.pdf,biologics,praluent,primary hypercholesterolaemia; prevention of cardiovascular events,yes,primary hypercholesterolaemia and mixed dyslipidaemia,<hypercholesterolemia>; <dyslipidemias>,sanofi-aventis australia pty ltd,sanofi-aventis,"238285, 238299, 238304, 238305",alirocumab,yes,no,solution,pm-2018-02973-1-3,
oral,,,authorised,TGA,approved,16.03.2012,2012,diseases of the circulatory system,<hypertension>,auspar-aliskiren-120615.pdf,small molecule,rasilamlo hct,"substitution therapy for the treatment of hypertension in patients whose blood pressure is already adequately controlled on the triple combination of aliskiren, amlodipine and hydrochlorothiazide.",no,"substitution therapy for the treatment of hypertension in patients whose blood pressure is already adequately controlled on the triple combination of aliskiren, amlodipine and hydrochlorothiazide.",<hypertension>,novartis pharmaceuticals australia pty ltd,novartis,"176176, 176182, 176185, 176187 and 176189","aliskiren, amlodipine, hydrochlorothiazide",yes,no,tablet,pm-2010-02677-3-3,
oral,,,authorised,TGA,approved,10.09.2013,2013,"endocrine, nutritional, and metabolic diseases","<diabetes mellitus, type 2>",auspar-alogliptin-benzoate-140109.pdf,small molecule,"nesina, vipidia","to improve glycaemic control in adult patients with type 2 diabetes mellitus when diet and exercise do not provide adequate glycaemic control, as add on to metformin, a sulphonylurea, a thiazolidinedione, insulin (with or without metformin), or in combination with metformin and a thiazolidinedione when dual therapy does not provide adequate glycaemic control.",no,to improve glycaemic control in adult patients with type 2 diabetes mellitus when diet and exercise do not provide adequate glycaemic control.,<type 2 diabetes mellitus>,takeda pharmaceuticals australia pty ltd,takeda,"199538, 199539, 199540, 199541, 199542, 199543",alogliptin,no,no,tablet,pm-2012-01949-3-5,na
oral,01.04.2019,2019,authorised (under additional monitoring),TGA,approved,19.03.2020,2020,neoplasms,<breast neoplasms>,auspar-alpelisib-200820.pdf,small molecule,piqray,"treatment of postmenopausal women, and men, with hormone receptor positive, her2-negative, advanced or metastatic breast cancer with a pik3ca mutation as detected by a validated test following progression on or after an endocrine-based regimen.",no,"treatment of postmenopausal women, and men, with hormone receptor positive, her2-negative, advanced or metastatic breast cancer with a pik3ca mutation in combination with fulvestrant after disease progression following an endocrine-based regimen.",<breast neoplasms>,novartis pharmaceuticals australia pty ltd,novartis,"315020, 315055, 315064",alpelisib,no,no,tablet,pm-2019-00401-1-4,na
oral,,,authorised,TGA,approved,09.02.2016,2016,diseases of the circulatory system,<pulmonary hypertension>,auspar-ambrisentan-170706.pdf,small molecule,volibris,"volibris in combination with tadalafil is indicated for the treatment of who group 1 pulmonary arterial hypertension in patients with who functional class ii, iii or iv symptoms.",yes,"volibris in combination with tadalafil is indicated for the treatment of who group 1 pulmonary arterial hypertension (pah) in patients with who functional class ii, iii or iv symptoms.",<pulmonary hypertension>,glaxosmithkline australia pty ltd,glaxosmithkline,"143739, 143743",ambrisentan,yes,yes,tablet,pm-2014-04323-1-3,
sublingual,,,authorised,TGA,approved,05.04.2016,2016,diseases of the respiratory system,"<rhinitis, allergic, perennial>",auspar-american-house-dust-mite-european-house-dust-mite-170809.pdf,biologics,actair initiation treatment and actair continuation treatment,treatment of house dust mite allergic rhinitis with or without conjunctivitis in adults and adolescents over 12 years diagnosed with house dust mite allergy,yes,treatment of house dust mite allergic rhinitis with or without conjunctivitis in adults and adolescents and children (above the age of 5) diagnosed with house dust mite allergy,"<rhinitis, allergic, perennial>; <conjunctivitis, allergic>",stallergenes australia pty ltd,stallergenes,"233470, 233471",american house dust mite / european house dust mite,yes,no,tablet,pm-2014-03871-1-2,
sublingual,,,authorised,TGA,approved,21.07.2016,2016,diseases of the respiratory system,"<asthma>; <rhinitis, allergic, perennial>",auspar-american-house-dust-mite-extract-european-house-dust-mite-extract-171013.pdf,biologics,acarizax,house dust mite allergic rhinitis and asthma not well controlled by inhaled corticosteroids,no,house dust mite allergic rhinitis and asthma not well controlled by inhaled corticosteroids,"<rhinitis, allergic, perennial>; <asthma>",seqirus pty ltd,seqirus,250392,american house dust mite extract; european house dust mite extract,yes,no,tablet,pm-2015-01531-1-2,
oral,01.02.2021,2021,authorised (under additional monitoring),TGA,approved,10.09.2021,2021,diseases of the nervous system,<lambert-eaton myasthenic syndrome>,auspar-amifampridine-220412.pdf,small molecule,ruzurgi,treatment of lambert-eaton myasthenic syndrome (lems) in adults and children aged 6 years and above.,no,treatment of lambert-eaton myasthenic syndrome (lems) in adults and children aged 6 years and above.,<lambert-eaton myasthenic syndrome>,orspec pharma pty ltd,orspec,352630,amifampridine,yes,yes,tablet,pm-2021-00020-1-1,
intravenous,,,authorised,TGA,approved,23.07.2013,2013,"endocrine, nutritional, and metabolic diseases",not reported,auspar-amino-acids-131002.pdf,peptides and proteins,"periolimel n4-600e, olimel n5-860e, olimel n7-960, olimel n7-960e, olimel n9-840, olimel n9-840e","parenteral nutrition for adults when oral or enteral nutrition is impossible, insufficient or contraindicated.",no,"parenteral nutrition for adults and children above 2 years of age when oral or enteral nutrition is impossible, insufficient or contraindicated.",not reported,baxter healthcare pty ltd,baxter,"197416, 197417, 197418, 197419, 197420, 197421","amino acids, lipids and glucose",yes,no,emulsion,pm-2012-00805-3-1,
oral,,,authorised,TGA,approved,31.10.2013,2013,neoplasms; diseases of the nervous system,<malignant glioma>,auspar-aminolevulinic-acid-140303.pdf,small molecule,gliolan,"visualisation of malignant tissue during surgery for malignant gliomas that are glioblastoma multiforme (gbm) on preoperative imaging, and who are intended for resection of the tumour.",no,"visualisation of malignant tissue during surgery for malignant gliomas that are glioblastoma multiforme (gbm), and intended for gross macroscopic resection of all visible tumour.",<glioblastoma>,specialised therapeutics australia pty ltd,specialised therapeutics,202549,aminolevulinic acid hcl,no,yes,powder,pm-2012-03095-1-2,na
subcutaneous,31.10.2023,2023,authorised,TGA,approved,18.06.2024,2024,"endocrine, nutritional, and metabolic diseases; diseases of the nervous system",<transthyretin amyloidosis>,auspar-amvuttra-240912.pdf,small molecule,amvuttra,treatment of hereditary transthyretin-mediated amyloidosis (hattr amyloidosis) in adult patients with stage 1 or stage 2 polyneuropathy,no,treatment of hereditary transthyretin-mediated amyloidosis (hattr amyloidosis) in adult patients with stage 1 or stage 2 polyneuropathy,<transthyretin amyloidosis>,medison pharma australia pty ltd,medison,422290,vutrisiran,no,yes,solution,pm-2023-04200-1-1,na
oral,,,na,TGA,rejected,12.02.2011,2011,diseases of the blood and blood-forming organs,not reported,auspar-anagrelide-hydrochloride-120507.pdf,small molecule,thromboreductin,na,no,treatment of essential thrombocythaemia in patients with high or intermediate risk of thrombosis or bleeding,"<thrombocythemia, essential>",orphan australia pty ltd,orphan,,anagrelide hydrochloride,no,yes,capsule,,na
subcutaneous,,,authorised,TGA,approved,13.03.2015,2015,diseases of the musculoskeletal system and connective tissue,<systemic juvenile idiopathic arthritis>,auspar-anakinra-151030.pdf,biologics,kineret,for the treatment of active systemic juvenile idiopathic arthritis (sjia) in patients 2 years and above who have failed to respond adequately to non-biological dmards.,yes,for the treatment of active systemic juvenile idiopathic arthritis (sjia) in patients 2 years and above who have failed to respond adequately to non-biological dmards.,<systemic juvenile idiopathic arthritis>,a menarini australia pty ltd,menarini,82872,anakinra,yes,yes,solution,pm-2013-04579-1-3,
subcutaneous,02.01.2024,2024,authorised (under additional monitoring),TGA,approved,09.01.2025,2025,diseases of the blood and blood-forming organs,"<angioedema, hereditary>",auspar-andembry-250612.pdf,biologics,andembry,routine prevention of recurrent hereditary angioedema (hae) attacks in patients aged 12 years and older with c1-inh hae (c1-esterase inhibitor deficiency or dysfunction),no,routine prevention of recurrent hereditary angioedema (hae) attacks in patients aged 12 years and older with c1-inh hae (c1-esterase inhibitor deficiency or dysfunction),"<angioedema, hereditary>",csl behring (australia) pty ltd,csl behring,428253; 443611,garadacimab,no,yes,solution,pm-2023-05358-1-2,na
intravenous,31.05.2022,2022,authorised,TGA,approved,27.06.2023,2023,diseases of the blood and blood-forming organs,not reported,auspar-andexxa-231204.pdf,biologics,andexxa,for adult patients treated with a direct factor xa (fxa) inhibitor (apixaban or rivaroxaban) when reversal of anticoagulation is needed due to life-threatening or uncontrolled bleeding.,no,for adult patients treated with a direct factor xa (fxa) inhibitor (apixaban or rivaroxaban) when reversal of anticoagulation is needed due to life-threatening or uncontrolled bleeding.,not reported,astrazeneca pty ltd,astrazeneca,388713,andexanet alfa,no,no,powder,pm-2022-01981-1-3,na
oral,07.03.2018,2018,authorised (under additional monitoring),TGA,approved,04.07.2018,2018,neoplasms,<prostatic neoplasms>,auspar-apalutamide-190325.pdf,small molecule,erlyand / janssen apalutamide,"treatment of patients with non-metastatic, castration-resistant prostate cancer",no,"treatment of patients with non-metastatic, castration-resistant prostate cancer",<prostatic neoplasms>,janssen-cilag pty ltd,janssen-cilag,299792 and 299791,apalutamide,no,no,tablet,pm-2018-00489-1-4,na
oral,,,authorised,TGA,approved,29.04.2013,2013,diseases of the circulatory system,<stroke>,auspar-apixaban-130621.pdf,small molecule,eliquis,prevention of stroke and systemic embolism in patients with non-valvular atrial fibrillation and at least one additional risk factor for stroke.,yes,"reduce the risk of stroke, systemic embolism, and death in patients with non-valvular atrial fibrillation with at least one additional risk factor for stroke.",<stroke>,bristol-myers squibb australia pty ltd,bristol-myers squibb,172244 (2.5 mg) and 193474 (5 mg),apixaban,no,no,tablet,pm-2011-03165-3-3,na
oral,,,authorised,TGA,approved,15.05.2015,2015,diseases of the circulatory system,<thrombosis>; <pulmonary embolism>,auspar-apixaban-151111.pdf,small molecule,eliquis,treatment and prevention of deep vein thrombosis (dvt) and pulmonary embolism (pe),yes,treatment and prevention of deep vein thrombosis (dvt) and pulmonary embolism (pe),<thrombosis>; <pulmonary embolism>,bristol-myers squibb australia pty ltd,bristol-myers squibb,193474 (5 mg) and 172244 (2.5 mg),apixaban,no,no,tablet,pm-2014-00349-1-3,na
oral,,,authorised,TGA,approved,12.03.2015,2015,diseases of the musculoskeletal system and connective tissue; diseases of the skin,"<arthritis, psoriatic>; <psoriasis>",auspar-apremilast-151022.pdf,small molecule,otezla,the treatment of signs and symptoms of active psoriatic arthritis in adult patients; the treatment of adult patients with moderate to severe plaque psoriasis who are candidates for phototherapy or systemic therapy.,no,the treatment of signs and symptoms of active psoriatic arthritis in adult patients; the treatment of adult patients with moderate to severe plaque psoriasis who are candidates for phototherapy or systemic therapy.,<psoriatic arthritis>; <psoriasis>,celgene pty ltd,celgene,220423,apremilast,no,no,tablet,pm-2013-04920-1-3,na
oral,,,authorised,TGA,approved,25.05.2012,2012,neoplasms,<neoplasms>,auspar-aprepitant-121112.pdf,small molecule,emend,"prevention of acute and delayed nausea and vomiting associated with highly and moderately emetogenic cancer chemotherapy, and prevention of postoperative nausea and vomiting.",yes,"prevention of acute and delayed nausea and vomiting associated with highly and moderately emetogenic cancer chemotherapy, and prevention of postoperative nausea and vomiting.",<neoplasms>,merck sharp & dohme (australia) pty limited,merck sharp & dohme,182320,aprepitant,yes,no,capsule,pm-2011-00237-3-4,
