 Origin,Document_name,Marketing_authorisation_number,EMA_product_number,Drug_name,Non_proprietary_name,Marketing_authorisation_holder,Drug_class,Pharmaceutical_form,Administration_route,Decision,Current_status,Decision_date,Orphan_drug_status,Indication_extended,Indication_requested,Indication_approved,Disease_class(es),Application_date,Decisions_number,Nonclinical_abridged,Referral_body,Referral,Nonclinical_pharmacology_invitro,Nonclinical_pharmacology_species,Nonclinical_pharmacology_strain,Nonclinical_pharmacology_model,Nonclinical_pharmacology_sex,Nonclinical_pharmacology_outcomes,Nonclinical_pharmacology_adverse_findings,Nonclinical_pharmacokinetics_species,Nonclinical_pharmacokinetics_strain,Nonclinical_pharmacokinetics_model,Nonclinical_pharmacokinetics_sex,Nonclinical_pharmacokinetics_findings,Nonclinical_pharmacokinetics_outcomes,Nonclinical_toxicology_species,Nonclinical_toxicology_strain,Nonclinical_toxicology_model,Nonclinical_toxicology_sex,Nonclinical_toxicology_outcomes,Nonclinical_toxicology_outcomes,Nonclinical_toxicology_adverse_events,Sex_reported_allgemein,Sex,Comment,
Swissmedic,swisspar_final.pdf,"67244 (vial), 67245 (pre-filled syringe)",NA,Beovu,brolucizumabum,Novartis Pharma Schweiz AG,Biologics,"solution for injection in pre-filled syringe, solution for injection in a vial",intravitreal,approved,authorised,16.01.2020,no ,no,neovascular (wet) age-related macular degeneration (AMD),Same,Diseases of the eye and adnexa,25.02.2019,2,no,NA,NA,yes,"rat, mouse, cat, dog, pig, rabbit, monkey",cynomolgus monkey,Not reported,not reported,"Binding to vascular endothelial growth factor A (VEGF A), nhibit the binding of VEGF-A to its receptors, inhibition of cell proliferation and migration",Not reported,"rabbit, monkey",cynomolgus monkey,Not reported ,not reported,Not reported,"bioavailability, tissue distribution, metabolism, excretion","rabbit, monkey",cynomolgus monkey,Not reported ,not reported,"???, single dose toxicity, immunogenicity","single-dose toxicity studies, tolerability study, indirect ophthalmoscopic examinations, intraocular pressure measurements, electroretinogram analysis, toxicokinetic analysis of the serum and vitreous or anti-drug antibody analysis of the serum and vitreous, immunogenic potential, ","minimal inflammation at injection site, ",No,NA,,
Swissmedic,SwissPAR – Opdualag.pdf,68609,NA,Opdualag,"relatlimab, nivolumab",Bristol-Myers Squibb SA,Biologics,concentrate for solution for infusion,intravenous,approved,authorised,23.12.2022,no ,no,unresectable or metastatic melanoma in adults and pediatric patients,unresectable or metastatic melanoma in adults,"Neoplasms, Diseases of the skin",17.08.2021,2,no,NA,NA,yes,"mouse, monkey",cynomolgus monkey,murine tumour models,not reported,"Receptor inhibition, tumour growth inhibition, number of tumour free animals, survival, body weight, repeat-dose toxicity studies, ts on cardiovascular function, respiratory function, central nervous system (CNS) function",Not reported,monkey,cynomolgus monkey,Not reported,both,"Serum exposure increased approximately proportionally to dose and was comparable in male and female animals, half-life (t½) was greater than 200 hours after a single dose and increased to 490 hours after repeated dosing, Clearance was low, low volume of distribution, ","bioavailability, tissue distribution, metabolism",monkey,cynomolgus monkey,pregnancy models,both,"???, repeat dose toxicity, reproduction toxicity, immunogenicity","repeat-dose toxicity studies, reproductive toxicity, central nervous system, protein levels, complement factor levels, pregnancy toxicity, ","moribundity, CNS vasculitis",No,NA,,
Swissmedic,SwissPAR Aklief.pdf,67632,NA,Aklief,trifarotene,Galderma SA,Small molecule,cream,cutaneous,approved,authorised,16.12.2020,no ,no,"Acne Vulgaris in patients 9 years of age and older, when many comedones, papules and pustules are present","acne vulgaris in patients aged 12 and over, if more than half the surface is affected, in the presence of numerous comedones, papules and pustules",Diseases of the skin,01.06.2019,2,no,NA,NA,yes,mouse,not reported,"rhino mouse model, murine ear oedema model ",not reported,"comedolytic activity, epidermal thickness, transdermal water loss, anti-pigmenting activity, anti-inflammatory activity",acute irritation,"rat, dog, minipig, mouse, rabbit",not reported,Not reported ,both,"No preferential blood cell binding or accumulation in pigmented tissues or in brain, wide distribution, placental crossing, found in milk, Exposure was 3.3 to 5.6-fold higher in female rat compared to males for all routes, no preferential blood cell binding or accumulation in pigmented tissues or in brain, plasma protein binding was ≥ 99.7% in all animal species and humans, ","absorption, bioavailability, tissue distribution, metabolism, excretion","mouse, minipig, rat, dog",not reported,Not reported,both,"???, genotoxicity, carcinogenicity","ADME profile, bone effects, nephrotoxicity, skin toxicity, gastral toxicity, testicular effects, systemic effects, genotoxicity test, carcinogenicity studies, embryo-foetal development studies, dose range finding study","Adverse bone effects, kidney mineralisation, adverse findings in the skin, stomach and bones,  embryotoxic (post-implantation losses), teratogenic (multiple external, visceral and skeletal malformations), and caused skeletal variations (e.g. retarded ossification or increased ossification, incomplete rib formation), embryofoetal toxicity, ",Yes,Both,,
Swissmedic,SwissPAR Altuvoct.pdf,69436,NA,Altuvoct,efanesoctocog alfa,Swedish Orphan Biovitrum AG,Peptides and proteins,"solvent for solution for injection, powder for solution for injection",intravenous,approved,authorised,02.09.2024,yes,no,treatment and prophylaxis of bleeding in patients in all age groups with haemophilia A,Same,"Diseases of the blood and blood-forming organs, Congenital malformations and chomosomal abnormalities",16.06.2023,2,yes,FDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Swissmedic,SwissPAR Aquipta.pdf,69128,NA,Aquipta,atogepant,AbbVie AG,Small molecule,tablet,oral,approved,authorised,06.03.2024,no ,no,preventive treatment of migraine,Same,Diseases of the nervous system,16.09.2022,2,yes,"EMA, FDA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Swissmedic,SwissPAR Awiqli.pdf,69389,NA,Awiqli FlexTouch,insulin icodec,Novo Nordisk Pharma AG,Peptides and proteins,solution for injection in pre-filled syringe,subcutaneous,approved,authorised,07.03.2024,no ,no,diabetes mellitus in adults,Same,"""Endocrine, nutritional, and metabolic diseases""",14.04.2023,2,no,NA,NA,yes,"rat, dog, pig",not reported,Zucker Diabetic Fatty rat,not reported,"HbA1c levels, glucodynamic potency, effects on cardiovascular, central nervous, or respiratory systems",Not reported,"rat, dog, rabbit, pig",not reported,Not reported ,both,"formation of anti-drug antibody (ADA), no sex-related differences in exposure, wide distribution except from the eye lens, Tissues with highest observed exposure levels were tooth pulp, kidney cortex, bile duct compartment, and blood, Lowest exposure levels were seen in brain and spinal cord, urine and bile/faeces were involved in the excretion, the main plasma metabolites are products from disulphide bond reduction and proteolytic cleavage","bioavailability, tissue distribution, metabolism, excretion","rat, dog, rabbit, pig, minipig","Göttingen minipig, Sprague Dawley rat, LYD pig",Not reported,both,"repeat dose toxicity, genotoxicity, carcinogenicity, reproduction toxicity, developmental toxicity,  local tolerance, immunogenicity","repeated-dose, reproductive toxicity, local tolerance studies, carcinogenicity assessment, genotoxicity, mitogenic potential, fertility, embryofetal development, local reactions","Hypoglycaemia, increased appetite, body weight gain, decreased liver weight, clinical chemistry parameters, decreased liver weight, effects on peripheral nervous system (axonal degeneration in sciatic and/or tibial nerve) and muscle (myofibre degeneration), effects on pups (clinical signs, increased mortality, decreased weight gain), erythema, swelling",Yes,Both,,
Swissmedic,SwissPar Ayvakyt.pdf,68294,NA,Ayvakyt,avapritinib,Blueprint Medicines (Switzerland),Biologics,tablet,oral,approved,authorised,06.06.2023,yes,no,"Gastrointestinal Stromal Tumour (GIST), Advanced Systemic Mastocytosis (AdvSM)",Same,"Neoplasms, Diseases of the blood and blood-forming organs, Diseases of the digestive system",18.11.2021,2,yes,FDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Swissmedic,SwissPAR Besremi.pdf,67488,NA,Besremi,ropeginterferon alfa-2b,OrPha Swiss GmbH,Peptides and proteins,solution for injection in pre-filled pen,subcutaneous,approved,authorised,01.07.2020,yes,no,polycythaemia vera without symptomatic splenomegaly,polycythaemia vera without symptomatic splenomegaly and with an indication for cytoreductive therapy,"Neoplasms, Diseases of the blood and blood-forming organs",22.03.2019,3,yes,EMA,EMA/CHMP/725151/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Swissmedic,SwissPAR Camzyos mit FI.pdf,68477,NA,Camzyos,mavacamten,Bristol-Myers Squibb SA,Small molecule,hard capsules,oral,approved,authorised,25.04.2023,yes,no,"symptomatic (NYHA, class II-III) obstructive hypertrophic cardiomyopathy (oHCM)",Same,Diseases of the circulatory system,18.10.2021,2,no,NA,NA,yes,"rat, mouse, dog",not reported,Not reported,not reported,"fractional shortening (FS), end-diastolic volumes (EDV), mean systemic blood pressure, end-diastolic pressure, ventricular pressure, stroke volume, ft ventricular ejection fraction (LVEF), systemic haemodynamic, systolic function, preload, overall myocardial power, elastance at end-diastole, cardiac contractility, effects on cardiovascular, respiratory, and central nervous system (CNS), ","mild/moderate tachykardia, decreased LVEF, elastance at end-diastole, reductions in systolic and pulse arterial systemic pressures, transient increase in respiratory rate, reduction of tidal volume","mouse, rat, dog, monkey","Long Evans rat, Sprague Dawley rat",Not reported,both,"rapid distribution and a slow clearance phase, moderate distribution into liver and kidney, highest peak concentrations were seen in myocardium, diaphragm, liver, salivary gland, skeletal muscle, and oesophagus, No sex difference was noted, no obvious trend of accumulation, CYP2C19, CYP3A4/5, and CYP2C9 contributed largely to the hepatic metabolism, metabolically stable in liver microsomes, excretion in faeces (rat), excretion in urine (humans)","bioavailability, tissue distribution, metabolism, excretion","mouse, rat, rabbit, dog",not reported,Not reported ,both,"???, repeat dose toxicity, reproduction toxicity, developmental toxicity","repeat-dose toxicity studies, systemic toxicity, cardiotoxicity, effects on lung, liver, spleen, heart weight, secondary effects due to cardiac hypertrophy and heart failure,  heart rate, ekg, fertility, embryo-fetal development, ","potential risk in the therapeutic dose range, cardiac dysfunction, decreased cardiac contractility, heart failure, increase in heart weight, myocardial degeneration, osseous metaplasia of cardiac muscles, cardiac dilatation, slightly prolonged QT and QTc, ",Yes,Both,"Pharmacology strain: pigmented Long Evans rat, non-pigmented Sprague Dawley rat",
Swissmedic,SwissPAR Columvi mit FI.pdf,68297,NA,Columvi,glofitamab,Roche Pharma (Schweiz) AG,Biologics,concentrate for solution for infusion,intravenous,temporary authorisation,authorised,07.11.2023,yes,no,large B-cell lymphoma,Same,"Neoplasms, Diseases of the blood and blood-forming organs",01.12.2022,2,no,NA,NA,yes,"mouse, monkey",cynomolgus monkey,"HSC-NOG mouse, tumour-bearing mouse ",not reported,"Tumor volume, EKG, cardiovascular events, cytokine release, cardiovascular effects, neurological effects, respiratory effects","increase in heart rate, cytokine release, body temperature increase",monkey,cynomolgus monkey,Not reported,not reported,"clearance in monkey was very high, resulting in a short t1/2, volume of distribution was in range of the plasma volume in monkey, no gender-related differences in PK parameters","bioavailability, tissue distribution, metabolism",monkey,cynomolgus monkey,Not reported ,not reported,"???, repeat dose toxicity, thrombogenicity","Repeated-dose toxicity studies, B cell depletion, T-cell activation, cytokine release, B-cell depletion, cytokine release, gastrointestinal toxicity, inflammatory response, blood-cell count, coagulation, ","CRS syndrome, decreased blood pressure, glofitamab-induced B cell depletion, T-cell activation, cytokine release, epithelial cell degeneration, necrosis, neutropenia, activation of coagulation, ",Yes,Both,,
Swissmedic,2024-09-26_final_SwissPAR_Tecartus_rrALL_FI engl.pdf,67884,NA,Tecartus®,brexucaptagene autoleucel,Gilead Sciences Switzerland Sàrl,Biologics,dispersion for infusion,"autologous, intravenous",approved,authorised,25.08.2021,yes,no,adult patients with relapsed or refractory mantle cell lymphoma (MCL),adult patients with relapsed or refractory mantle cell lymphoma (MCL) after 2 or more lines of systemic therapy including a Bruton’s tyrosine kinase (BTK) inhibitor,"Neoplasms, Diseases of the blood and blood-forming organs",20.07.2020,2,no,NA,NA,yes,mouse,not reported,"syngeneic mouse model, syngeneic lymphoma mouse model",not reported,"Cell proliferation, cytotoxicity against CD19-positive cells, viability, cytokine release (TNFalpa, IFNalpha, IL-2)",Not reported,mouse,not reported,Not reported,not reported,"anti-murine CD19 CAR T cells remained in the spleen up to 1-week post-administration, No CAR T cells were detected at Day 63 following injection",no ADME studies,mouse,not reported,Syngeneic mouse model,not reported,???,"on-target/off-tumour investigations in the syngeneic mouse model, integration studies to investigate integration diversity and vector integration sites (VIS), proof-of-concept experiment","B-cell aplasia (persisting), no overt toxicity, non-random, evenly distributed integration of the vector",No,NA,,
Swissmedic,2024-10-08_SwissPAR_Tegsedi_Art13_final_FI engl.pdf,67451,NA,TEGSEDI®,inotersen,"SFL Pharma GmbH (now Swedish Orphan Biovitrum AG, Basel)",Other,solution for injection in pre-filled syringe,subcutaneous,approved,withdrawn,31.05.2021,yes,no,stage 1 or stage 2 polyneuropathy in adult patients with hereditary transthyretin amyloidosis (hATTR),Same,"""Endocrine, nutritional, and metabolic diseases"", Diseases of the nervous system, Congenital malformations and chomosomal abnormalities",27.07.2019,2,yes,EMA,EMA/381704/2018,NA,NA,NA,NA,not reported,NA,NA,NA,NA,NA,not reported,NA,NA,NA,NA,NA,not reported,NA,NA,NA,NA,NA,Drug class: oligonucleotide,
Swissmedic,Assessment_Report_SwissPAR_Blenrep_final mit FI.pdf,67741,NA,Blenrep,belantamab mafodotin,GlaxoSmithKline AG,Biologics,powder for concentrate for solution for infusion,intravenous,temporary authorisation,withdrawn,20.06.2022,yes,no,"relapsed/refractory multiple myeloma who have received at least four prior therapies including an anti-CD38 antibody, a proteasome inhibitor, and an immunomodulatory agent","monotherapy for the treatment of multiple myeloma in adult patients who have already received at least four prior therapy lines and whose disease is refractory to at least one proteasome inhibitor, one immunomodulatory agent and an anti-CD38 monoclonal antibody, and who demonstrated disease progression during the most recent therapy","Neoplasms, Diseases of the skin",08.03.2021,2,no,NA,NA,yes,"mouse, monkey",cynomolgus monkey,"xenograft models, immune-competent syngeneic mouse model",not reported,"Tumor regression, T-cell reaction, CD8+ T-cells, reductions in BCMA-positive plasma cells, reduction in IgE levels, modest reduction (<25%) in IgG, IgA, and IgM levels, ",delayed increase of pro-inflammatory cytokines,"mouse, rat, monkey",not reported,Not reported ,not reported,"fluorescently-labelled belantamab mafodotin or belantamab, the fluorescence was associated with connective tissue in the eye and eyelids, muscle in the eyelids, extra-orbital lacrimal and harderian glands, kidneys and liver, but was not observed in the cornea or glands in the eyelids, cys-mcMMAF was detected at very low levels in liver, bone marrow, kidney, harderian gland and extra-orbital lacrimal gland, with no detection in cornea, eyelid or whole eye, the linear isomer of cys-mcMMAF was predominately chemically hydrolysed and dehydrated to the cyclised isomer of cys-mcMMAF, with very low Phase I/II metabolism, excreted in faeces (83%, mainly cyclised form) and urine (13%, mainly linear form), stable in plasma for 3 days, ","absorption, bioavailability, tissue distribution, metabolism, excretion","rat, monkey",cynomolgus monkey,Not reported,both,"???, repeat dose toxicity, reproduction toxicity, immunogenicity, genotoxicity","repeat-dose toxicity studies, target organs for the cytotoxic drug conjugate, cys-mcMMAF, were the kidney, lung, liver, haematopoietic system, male and female reproductive organs, and the eye, rat bone marrow micronucleus assay, effects on reproductive organs (both sexes), genotoxicity, placental crossing","immunosuppression, may impair fertility in females and males of reproductive potential, risk of heritable changes via genotoxicity in germ cells",Yes,Both,,
EMA,abasria-epar-public-assessment-report_en.pdf ,EMA/CHMP/340840/2014,EMEA/H/C/002835,Abasaglar (previously Abasria),insulin glargine,Eli Lilly Nederland B.V.,Peptides and proteins,solution for injection,subcutaneous,approved,authorised,26.06.2014,no ,no,adults and children over the age of two for the treatment of diabetes,Same,"""Endocrine, nutritional, and metabolic diseases""",03.06.2013,1,yes,EMA,Lantus,yes,NA,NA,NA,NA,NA,NA ,NA,NA,NA,NA,NA,NA,NA,not reported,Not reported,female,"repeat dose toxicity,  local tolerance","repeat dose toxicity, local tolerance","mortality, clinical signs indicative of severe hypoglycaemia, duration of hypoglycaemia was dose-related, increase in body weight, increase in body weight gain, increase in food consumption, Effects on the central and peripheral nervous system, Increased deep dermal adipose tissue in skin/subcutis, lipohypertrophy, islet cell atrophy,  reduction in insulin production, no clinical or histological signs of injection site reactions, Increased fat was observed in the skin, subcutis and at the injection sites",No,NA,"Biosimilar, Pharmacology: Insulinanalogon, Studien nur zu Biosimilarität und in vitro",
