Administration_route,Application_date,Application_year,Current_status,Dataset,Decision,Decision_date,Decision_year,Disease_class(es),Document_name,Drug_class,Drug_name,Indication_approved,Indication_approved_extracted,Indication_extended,Indication_requested,Indication_requested_extracted,Marketing_authorisation_holder,Marketing_authorisation_holder_extracted,Marketing_authorisation_number,Non_proprietary_name,Nonclinical_abridged,Orphan_drug_status,Pharmaceutical_form,Procedure_number,Referral_body,Agency
oral,05.12.2013,2013,authorised,japan,approved,28.02.2014,2014,infectious and parasitic diseases,000209096.pdf,small molecule,tivicay,hiv infectious disease,<acquired immunodeficiency syndrome>,no,hiv infectious disease,<acquired immunodeficiency syndrome>,viiv healthcare k.k.,viiv,,dolutegravir sodium,no,yes,tablet,,na,PMDA
intravenous,24.12.2013,2013,authorised,japan,approved,26.06.2014,2014,neoplasms,000209430.pdf,biologics,opdivo,treatment of unresectable malignant melanoma,<melanoma>,no,malignant melanoma,<melanoma>,"ono pharmaceutical co., ltd.",ono,,nivolumab,no,yes,injection,,na,PMDA
oral,25.12.2013,2013,authorised,japan,approved,29.10.2014,2014,"endocrine, nutritional, and metabolic diseases",000209718.pdf,small molecule,orfadin,tyrosinemia type i,<tyrosinemias>,no,tyrosinemia type i,"<tyrosinemia, type i>",astellas pharma inc.,astellas,,nitisinone,no,,capsule,,na,PMDA
intravenous,26.12.2013,2013,authorised,japan,approved,01.08.2014,2014,diseases of the blood and blood-forming organs; diseases of the genitourinary system; neoplasms,000209810.pdf,biologics,rituxan,cd20-positive b-cell non-hodgkin’s lymphoma; cd20-positive b-cell lymphoproliferative disorder associated with immunosuppression; wegener’s granulomatosis and microscopic polyangiitis; refractory nephrotic syndrome (frequently relapsing or steroid-dependent); premedication for indium (111in) ibritumomab tiuxetan (genetical recombination) injection and yttrium (90y) ibritumomab tiuxetan (genetical recombination) injection,<non-hodgkin lymphoma>; <lymphoproliferative disorders>; <granulomatosis with polyangiitis>; <microscopic polyangiitis>; <nephrotic syndrome>,yes,refractory nephrotic syndrome (frequently relapsing or steroid-dependent),<nephrotic syndrome>,"zenyaku kogyo co., ltd.",zenyaku kogyo,,rituximab,yes,yes,injection,,,PMDA
oral,21.10.2013,2013,authorised,japan,approved,26.05.2014,2014,diseases of the respiratory system,000209869.pdf,small molecule,rapalimus,lymphangioleiomyomatosis,<lymphangioleiomyomatosis>,no,lymphangioleiomyomatosis,<lymphangioleiomyomatosis>,"nobelpharma co., ltd.",nobel,,sirolimus,yes,yes,tablet,,,PMDA
subcutaneous,20.02.2013,2013,authorised,japan,approved,26.06.2014,2014,infectious and parasitic diseases,000210040.pdf,vaccine,squarekids,"prevention of pertussis, diphtheria, tetanus, and acute poliomyelitis",<pertussis>; <diphtheria>; <tetanus>; <poliomyelitis>,no,"prevention of pertussis, diphtheria, tetanus, and acute poliomyelitis",<pertussis>; <diphtheria>; <tetanus>; <poliomyelitis>,"kitasato daiichi sankyo vaccine co., ltd.",kitasato daiichi sankyo,,adsorbed diphtheria-purified pertussis-tetanus-inactivated polio (salk vaccine) combined vaccine,no,no,injection,,na,PMDA
subcutaneous,24.12.2013,2013,authorised,japan,approved,10.10.2014,2014,"endocrine, nutritional, and metabolic diseases",000210092.pdf,peptides and proteins,insulin glargine bs,treatment of diabetes mellitus where treatment with insulin is required,<diabetes mellitus>,no,treatment of diabetes mellitus where treatment with insulin is required,<diabetes mellitus>,eli lilly japan k.k.,eli lilly,,insulin glargine,no,no,solution,,na,PMDA
oral,15.03.2013,2013,authorised,japan,approved,24.01.2014,2014,"endocrine, nutritional, and metabolic diseases",000210230.pdf,small molecule,forxiga,type 2 diabetes mellitus,<type 2 diabetes mellitus>,no,type 2 diabetes mellitus,<type 2 diabetes mellitus>,bristol-myers k.k.,bristol-myers,,dapagliflozin,no,no,tablet,,na,PMDA
oral,26.06.2014,2014,authorised,japan,approved,21.01.2015,2015,"neoplasms; endocrine, nutritional, and metabolic diseases",000210264.pdf,small molecule,lenvima,unresectable thyroid cancer,<thyroid neoplasms>,no,thyroid cancer,<thyroid neoplasms>,"eisai co., ltd.",eisai,,lenvatinib mesilate,no,yes,capsule,,na,PMDA
oral,30.03.2011,2011,authorised,japan,approved,03.02.2014,2014,infectious and parasitic diseases,000210319.pdf,small molecule,avigan,treatment of novel or re-emerging pandemic influenza virus infections (limited to cases in which other influenza antiviral drugs are ineffective or not sufficiently effective),<influenza>,no,influenza a or b virus infection,<influenza>,"toyama chemical co., ltd.",toyama,,favipiravir,no,no,tablet,,na,PMDA
oral,30.11.2012,2012,authorised,japan,approved,18.11.2013,2013,neoplasms; diseases of the respiratory system,000210320.pdf,small molecule,giotrif,egfr mutation-positive inoperable or recurrent non-small cell lung cancer,<non-small cell lung carcinoma>,no,egfr mutation-positive inoperable or recurrent non-small cell lung cancer,<non-small cell lung carcinoma>,"nippon boehringer ingelheim co., ltd.",boehringer ingelheim,,afatinib maleate,no,no,tablet,,na,PMDA
oral,27.06.2014,2014,authorised,japan,approved,05.03.2015,2015,infectious and parasitic diseases,000210796.pdf,small molecule,sovaldi,suppression of viremia in serogroup 2 (genotype 2) chronic hepatitis c patients with or without compensated cirrhosis,<chronic hepatitis c>; <liver cirrhosis>,no,suppression of viremia in serogroup 2 (genotype 2) chronic hepatitis c patients with or without compensated cirrhosis,<chronic hepatitis c>; <liver cirrhosis>,gilead sciences k.k.,gilead,,sofosbuvir,no,no,tablet,,na,PMDA
oral,18.09.2014,2014,authorised,japan,approved,05.03.2015,2015,infectious and parasitic diseases,000210800.pdf,small molecule,copegus,suppression of viremia in chronic hepatitis c patients with or without compensated cirrhosis in combination with peginterferon alfa-2a or sofosbuvir,<chronic hepatitis c>; <liver cirrhosis>,yes,suppression of viremia in chronic hepatitis c patients,<chronic hepatitis c>,"chugai pharmaceutical co., ltd.",chugai,,ribavirin,yes,no,tablet,,,PMDA
cutaneous,23.10.2012,2012,authorised,japan,approved,30.04.2014,2014,infectious and parasitic diseases; diseases of the skin,000211073.pdf,small molecule,clenafin,tinea unguium,<tinea unguium>,no,onychomycosis,<onychomycosis>,"kaken pharmaceutical co., ltd.",kaken,,efinaconazole,no,no,solution,,na,PMDA
oral,25.10.2013,2013,authorised,japan,approved,21.11.2014,2014,diseases of the digestive system,000211074.pdf,small molecule,nopicor,alleviation of pruritus in patients with chronic hepatic disease (only when the patient’s response to conventional treatments is inadequate),<pruritus>,yes,alleviation of pruritus in patients with chronic hepatic disease (only when the patient’s response to conventional treatments is inadequate),<pruritus>; <liver diseases>,"toray medical co., ltd.",toray,,nalfurafine hydrochloride,no,no,capsule,,na,PMDA
oral,28.02.2014,2014,authorised,japan,approved,21.11.2014,2014,diseases of the digestive system; neoplasms; diseases of the blood and blood-forming organs; infectious and parasitic diseases,000211075.pdf,small molecule,takecab,"treatment of gastric ulcer, duodenal ulcer, or reflux esophagitis; prevention of recurrent gastric or duodenal ulcer associated with low-dose aspirin administration; and prevention of recurrent gastric or duodenal ulcer associated with non-steroidal anti-inflammatory drug administration; adjunct therapy to helicobacter pylori eradication in gastric or duodenal ulcer, gastric mucosa-associated lymphatic tissue (malt) lymphoma, idiopathic thrombocytopenic purpura, the stomach after endoscopic resection of early stage gastric cancer, or helicobacter pylori gastritis",<gastric ulcer>; <duodenal ulcer>; <reflux esophagitis>; <gastric mucosa-associated lymphoid tissue lymphoma>; <idiopathic thrombocytopenic purpura>; <gastric cancer>; <helicobacter pylori gastritis>,no,"treatment of gastric ulcer, duodenal ulcer, or reflux esophagitis; prevention of recurrent gastric or duodenal ulcer associated with low-dose aspirin administration; and prevention of recurrent gastric or duodenal ulcer associated with non-steroidal anti-inflammatory drug administration; adjunct therapy to helicobacter pylori eradication in gastric or duodenal ulcer, gastric mucosa-associated lymphatic tissue (malt) lymphoma, idiopathic thrombocytopenic purpura, the stomach after endoscopic resection of early stage gastric cancer, or helicobacter pylori gastritis",<gastric ulcer>; <duodenal ulcer>; <reflux esophagitis>; <gastric mucosa-associated lymphoid tissue lymphoma>; <idiopathic thrombocytopenic purpura>; <gastric cancer>; <helicobacter pylori gastritis>,takeda pharmaceutical company limited,takeda,,vonoprazan fumarate,no,no,tablet,,na,PMDA
inhalation,29.01.2010,2010,authorised,japan,approved,29.07.2010,2010,infectious and parasitic diseases,000211260.pdf,small molecule,inavir,treatment of influenza a or b virus infection,<influenza>,no,treatment of influenza a or b virus infection,<influenza>,"daiichi sankyo company, limited",daiichi sankyo,,laninamivir octanoate hydrate,no,no,powder,,na,PMDA
inhalation,15.11.2012,2012,authorised,japan,approved,18.11.2013,2013,infectious and parasitic diseases,000211431.pdf,small molecule,inavir,treatment and prophylaxis of influenza a or b virus infection,<influenza>,yes,treatment and prophylaxis of influenza a or b virus infection,<influenza>,"daiichi sankyo company, limited",daiichi sankyo,,laninamivir octanoate hydrate,yes,no,powder,,,PMDA
intravenous,29.10.2014,2014,authorised,japan,approved,05.06.2015,2015,diseases of the nervous system,000212453.pdf,small molecule,radicut,"improvement of neurological symptoms, disability in activities of daily living, and functional impairment associated with acute ischemic stroke; slowing of progression of functional impairment in patients with amyotrophic lateral sclerosis (als)",<stroke; amyotrophic lateral sclerosis>,yes,"improvement of neurological symptoms, disability in activities of daily living, and functional impairment associated with acute ischemic stroke; treatment of amyotrophic lateral sclerosis (als)","<stroke, ischemic>; <amyotrophic lateral sclerosis>",mitsubishi tanabe pharma corporation,mitsubishi tanabe,,edaravone,yes,yes,injection,,,PMDA
oral,26.09.2014,2014,authorised,japan,approved,28.05.2015,2015,neoplasms; diseases of the blood and blood-forming organs,000212785.pdf,small molecule,farydak,relapsed or refractory multiple myeloma,<multiple myeloma>,no,relapsed or refractory multiple myeloma,<multiple myeloma>,novartis pharma k.k.,novartis,,panobinostat,no,yes,capsule,,na,PMDA
sublingual,24.04.2014,2014,authorised,japan,approved,21.01.2015,2015,diseases of the respiratory system,000213143.pdf,other,actair,desensitization therapy for house dust mite antigen-induced allergic rhinitis,"<rhinitis, allergic, perennial>",no,house dust mite antigen-induced allergic rhinitis,<allergic rhinitis>,"shionogi & co., ltd.",shionogi,,none,yes,no,tablet,,,PMDA
intravenous,29.08.2014,2014,authorised,japan,approved,05.03.2015,2015,diseases of the blood and blood-forming organs,000213204.pdf,peptides and proteins,novothirteen,control of bleeding tendency in patients with congenital blood coagulation factor xiii a-subunit deficiency,<blood coagulation disorders>,no,control of bleeding tendency in patients with congenital blood coagulation factor xiii a-subunit deficiency,<blood coagulation disorders>,novo nordisk pharma ltd.,novo nordisk,,catridecacog,no,yes,lyophilisate,,na,PMDA
intramuscular,30.09.2014,2014,authorised,japan,approved,26.02.2015,2015,infectious and parasitic diseases; diseases of the respiratory system,000213511.pdf,vaccine,emulsion-adjuvanted cell-culture derived influenza ha vaccine,prophylaxis of pandemic influenza,<influenza>,no,prophylaxis of pandemic influenza,<influenza>,the chemo-sero-therapeutic research institute (kaketsuken),chemo-sero-therapeutic research institute,,emulsion-adjuvanted cell-culture derived influenza ha vaccine,yes,yes,emulsion,,,PMDA
oral,18.06.2013,2013,authorised,japan,approved,24.02.2014,2014,diseases of the circulatory system,000213561.pdf,small molecule,efient,"the following ischemic heart diseases in patients who are to be managed with pci: acute coronary syndrome (unstable angina, non-st segment elevation myocardial infarction, or st segment elevation myocardial infarction); stable angina pectoris or old myocardial infarction",<coronary artery disease>; <acute coronary syndrome>; <unstable angina>; <myocardial infarction>; <angina pectoris>,no,reduction of thrombotic events in patients with ischemic heart diseases managed with pci,<ischemic heart disease>,"daiichi sankyo company, limited",daiichi sankyo,,prasugrel hydrochloride,no,no,tablet,,na,PMDA
intravenous,30.10.2014,2014,authorised,japan,approved,03.08.2015,2015,diseases of the musculoskeletal system and connective tissue; diseases of the eye and adnexa; diseases of the skin; diseases of the digestive system; diseases of the circulatory system,000213562.pdf,biologics,remicade,"treatment of the following diseases in patients who had an inadequate response to conventional therapies: rheumatoid arthritis, refractory uveoretinitis associated with behcet's disease, plaque psoriasis, psoriatic arthritis, pustular psoriasis, erythrodermic psoriasis, ankylosing spondylitis, intestinal-behcet's disease, neuro-behcet's disease, vasculo-behcet's disease, treatment and maintenance therapy of crohn's disease, treatment of moderate to severe ulcerative colitis",<rheumatoid arthritis>; <uveitis>; <behcet syndrome>; <psoriasis>; <psoriatic arthritis>; <ankylosing spondylitis>; <crohn disease>; <ulcerative colitis>,yes,"treatment of the following diseases in patients who had an inadequate response to conventional therapies: rheumatoid arthritis, refractory uveoretinitis associated with behcet's disease, plaque psoriasis, psoriatic arthritis, pustular psoriasis, erythrodermic psoriasis, ankylosing spondylitis, intestinal-behcet's disease, neuro-behcet's disease, vasculo-behcet's disease, treatment and maintenance therapy of crohn's disease, treatment of moderate to severe ulcerative colitis",<rheumatoid arthritis>; <uveitis>; <behcet syndrome>; <psoriasis>; <psoriatic arthritis>; <ankylosing spondylitis>; <crohn disease>; <ulcerative colitis>,mitsubishi tanabe pharma corporation,mitsubishi tanabe,,infliximab,yes,yes,powder,,,PMDA
subcutaneous,15.10.2014,2014,authorised,japan,approved,05.06.2015,2015,"endocrine, nutritional, and metabolic diseases",000213563.pdf,biologics,strensiq,hypophosphatasia,<hypophosphatasia>,no,hypophosphatasia,<hypophosphatasia>,alexion pharma g.k.,alexion,,asfotase alfa,no,yes,injection,,na,PMDA
oral,07.03.2014,2014,authorised,japan,approved,30.01.2015,2015,"endocrine, nutritional, and metabolic diseases",000213963.pdf,small molecule,zafatek,type 2 diabetes mellitus,<type 2 diabetes mellitus>,no,type 2 diabetes mellitus,<type 2 diabetes mellitus>,takeda pharmaceutical company limited,takeda,,trelagliptin succinate,no,no,tablet,,na,PMDA
sublingual,26.01.2015,2015,authorised,japan,approved,31.08.2015,2015,diseases of the respiratory system,000214453.pdf,other,miticure,desensitization therapy for allergic rhinitis induced by mite allergens,"<rhinitis, allergic>",no,desensitization therapy for allergic rhinitis induced by mite allergens,"<rhinitis, allergic>","torii pharmaceutical co., ltd.",torii,,none,yes,no,tablet,,,PMDA
oral,14.10.2014,2014,authorised,japan,approved,28.05.2015,2015,diseases of the respiratory system,000214531.pdf,small molecule,ofev,idiopathic pulmonary fibrosis,<idiopathic pulmonary fibrosis>,no,treatment of idiopathic pulmonary fibrosis and slowing of disease progression,<idiopathic pulmonary fibrosis>,"nippon boehringer ingelheim co., ltd.",boehringer ingelheim,,nintedanib,no,yes,capsule,,na,PMDA
