MA_Number,Indications_and_usage,Origin,Drug_name,Non_proprietary_name,Marketing_authorisation_holder,Pharmaceutical_form,Administration_route,Decision,Decision_date,Decision_year,Current_status,Non-clinical_abridged,Referral,Orphan_drug_status
ANDA076342,INDICATIONS AND USAGE Benazepril hydrochloride and hydrochlorothiazide tablets USP are indicated for the treatment of hypertension. This fixed combination drug is not indicated for the initial therapy of hypertension (see DOSAGE AND ADMINISTRATION ) .,FDA,BENAZEPRIL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE,BENAZEPRIL HYDROCHLORIDE,ANI PHARMS,TABLET,ORAL,Approved,11.02.2004,2004,authorised,yes,No,No
ANDA076343,,FDA,TOPIRAMATE,TOPIRAMATE,CIPLA LTD,TABLET,ORAL,Approved,27.03.2009,2009,authorised,yes,No,No
ANDA076344,,FDA,BENAZEPRIL HYDROCHLORIDE,BENAZEPRIL HYDROCHLORIDE,SUN PHARM INDS LTD,TABLET,ORAL,Approved,11.02.2004,2004,authorised,yes,No,No
ANDA076345,,FDA,GLYBURIDE AND METFORMIN HYDROCHLORIDE,GLYBURIDE,IMPAX LABS INC,TABLET,ORAL,Approved,18.02.2004,2004,authorised,yes,No,No
ANDA076346,,FDA,TORSEMIDE,TORSEMIDE,PLIVA PHARM IND,TABLET,ORAL,Approved,30.05.2003,2003,authorised,yes,No,No
ANDA076347,,FDA,TIZANIDINE HYDROCHLORIDE,TIZANIDINE HYDROCHLORIDE,EPIC PHARMA LLC,TABLET,ORAL,Approved,11.10.2002,2002,authorised,yes,No,No
ANDA076348,,FDA,BENAZEPRIL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE,BENAZEPRIL HYDROCHLORIDE,ANI PHARMS,TABLET,ORAL,Approved,11.02.2004,2004,Discontinued,yes,No,No
ANDA076349,,FDA,FLUDARABINE PHOSPHATE,FLUDARABINE PHOSPHATE,HIKMA,INJECTABLE,INJECTION,Approved,28.08.2003,2003,authorised,yes,No,No
ANDA076350,,FDA,THYROSAFE,POTASSIUM IODIDE,BTG INTL,TABLET,ORAL,Approved,10.09.2002,2002,authorised,yes,No,No
ANDA076351,,FDA,FLUCONAZOLE,FLUCONAZOLE,NORVIUM BIOSCIENCE,TABLET,ORAL,Approved,29.07.2004,2004,Discontinued,yes,No,No
ANDA076352,,FDA,AMANTADINE HYDROCHLORIDE,AMANTADINE HYDROCHLORIDE,CHARTWELL RX,SYRUP,ORAL,Approved,10.09.2004,2004,Discontinued,yes,No,No
ANDA076353,,FDA,DEXTROAMPHETAMINE SULFATE,DEXTROAMPHETAMINE SULFATE,SPECGX LLC,"CAPSULE, EXTENDED RELEASE",ORAL,Approved,06.05.2003,2003,authorised,yes,No,No
ANDA076354,,FDA,TIZANIDINE HYDROCHLORIDE,TIZANIDINE HYDROCHLORIDE,RISING,TABLET,ORAL,Approved,28.03.2003,2003,Discontinued,yes,No,No
ANDA076355,,FDA,ALBUTEROL SULFATE,ALBUTEROL SULFATE,NEPHRON,SOLUTION,INHALATION,Approved,28.06.2004,2004,authorised,yes,No,No
ANDA076356,,FDA,CLARAVIS,ISOTRETINOIN,TEVA PHARMS USA,CAPSULE,ORAL,Approved,11.04.2003,2003,authorised,yes,No,No
ANDA076357,,FDA,MICONAZOLE 3 COMBINATION PACK,MICONAZOLE NITRATE,PERRIGO,CREAM,"TOPICAL, VAGINAL",Approved,30.03.2004,2004,authorised,yes,No,No
ANDA076359,"Uses temporarily: • reduces fever • relieves minor aches and pains due to the common cold, flu, sore throat, headaches and toothaches",FDA,IBUPROFEN,IBUPROFEN,PERRIGO,"TABLET, CHEWABLE",ORAL,Approved,16.01.2004,2004,authorised,yes,No,No
ANDA076361,,FDA,LEVOFLOXACIN,LEVOFLOXACIN,TEVA,TABLET,ORAL,Approved,20.06.2011,2011,authorised,yes,No,No
ANDA076362,,FDA,AMIODARONE HYDROCHLORIDE,AMIODARONE HYDROCHLORIDE,TARO,TABLET,ORAL,Approved,29.11.2002,2002,authorised,yes,No,No
ANDA076363,"1 INDICATIONS AND USAGE Digoxin is a cardiac glycoside indicated for: Treatment of mild to moderate heart failure in adults (1.1) . Increasing myocardial contractility in pediatric patients with heart failure (1.2). Control of resting ventricular rate in patients with chronic atrial fibrillation in adults (1.3). 1.1 Heart Failure in Adults Digoxin is indicated for the treatment of mild to moderate heart failure in adults. Digoxin increases left ventricular ejection fraction and improves heart failure symptoms as evidenced by improved exercise capacity and decreased heart failure-related hospitalizations and emergency care, while having no effect on mortality. Where possible, digoxin should be used in combination with a diuretic and an angiotensin-converting enzyme (ACE) inhibitor. 1.2 Heart Failure in Pediatric Patients Digoxin increases myocardial contractility in pediatric patients with heart failure. 1.3 Atrial Fibrillation in Adults Digoxin is indicated for the control of ventricular response rate in adult patients with chronic atrial fibrillation.",FDA,DIGOXIN,DIGOXIN,SUN PHARM INDS INC,TABLET,ORAL,Approved,31.01.2003,2003,authorised,yes,No,No
ANDA076364,,FDA,HYDROCORTISONE BUTYRATE,HYDROCORTISONE BUTYRATE,TARO PHARM INDS,SOLUTION,TOPICAL,Approved,14.01.2004,2004,authorised,yes,No,No
ANDA076366,,FDA,LITHIUM CARBONATE,LITHIUM CARBONATE,HERITAGE PHARMA,"TABLET, EXTENDED RELEASE",ORAL,Approved,21.08.2003,2003,Discontinued,yes,No,No
ANDA076367,,FDA,AMCINONIDE,AMCINONIDE,TARO PHARM INDS,OINTMENT,TOPICAL,Approved,19.03.2003,2003,authorised,yes,No,No
ANDA076368,"INDICATIONS AND USAGE BECAUSE OF REPORTS OF INTESTINAL AND GASTRIC ULCERATION AND BLEEDING WITH CONTROLLED RELEASE POTASSIUM CHLORIDE PREPARATIONS, THESE DRUGS SHOULD BE RESERVED FOR THOSE PATIENTS WHO CANNOT TOLERATE OR REFUSE TO TAKE LIQUID OR EFFERVESCENT POTASSIUM PREPARATIONS OR FOR PATIENTS IN WHOM THERE IS A PROBLEM OF COMPLIANCE WITH THESE PREPARATIONS. For the treatment of patients with hypokalemia with or without metabolic alkalosis, in digitalis intoxication, and in patients with hypokalemic familial periodic paralysis. If hypokalemia is the result of diuretic therapy, consideration should be given to the use of a lower dose of diuretic, which may be sufficient without leading to hypokalemia. For the prevention of hypokalemia in patients who would be at particular risk if hypokalemia were to develop, e.g. digitalized patients or patients with significant cardiac arrhythmias. The use of potassium salts in patients receiving diuretics for uncomplicated essential hypertension is often unnecessary when such patients have a normal dietary pattern and when low doses of the diuretic are used. Serum potassium should be checked periodically, however, and if hypokalemia occurs, dietary supplementation with potassium-containing foods may be adequate to control milder cases. In more severe cases, and if dose adjustment of the diuretic is ineffective or unwarranted, supplementation with potassium salts may be indicated.",FDA,POTASSIUM CHLORIDE,POTASSIUM CHLORIDE,ADARE PHARMS INC,"TABLET, EXTENDED RELEASE",ORAL,Approved,18.08.2004,2004,authorised,yes,No,No
ANDA076369,,FDA,PERMETHRIN,PERMETHRIN,PADAGIS ISRAEL,CREAM,TOPICAL,Approved,21.04.2003,2003,authorised,yes,No,No
ANDA076370,,FDA,ALBUTEROL SULFATE,ALBUTEROL SULFATE,WATSON LABS INC,SOLUTION,INHALATION,Approved,24.11.2003,2003,Discontinued,yes,No,No
ANDA076371,,FDA,TIZANIDINE HYDROCHLORIDE,TIZANIDINE HYDROCHLORIDE,ANI PHARMS,TABLET,ORAL,Approved,09.04.2003,2003,Discontinued,yes,No,No
ANDA076372,,FDA,BRIMONIDINE TARTRATE,BRIMONIDINE TARTRATE,TEVA PARENTERAL,SOLUTION/DROPS,OPHTHALMIC,Approved,10.09.2004,2004,Discontinued,yes,No,No
ANDA076373,"1 INDICATIONS AND USAGE Carvedilol tablets are an alpha-/beta-adrenergic blocking agent indicated for the treatment of: • mild to severe chronic heart failure ( 1.1 ) • left ventricular dysfunction following myocardial infarction in clinically stable patients ( 1.2 ) • hypertension ( 1.3 ) 1.1 Heart Failure Carvedilol tablets are indicated for the treatment of mild-to-severe chronic heart failure of ischemic or cardiomyopathic origin, usually in addition to diuretics, ACE inhibitors, and digitalis, to increase survival and, also, to reduce the risk of hospitalization [see Drug Interactions ( 7.4 ), Clinical Studies ( 14.1 )] . 1.2 Left Ventricular Dysfunction following Myocardial Infarction Carvedilol tablets are indicated to reduce cardiovascular mortality in clinically stable patients who have survived the acute phase of a myocardial infarction and have a left ventricular ejection fraction of less than or equal to 40% (with or without symptomatic heart failure) [see Clinical Studies ( 14.2 )] . 1.3 Hypertension Carvedilol tablets are indicated for the management of essential hypertension [see Clinical Studies ( 14.3 , 14.4 )] . They can be used alone or in combination with other antihypertensive agents, especially thiazide-type diuretics [see Drug Interactions ( 7.2 )] .",FDA,CARVEDILOL,CARVEDILOL,TEVA,TABLET,ORAL,Approved,05.09.2007,2007,authorised,yes,No,No
ANDA076374,,FDA,QUINAPRIL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE,CHARTWELL RX,TABLET,ORAL,Approved,31.03.2004,2004,authorised,yes,No,No
ANDA076375,,FDA,RIMANTADINE HYDROCHLORIDE,RIMANTADINE HYDROCHLORIDE,CHARTWELL RX,TABLET,ORAL,Approved,14.01.2003,2003,Discontinued,yes,No,No
ANDA076377,,FDA,TERBINAFINE HYDROCHLORIDE,TERBINAFINE HYDROCHLORIDE,HERITAGE PHARMA AVET,TABLET,ORAL,Approved,02.07.2007,2007,Discontinued,yes,No,No
ANDA076378,,FDA,NIACIN,NIACIN,BARR,"TABLET, EXTENDED RELEASE",ORAL,Approved,26.04.2005,2005,authorised,yes,No,No
ANDA076379,,FDA,MIDAZOLAM HYDROCHLORIDE,MIDAZOLAM HYDROCHLORIDE,PADAGIS US,SYRUP,ORAL,Approved,02.05.2005,2005,authorised,yes,No,No
ANDA076380,"INDICATIONS AND USAGE Junel21 and Junel Fe 28 are indicated for the prevention of pregnancy in women who elect to use oral contraceptives as a method of contraception. Oral contraceptives are highly effective. Table I lists the typical accidental pregnancy rates for users of combination oral contraceptives and other methods of contraception. The efficacy of these contraceptive methods, except sterilization, depends upon the reliability with which they are used. Correct and consistent use of methods can result in lower failure rates. TABLE I: LOWEST EXPECTED AND TYPICAL FAILURE RATES DURING THE FIRST YEAR OF CONTINUOUS USE OF A METHOD % Of Women Experiencing an Unintended Pregnancy in the First Year of Continuous Use Method Lowest Expected * Typical ** (No contraception) (85) (85) Oral contraceptives combined progestin only 0.1 0.5 3 N/A *** N/A *** Diaphragm with spermicidal cream or jelly 6 20 Spermicides alone (foam, creams, gels, vaginal suppositories, and vaginal film) 6 26 Vaginal Sponge nulliparous parous 9 20 20 40 Implant 0.05 0.05 Injection: depot medroxyprogesterone acetate 0.3 0.3 IUD progesterone T copper T 380A LNg 20 1.5 0.6 0.1 2 0.8 0.1 Condom without spermicides female male 5 3 21 14 Cervical Cap with spermicidal cream or jelly nulliparous parous 9 26 20 40 Periodic abstinence (all methods) 1 to 9 25 Withdrawal 4 19 Female sterilization 0.5 0.5 Male sterilization 0.10 0.15 Adapted from RA Hatcher et al, Reference 7. * The authors' best guess of the percentage of women expected to experience an accidental pregnancy among couples who initiate a method (not necessarily for the first time) and who use it consistently and correctly during the first year if they do not stop for any other reason. ** This term represents “typical” couples who initiate use of a method (not necessarily for the first time), who experience an accidental pregnancy during the first year if they do not stop use for any other reason. *** N/A-Data not available.",FDA,JUNEL 1/20,ETHINYL ESTRADIOL,BARR LABS,TABLET,ORAL-21,Approved,30.05.2003,2003,authorised,yes,No,No
ANDA076381,,FDA,JUNEL 1.5/30,ETHINYL ESTRADIOL,BARR,TABLET,ORAL-21,Approved,30.05.2003,2003,authorised,yes,No,No
ANDA076382,,FDA,LITHIUM CARBONATE,LITHIUM CARBONATE,ABLE,"TABLET, EXTENDED RELEASE",ORAL,Approved,21.04.2003,2003,Discontinued,yes,No,No
ANDA076383,,FDA,NIZATIDINE,NIZATIDINE,APOTEX INC,CAPSULE,ORAL,Approved,23.01.2003,2003,Discontinued,yes,No,No
ANDA076386,,FDA,FLUCONAZOLE,FLUCONAZOLE,RANBAXY LABS LTD,TABLET,ORAL,Tentative Approval,01.05.2003,2003,Discontinued,yes,No,No
ANDA076387,"INDICATIONS AND USAGE Clotrimazole is indicated for the local treatment of oropharyngeal candidiasis. The diagnosis should be confirmed by a KOH smear and/or culture prior to treatment. Clotrimazole is also indicated prophylactically to reduce the incidence of oropharyngeal candidiasis in patients immunocompromised by conditions that include chemotherapy, radiotherapy, or steroid therapy utilized in the treatment of leukemia, solid tumors, or renal transplantation. There are no data from adequate and well-controlled trials to establish the safety and efficacy of this product for prophylactic use in patients immunocompromised by etiologies other than those listed in the previous sentence. (See DOSAGE AND ADMINISTRATION .)",FDA,CLOTRIMAZOLE,CLOTRIMAZOLE,HIKMA,TROCHE/LOZENGE,ORAL,Approved,29.07.2004,2004,authorised,yes,No,No
ANDA076388,,FDA,LAMOTRIGINE,LAMOTRIGINE,TEVA,TABLET,ORAL,Approved,30.08.2006,2006,Discontinued,yes,No,No
ANDA076390,,FDA,TERBINAFINE HYDROCHLORIDE,TERBINAFINE HYDROCHLORIDE,SENORES PHARMS,TABLET,ORAL,Approved,02.07.2007,2007,authorised,yes,No,No
ANDA076391,,FDA,ALBUTEROL SULFATE,ALBUTEROL SULFATE,APOTEX INC,SOLUTION,INHALATION,Approved,01.04.2003,2003,Discontinued,yes,No,No
ANDA076392,"INDICATIONS AND USAGE Treatment of Acute Malaria Infections Mefloquine Hydrochloride Tablets are indicated for the treatment of mild to moderate acute malaria caused by mefloquine-susceptible strains of P. falciparum (both chloroquine-susceptible and resistant strains) or by Plasmodium vivax. There are insufficient clinical data to document the effect of mefloquine in malaria caused by P. ovale or P. malariae. Note: Patients with acute P. vivax malaria, treated with mefloquine, are at high risk of relapse because mefloquine does not eliminate exoerythrocytic (hepatic phase) parasites. To avoid relapse, after initial treatment of the acute infection with mefloquine, patients should subsequently be treated with an 8-aminoquinoline derivative (e.g., primaquine). Prevention of Malaria Mefloquine Hydrochloride Tablets are indicated for the prophylaxis of P. falciparum and P. vivax malaria infections, including prophylaxis of chloroquine-resistant strains of P. falciparum.",FDA,MEFLOQUINE HYDROCHLORIDE,MEFLOQUINE HYDROCHLORIDE,BARR,TABLET,ORAL,Approved,29.12.2003,2003,authorised,yes,No,No
ANDA076393,,FDA,NORETHINDRONE AND ETHINYL ESTRADIOL,ETHINYL ESTRADIOL,WATSON LABS,TABLET,ORAL-28,Approved,04.02.2010,2010,Discontinued,yes,No,No
ANDA076394,,FDA,AMIODARONE HYDROCHLORIDE,AMIODARONE HYDROCHLORIDE,PAR STERILE PRODUCTS,INJECTABLE,INJECTION,Approved,25.04.2003,2003,Discontinued,yes,No,No
ANDA076395,,FDA,DILTZAC,DILTIAZEM HYDROCHLORIDE,APOTEX,"CAPSULE, EXTENDED RELEASE",ORAL,Approved,01.02.2006,2006,Discontinued,yes,No,No
ANDA076396,"1 INDICATIONS AND USAGE Calcitonin Salmon (synthetic origin) Nasal Spray is a calcitonin, indicated for the treatment of postmenopausal osteoporosis in women greater than 5 years postmenopause when alternative treatments are not suitable. Fracture reduction efficacy has not been demonstrated ( 1.1 ) Limitations of Use: Due to the possible association between malignancy and calcitonin salmon use, the need for continued therapy should be re-evaluated on a periodic basis ( 1.2 , 5.4 ) Calcitonin salmon nasal spray has not been shown to increase bone mineral density in early postmenopausal women ( 1.2 ) 1.1 Treatment of Postmenopausal Osteoporosis Calcitonin Salmon (synthetic origin) Nasal Spray is indicated for the treatment of postmenopausal osteoporosis in women greater than 5 years postmenopause. Fracture reduction efficacy has not been demonstrated. Calcitonin Salmon (synthetic origin) Nasal Spray should be reserved for patients for whom alternative treatments are not suitable (e.g., patients for whom other therapies are contraindicated or for patients who are intolerant or unwilling to use other therapies). 1.2 Important Limitations of Use Due to the possible association between malignancy and calcitonin salmon use, the need for continued therapy should be re-evaluated on a periodic basis [see Warnings and Precautions (5.4)] . Calcitonin Salmon (synthetic origin) Nasal Spray has not been shown to increase spinal bone mineral density in early postmenopausal women.",FDA,CALCITONIN-SALMON,CALCITONIN SALMON,APOTEX INC,"SPRAY, METERED",NASAL,Approved,17.11.2008,2008,authorised,yes,No,No
ANDA076398,,FDA,TAMOXIFEN CITRATE,TAMOXIFEN CITRATE,AEGIS PHARMS,TABLET,ORAL,Approved,31.03.2003,2003,Discontinued,yes,No,No
ANDA076400,,FDA,PROPRANOLOL HYDROCHLORIDE,PROPRANOLOL HYDROCHLORIDE,FOSUN PHARMA,INJECTABLE,INJECTION,Approved,26.02.2003,2003,Discontinued,yes,No,No
ANDA076401,,FDA,VINCRISTINE SULFATE,VINCRISTINE SULFATE,FRESENIUS KABI USA,INJECTABLE,INJECTION,Approved,28.10.2003,2003,Discontinued,yes,No,No
ANDA076402,,FDA,BENAZEPRIL HYDROCHLORIDE,BENAZEPRIL HYDROCHLORIDE,CHARTWELL RX,TABLET,ORAL,Approved,11.02.2004,2004,authorised,yes,No,No
ANDA076403,,FDA,GABAPENTIN,GABAPENTIN,ACELLA PHARMS LLC,SOLUTION,ORAL,Approved,01.05.2012,2012,authorised,yes,No,No
ANDA076404,,FDA,ADENOSINE,ADENOSINE,HIKMA,INJECTABLE,INJECTION,Approved,16.06.2004,2004,authorised,yes,No,No
ANDA076405,,FDA,TRI-LEGEST 21,ETHINYL ESTRADIOL,BARR,TABLET,ORAL-21,Approved,26.10.2007,2007,Discontinued,yes,No,No
ANDA076407,,FDA,OFLOXACIN,OFLOXACIN,SENTISS,SOLUTION/DROPS,OPHTHALMIC,Approved,15.04.2008,2008,authorised,yes,No,No
ANDA076408,,FDA,METRONIDAZOLE,METRONIDAZOLE,FOUGERA PHARMS,CREAM,TOPICAL,Approved,28.05.2004,2004,authorised,yes,No,No
ANDA076409,,FDA,NEFAZODONE HYDROCHLORIDE,NEFAZODONE HYDROCHLORIDE,SUN PHARM INDS LTD,TABLET,ORAL,Approved,16.09.2003,2003,Discontinued,yes,No,No
ANDA076410,"1 INDICATIONS AND USAGE Zolpidem tartrate tablets are indicated for the short-term treatment of insomnia characterized by difficulties with sleep initiation. Zolpidem tartrate tablets have been shown to decrease sleep latency for up to 35 days in controlled clinical studies [see Clinical Studies (14) ]. The clinical trials performed in support of efficacy were 4 to 5 weeks in duration with the final formal assessments of sleep latency performed at the end of treatment. Zolpidem tartrate tablets, a gamma-aminobutyric acid (GABA) A receptor positive modulator, are indicated for the short-term treatment of insomnia characterized by difficulties with sleep initiation. (1)",FDA,ZOLPIDEM TARTRATE,ZOLPIDEM TARTRATE,TEVA,TABLET,ORAL,Approved,23.04.2007,2007,authorised,yes,No,No
ANDA076411,,FDA,METHENAMINE HIPPURATE,METHENAMINE HIPPURATE,IMPAX LABS INC,TABLET,ORAL,Approved,20.06.2003,2003,Discontinued,yes,No,No
ANDA076412,"1 INDICATIONS AND USAGE Morphine sulfate extended-release tablets are indicated for the management of severe and persistent pain that requires an extended treatment period with a daily opioid analgesic and for which alternative treatment options are inadequate. Limitations of Use Because of the risks of addiction, abuse, and misuse with opioids, which can occur at any dosage or duration, and because of the greater risks of overdose and death with extended-release/long-acting opioid formulations [see Warnings and Precautions ( 5.1 )], reserve morphine sulfate extended-release tablets for use in patients for whom alternative treatment options (e.g., non-opioid analgesics or immediate-release opioids) are ineffective, not tolerated, or would be otherwise inadequate to provide sufficient management of pain. Morphine sulfate extended-release tablets are not indicated as an as-needed (prn) analgesic. Morphine sulfate extended-release tablets are an opioid agonist indicated for the management of severe and persistent pain that requires an extended treatment period with a daily opioid analgesic and for which alternative treatment options are inadequate. ( 1 ) Limitations of Use ( 1 ) Because of the risks of addiction, abuse, and misuse with opioids, which can occur at any dosage or duration, and because of the greater risks of overdose and death with extended-release/long-acting opioid formulations, reserve morphine sulfate extended-release tablets for use in patients for whom alternative treatment options (e.g., non-opioid analgesics or immediate-release opioids) are ineffective, not tolerated, or would be otherwise inadequate to provide sufficient management of pain. Morphine sulfate extended-release tablets are not indicated as an as-needed (prn) analgesic.",FDA,MORPHINE SULFATE,MORPHINE SULFATE,SPECGX LLC,"TABLET, EXTENDED RELEASE",ORAL,Approved,31.07.2003,2003,authorised,yes,No,No
ANDA076413,,FDA,METFORMIN HYDROCHLORIDE,METFORMIN HYDROCHLORIDE,RANBAXY LABS LTD,"TABLET, EXTENDED RELEASE",ORAL,Tentative Approval,31.10.2003,2003,Discontinued,yes,No,No
