Document_name,Marketing_authorisation_number,Procedure_number,Drug_name,Non_proprietary_name,Marketing_authorisation_holder,Drug_class,Pharmaceutical_form,Administration_route,Decision,Current_status,Decision_date,Decision_year,Orphan_drug_status,Indication_extended,Indication_requested,Indication_approved,Disease_class(es),Application_date,Application_year,Nonclinical_abridged,Referral_body
000244787.pdf,Not reported,Not reported,Ronapreve,Casirivimab and Imdevimab,"Chugai Pharmaceutical Co., Ltd.",Biologics,solution for injection,intravenous,approved,authorised,19.07.2021,2021,no,no,Treatment of disease caused by SARS-CoV-2 infection (COVID-19),Treatment of disease caused by SARS-CoV-2 infection (COVID-19),Infectious and parasitic diseases,29.06.2021,2021,no,NA
000153525.pdf,Not reported,Not reported,Remitch,Nalfurafine Hydrochloride,"Toray Industries, Inc.",Small molecule,capsules,oral,approved,authorised,27.10.2008,2008,no,no,Improvement of intractable pruritus in hemodialysis patients,Improvement of pruritus in hemodialysis patients (for use only when conventional treatments are not sufficiently effective),Diseases of the skin; Diseases of the genitourinary system,28.11.2006,2006,no,NA
000250094.pdf,Not reported,Not reported,Vaxzevria,COVID-19 (SARS-CoV-2) Vaccine,AstraZeneca K.K.,Vaccine,injection,intramuscular,approved,authorised,20.05.2021,2021,no,no,Prevention of disease caused by SARS-CoV-2 infection (COVID-19),Prevention of disease caused by SARS-CoV-2 infection (COVID-19),Infectious and parasitic diseases,05.02.2021,2021,no,NA
000271700.pdf,Not reported,Not reported,Phozevel,Tenapanor Hydrochloride,"Kyowa Kirin Co., Ltd.",Small molecule,film-coated tablet,oral,approved,authorised,21.08.2023,2023,no,no,Improvement of hyperphosphatemia in patients with chronic kidney disease on dialysis,Improvement of hyperphosphatemia in patients with chronic kidney disease on dialysis,"Diseases of the genitourinary system; Endocrine, nutritional, and metabolic diseases",28.10.2022,2022,no,NA
000226880.pdf,Not reported,Not reported,Keytruda,Pembrolizumab,MSD K.K.,Biologics,Injection,intravenous,approved,authorised,24.11.2016,2016,no,yes,"Unresectable, advanced or recurrent non-small cell lung cancer","Unresectable, advanced or recurrent PD-L1 positive non-small cell lung cancer",Neoplasms; Diseases of the respiratory system,06.10.2016,2016,yes,Not reported
000224729.pdf,Not reported,Not reported,Actemra,Tocilizumab,"Chugai Pharmaceutical Co., Ltd.",Biologics,injection,subcutaneous,approved,authorised,10.04.2017,2017,no,yes,Treatment of rheumatoid arthritis with an inadequate response to existing therapies (including the inhibition of progression of structural joint damage),Treatment of rheumatoid arthritis with an inadequate response to existing therapies (including the inhibition of progression of structural joint damage),Diseases of the musculoskeletal system and connective tissue,25.08.2016,2016,yes,Not reported
000237219.pdf,Not reported,Not reported,Mekinist,Trametinib Dimethyl Sulfoxide,Novartis Pharma K.K.,Small molecule,tablet,oral,approved,authorised,11.05.2018,2018,yes,yes,Unresectable Malignant melanoma with BRAF mutations,Unresectable Malignant melanoma with BRAF mutations; Unresectable advanced or recurrent non-small cell lung cancer with BRAF mutations,Neoplasms; Diseases of the respiratory system,17.11.2017,2017,yes,Not reported
000238159.pdf,Not reported,Not reported,Refixia,Nonacog Beta Pegol,Novo Nordisk Pharma Ltd.,Biologics,Powder for solution for injection,intravenous,approved,authorised,23.05.2018,2018,no,no,Control of bleeding tendency in patients with factor IX deficiency,Control of bleeding tendency in patients with factor IX deficiency,Diseases of the blood and blood-forming organs,11.07.2017,2017,no,NA
000252828.pdf,Not reported,Not reported,Dysval,Valbenazine Tosilate,Mitsubishi Tanabe Pharma Corporation,Small molecule,capsule,oral,approved,authorised,25.02.2022,2022,no,no,Tardive dyskinesia,Tardive dyskinesia,Diseases of the nervous system,22.04.2021,2021,no,NA
000209810.pdf,Not reported,Not reported,Rituxan,Rituximab,"Zenyaku Kogyo Co., Ltd.",Biologics,Injection,intravenous,approved,authorised,01.08.2014,2014,yes,yes,Refractory nephrotic syndrome (frequently relapsing or steroid-dependent),CD20-positive B-cell non-Hodgkin’s lymphoma; CD20-positive B-cell lymphoproliferative disorder associated with immunosuppression; Wegener’s granulomatosis and microscopic polyangiitis; Refractory nephrotic syndrome (frequently relapsing or steroid-dependent); Premedication for indium (111In) ibritumomab tiuxetan (genetical recombination) injection and yttrium (90Y) ibritumomab tiuxetan (genetical recombination) injection,Diseases of the blood and blood-forming organs; Diseases of the genitourinary system; Neoplasms,26.12.2013,2013,yes,Not reported
000215395.pdf,Not reported,Not reported,Pomalyst,Pomalidomide,Celgene K.K.,Small molecule,capsule,oral,approved,authorised,26.02.2015,2015,yes,no,Relapsed or refractory multiple myeloma,Relapsed or refractory multiple myeloma,Neoplasms; Diseases of the blood and blood-forming organs,25.07.2014,2014,no,NA
000240419.pdf,Not reported,Not reported,Mektovi,Binimetinib,"Ono Pharmaceutical Co., Ltd.",Small molecule,tablet,oral,approved,authorised,29.11.2018,2018,yes,no,Unresectable malignant melanoma with BRAF gene mutation,Unresectable malignant melanoma with BRAF gene mutation,Neoplasms; Diseases of the skin,25.04.2018,2018,no,NA
000215815.pdf,Not reported,Not reported,Olanedine,Olanexidine Gluconate,"Otsuka Pharmaceutical Factory, Inc.",Small molecule,solution,cutaneous,approved,authorised,17.06.2015,2015,no,no,Preoperative skin preparation at the surgical site,Preoperative skin preparation at the surgical site,Infectious and parasitic diseases,20.05.2014,2014,no,NA
000153807.pdf,Not reported,Not reported,Rasilez,Aliskiren,Novartis Pharma K.K.,Small molecule,tablet,oral,approved,authorised,29.05.2009,2009,no,no,Hypertension,Hypertension,Diseases of the circulatory system,29.02.2008,2008,no,NA
000235285.pdf,Not reported,Not reported,Actemra,Tocilizumab,"Chugai Pharmaceutical Co., Ltd.",Biologics,solution for intravenous infusion,intravenous,approved,authorised,26.03.2019,2019,no,yes,adult Still’s disease that have not adequately responded to existing therapies,Treatment of adult Still’s disease that have not adequately responded to existing therapies,Diseases of the musculoskeletal system and connective tissue,24.05.2018,2018,yes,Not reported
000223356.pdf,Not reported,Not reported,Hemangiol,Propranolol Hydrochloride,"Maruho Co., Ltd.",Small molecule,oral solution,oral,approved,authorised,27.05.2016,2016,yes,yes,Infantile hemangioma,Infantile hemangioma,Neoplasms,25.09.2015,2015,yes,Not reported
000153609.pdf,Not reported,Not reported,Xeljanz,Tofacitinib Citrate,Pfizer Japan Inc.,Small molecule,tablet,oral,approved,authorised,13.03.2013,2013,no,no,Rheumatoid arthritis in patients who have not adequately responded to conventional treatments,Rheumatoid arthritis in patients who have not adequately responded to conventional treatments,Diseases of the musculoskeletal system and connective tissue,01.12.2011,2011,no,NA
000240418.pdf,Not reported,Not reported,Braftovi,Encorafenib,"Ono Pharmaceutical Co., Ltd.",Small molecule,capsules,oral,approved,authorised,29.11.2018,2018,yes,no,Unresectable malignant melanoma with BRAF gene mutation,Unresectable malignant melanoma with BRAF gene mutation,Neoplasms; Diseases of the skin,25.04.2018,2018,no,NA
000209024.pdf,Not reported,Not reported,Deltyba,Delamanid,"Otsuka Pharmaceutical Co., Ltd.",Small molecule,tablet,oral,approved,authorised,30.04.2014,2014,yes,no,Multidrug-resistant pulmonary tuberculosis,Multidrug-resistant pulmonary tuberculosis,Infectious and parasitic diseases,27.03.2013,2013,no,NA
000265667.pdf,Not reported,Not reported,Omvoh,Mirikizumab,Eli Lilly Japan K.K.,Biologics,aqueous injection,intravenous,approved,authorised,03.03.2023,2023,no,no,Remission induction therapy for moderate to severe ulcerative colitis,Remission induction therapy for moderate to severe ulcerative colitis,Diseases of the digestive system,27.05.2022,2022,no,NA
000153351.pdf,Not reported,Not reported,Stivarga,Regorafenib,"Bayer Yakuhin, Ltd.",Small molecule,tablet,oral,approved,authorised,13.03.2013,2013,no,no,"Incurable, unresectable, advanced/recurrent colorectal cancer","Incurable, unresectable, advanced/recurrent colorectal cancer",Neoplasms; Diseases of the digestive system,31.07.2012,2012,no,NA
000232850.pdf,Not reported,Not reported,Prevymis,Letermovir,MSD K.K.,Small molecule,tablet,oral,approved,authorised,02.03.2018,2018,yes,no,Prophylaxis of cytomegalovirus disease in allogeneic hematopoietic stem cell transplant recipients,Prophylaxis of cytomegalovirus disease in allogeneic hematopoietic stem cell transplant recipients,Infectious and parasitic diseases,28.07.2017,2017,no,NA
000224954.pdf,Not reported,Not reported,Zyprexa,Olanzapine,Eli Lilly Japan K.K.,Small molecule,tablet,oral,approved,authorised,09.06.2017,2017,no,yes,"Gastrointestinal symptoms (nausea, vomiting) associated with antineoplastic agents","Schizophrenia; Improvement of manic and depressive symptoms associated with bipolar disorder; Gastrointestinal symptoms (nausea, vomiting) associated with antineoplastic agents",Mental and behavioural disorders; Neoplasms,22.06.2017,2017,yes,Pharmaceutical Affairs and Food Sanitation Council
000221838.pdf,Not reported,Not reported,Zykadia,Ceritinib,Novartis Pharma K.K.,Small molecule,capsule,oral,approved,authorised,26.02.2016,2016,yes,no,"ALK-positive, unresectable, advanced or recurrent non-small cell lung cancer resistant or intolerant to crizotinib","ALK-positive, unresectable, advanced or recurrent non-small cell lung cancer resistant or intolerant to crizotinib",Neoplasms; Diseases of the respiratory system,24.06.2015,2015,no,NA
000215223.pdf,Not reported,Not reported,Yervoy,Ipilimumab,Bristol-Myers Squibb K.K.,Biologics,injection,intravenous,approved,authorised,28.05.2015,2015,yes,no,Unresectable or metastatic malignant melanoma,Unresectable malignant melanoma,Neoplasms,19.09.2014,2014,no,NA
000216064.pdf,Not reported,Not reported,Synflorix,Pneumococcal 10-valent Conjugate Vaccine,"Japan Vaccine Co., Ltd.",Vaccine,suspension for injection,intramuscular,approved,authorised,05.03.2015,2015,no,no,"Prevention of invasive infections, acute otitis media, and pneumonia caused by Streptococcus pneumoniae","Prevention of invasive infections and pneumonia caused by Streptococcus pneumoniae (pneumococcal serotypes 1, 4, 5, 6B, 7F, 9V, 14, 18C, 19F, and 23F)",Infectious and parasitic diseases; Diseases of the respiratory system,28.03.2014,2014,yes,Not reported
000153594.pdf,Not reported,Not reported,Tenelia,Teneligliptin Hydrobromide Hydrate,Mitsubishi Tanabe Pharma Corporation,Small molecule,tablet,oral,approved,authorised,27.04.2012,2012,no,no,Type 2 diabetes mellitus,Type 2 diabetes mellitus,"Endocrine, nutritional, and metabolic diseases",26.08.2011,2011,no,NA
000252154.pdf,Not reported,Not reported,Samtasu,Tolvaptan Sodium Phosphate,"Otsuka Pharmaceutical Co., Ltd.",Small molecule,Lyophilized powder for injection,intravenous,approved,authorised,25.02.2022,2022,no,no,Treatment of fluid retention in heart failure when treatment with other diuretics including loop diuretics is not sufficiently effective,Treatment of fluid retention in heart failure when treatment with other diuretics including loop diuretics is not sufficiently effective,Diseases of the circulatory system,22.03.2021,2021,no,NA
000243267.pdf,Not reported,Not reported,COVID-19 Vaccine Moderna,Coronavirus Modified Uridine RNA Vaccine,Takeda Pharmaceutical Company Limited,Vaccine,suspension for injection,intramuscular,approved,authorised,20.05.2021,2021,no,no,Prevention of disease caused by SARS-CoV-2 infection (COVID-19),Prevention of disease caused by SARS-CoV-2 infection (COVID-19),Infectious and parasitic diseases,05.03.2021,2021,no,NA
000240793.pdf,Not reported,Not reported,Corectim,Delgocitinib,Japan Tobacco Inc.,Small molecule,ointment,cutaneous,approved,authorised,25.10.2019,2019,no,no,atopic dermatitis,atopic dermatitis,Diseases of the skin,31.01.2019,2019,no,NA
000233741.pdf,Not reported,Not reported,Mekinist,Trametinib,Novartis Pharma K.K.,Small molecule,tablet,oral,approved,authorised,01.02.2016,2016,yes,no,Malignant melanoma with BRAF V600 mutations,Unresectable malignant melanoma with BRAF mutations,Neoplasms; Diseases of the skin,27.04.2015,2015,no,NA
000270863.pdf,Not reported,Not reported,Valixa,Valganciclovir,Mitsubishi Tanabe Pharma Corporation,Small molecule,Dry syrup,oral,approved,authorised,27.02.2023,2023,yes,yes,Symptomatic congenital cytomegalovirus disease,Symptomatic congenital cytomegalovirus disease,Infectious and parasitic diseases,30.06.2022,2022,yes,Not reported
000207341.pdf,Not reported,Not reported,Pradaxa,Dabigatran Etexilate Methanesulfonate,"Nippon Boehringer Ingelheim Co., Ltd.",Small molecule,capsules,oral,approved,authorised,24.11.2010,2010,no,no,Reduction in the risk of stroke and systemic embolism in patients with atrial fibrillation,Reduction in the risk of ischaemic stroke and systemic embolism in patients with non-valvular atrial fibrillation,Diseases of the circulatory system,04.03.2010,2010,no,NA
000272245.pdf,Not reported,Not reported,Rexulti,Brexpiprazole,"Otsuka Pharmaceutical Co., Ltd.",Small molecule,tablet,oral,approved,authorised,08.12.2023,2023,no,yes,Depression or depressive state (for use only in patients who have an inadequate response to existing antidepressant therapy),Depression or depressive state (for use only in patients who have an inadequate response to existing antidepressant therapy),Mental and behavioural disorders,30.01.2023,2023,yes,Not reported
000232846.pdf,Not reported,Not reported,Rosuzet,Ezetimibe / Rosuvastatin Calcium,MSD K.K.,Small molecule,tablet,oral,approved,authorised,21.02.2019,2019,no,no,"Hypercholesterolemia, familial hypercholesterolemia","Hypercholesterolemia, familial hypercholesterolemia","Endocrine, nutritional, and metabolic diseases",22.05.2018,2018,no,NA
000228981.pdf,Not reported,Not reported,Lorbrena,Lorlatinib,Pfizer Japan Inc.,Small molecule,tablet,oral,approved,authorised,29.08.2018,2018,no,no,ALK fusion gene-positive unresectable advanced and/or recurrent non-small cell lung cancer with resistance or intolerance to ALK tyrosine kinase inhibitor(s),ALK fusion gene-positive unresectable advanced and/or recurrent non-small cell lung cancer with resistance or intolerance to ALK tyrosine kinase inhibitor(s),Neoplasms; Diseases of the respiratory system,30.01.2018,2018,no,NA
000250190.pdf,Not reported,Not reported,Jcovden,COVID-19 (SARS-CoV-2) Vaccine,Janssen Pharmaceutical K.K.,Vaccine,injection,intramuscular,approved,authorised,30.05.2022,2022,no,no,Prevention of disease caused by SARS-CoV-2 infection (COVID-19),Prevention of disease caused by SARS-CoV-2 infection (COVID-19),Infectious and parasitic diseases,24.05.2021,2021,no,NA
000227668.pdf,Not reported,Not reported,Stelara,Ustekinumab,Janssen Pharmaceutical K.K.,Biologics,solution for infusion,intravenous,approved,authorised,09.02.2017,2017,no,yes,Induction therapy for moderately to severely active Crohn’s disease (only in patients who have had an inadequate response to conventional therapy),Induction therapy for moderately to severely active Crohn’s disease (only in patients who have had an inadequate response to conventional therapy),Diseases of the digestive system,30.03.2016,2016,yes,Not reported
000270056.pdf,Not reported,Not reported,Nexviazyme,Avalglucosidase Alfa,Sanofi K.K.,Biologics,Lyophilized powder for injection,intravenous,approved,authorised,30.08.2021,2021,yes,yes,Pompe disease,Pompe disease,"Endocrine, nutritional, and metabolic diseases",19.01.2021,2021,no,NA
000265467.pdf,Not reported,Not reported,Cablivi,Caplacizumab,Sanofi K.K.,Biologics,Lyophilized powder for injection,intravenous,approved,authorised,25.08.2022,2022,yes,no,Acquired thrombotic thrombocytopenic purpura,Acquired thrombotic thrombocytopenic purpura,Diseases of the blood and blood-forming organs,10.02.2022,2022,no,NA
000248293.pdf,Not reported,Not reported,Nuvaxovid,Recombinant Coronavirus (SARS-CoV-2) Vaccine,Takeda Pharmaceutical Company Limited,Vaccine,injection,intramuscular,approved,authorised,18.04.2022,2022,no,no,Prevention of disease caused by SARS-CoV-2 infection (COVID-19),Prevention of disease caused by SARS-CoV-2 infection (COVID-19),Infectious and parasitic diseases,16.12.2021,2021,yes,Not reported
000223354.pdf,Not reported,Not reported,Feburic,Febuxostat,Teijin Pharma Limited,Small molecule,tablet,oral,approved,authorised,08.11.2010,2010,no,no,Improvement of hyperuricemia in patients with gout or hyperuricemia,Gout and hyperuricemia,"Diseases of the musculoskeletal system and connective tissue; Endocrine, nutritional, and metabolic diseases",25.12.2009,2009,no,NA
000245006.pdf,Not reported,Not reported,Xevudy,Sotrovimab,GlaxoSmithKline K.K.,Biologics,solution for injection,intravenous,approved,authorised,27.09.2021,2021,no,no,Disease caused by SARS-CoV-2 infection (COVID-19),Disease caused by SARS-CoV-2 infection (COVID-19),Infectious and parasitic diseases,06.09.2021,2021,no,NA
000235287.pdf,Not reported,Not reported,Tecentriq,Atezolizumab,"Chugai Pharmaceutical Co., Ltd.",Biologics,Injection,intravenous,approved,authorised,10.10.2019,2019,no,yes,Unresectable advanced or recurrent non-small cell lung cancer,Unresectable advanced or recurrent non-small cell lung cancer; Extensive-stage small cell lung cancer,Neoplasms; Diseases of the respiratory system,23.01.2019,2019,yes,Not reported
000235286.pdf,Not reported,Not reported,Tecentriq,Atezolizumab,"Chugai Pharmaceutical Co., Ltd.",Biologics,Injection,intravenous,approved,authorised,07.08.2019,2019,no,yes,PD-L1-positive inoperable or recurrent breast cancer,"PD-L1-positive, hormone-receptor-negative and HER2-negative inoperable or recurrent breast cancer",Neoplasms,21.12.2018,2018,yes,Not reported
000223355.pdf,Not reported,Not reported,Feburic,Febuxostat,Teijin Pharma Limited,Small molecule,tablet,oral,approved,authorised,20.04.2016,2016,no,yes,Gout and hyperuricemia; Prevention of hyperuricemia associated with cancer chemotherapy,Gout and hyperuricemia; Hyperuricemia associated with cancer chemotherapy,Diseases of the musculoskeletal system and connective tissue; Neoplasms,29.07.2015,2015,yes,Not reported
000273006.pdf,Not reported,Not reported,Acenobel,Aceneuramic Acid,"Nobelpharma Co., Ltd.",Small molecule,Extended release tablets,Oral,approved,authorised,29.02.2024,2024,yes,no,Suppression of the progression of muscular weakness in patients with GNE myopathy,Suppression of the progression of muscular weakness in patients with distal myopathy with rimmed vacuoles,Diseases of the musculoskeletal system and connective tissue,26.07.2023,2023,no,NA
000250191.pdf,Not reported,Not reported,Tazverik,Tazemetostat Hydrobromide,"Eisai Co., Ltd.",Small molecule,tablet,oral,approved,authorised,28.05.2021,2021,no,no,Relapsed or refractory EZH2 gene mutation-positive follicular lymphoma (limited to those refractory to standard treatments),Relapsed or refractory EZH2 gene mutation-positive follicular lymphoma (limited to those refractory to standard treatments),Neoplasms; Diseases of the blood and blood-forming organs,30.06.2020,2020,no,NA
000233542.pdf,Not reported,Not reported,Lenvima,Lenvatinib Mesilate,"Eisai Co., Ltd.",Small molecule,capsule,oral,approved,authorised,02.03.2018,2018,no,yes,Unresectable hepatocellular carcinoma,"Unresectable thyroid cancer, unresectable hepatocellular carcinoma",Neoplasms; Diseases of the digestive system,23.06.2017,2017,yes,Not reported
000243933.pdf,Not reported,Not reported,Vafseo,Vadadustat,Mitsubishi Tanabe Pharma Corporation,Small molecule,tablet,oral,approved,authorised,29.05.2020,2020,no,no,Renal anemia,Renal anemia,Diseases of the blood and blood-forming organs,08.07.2019,2019,no,NA
000233740.pdf,Not reported,Not reported,Tafinlar,Dabrafenib,Novartis Pharma K.K.,Small molecule,Capsules,Oral,approved,authorised,01.02.2016,2016,yes,no,Malignant melanoma with BRAF V600 mutations,Unresectable malignant melanoma with BRAF mutations,Neoplasms; Diseases of the skin,27.04.2015,2015,no,NA
000247943.pdf,Not reported,Not reported,Freeze-dried Smallpox Vaccine Prepared in Cell Culture LC16 “KMB”,Freeze-dried Smallpox Vaccine Prepared in Cell Culture,"KM Biologics Co., Ltd.",Vaccine,Powder for injection,percutaneous,approved,authorised,29.07.2022,2022,no,yes,Prevention of smallpox and monkeypox,Prevention of smallpox and monkeypox,Infectious and parasitic diseases,06.07.2022,2022,yes,Not reported
000222649.pdf,Not reported,Not reported,Viekirax,Ombitasvir Hydrate/Paritaprevir Hydrate/Ritonavir,AbbVie GK,Small molecule,tablet,oral,approved,authorised,09.09.2016,2016,no,yes,Suppression of viremia in treatment-naïve patients with serogroup 2 (genotype 2) chronic hepatitis C,Suppression of viremia in serogroup 2 (genotype 2) chronic hepatitis C patients,Infectious and parasitic diseases,17.12.2015,2015,no,NA
000226413.pdf,Not reported,Not reported,Kevzara,Sarilumab,Sanofi K.K.,Biologics,solution for injection,subcutaneous,approved,authorised,27.07.2017,2017,no,no,Rheumatoid arthritis in patients who have had an inadequate response to conventional treatments,Rheumatoid arthritis in patients who have had an inadequate response to conventional treatments,Diseases of the musculoskeletal system and connective tissue,07.10.2016,2016,no,NA
000234771.pdf,Not reported,Not reported,Tecentriq,Atezolizumab,"Chugai Pharmaceutical Co., Ltd.",Biologics,solution for intravenous infusion,intravenous,approved,authorised,06.11.2017,2017,no,no,Unresectable advanced or recurrent non-small cell lung cancer,Unresectable advanced or recurrent non-small cell lung cancer,Neoplasms; Diseases of the respiratory system,17.02.2017,2017,no,NA
000153949.pdf,Not reported,Not reported,Xalkori,Crizotinib,Pfizer Japan Inc.,Small molecule,capsule,oral,approved,authorised,29.02.2012,2012,yes,no,ALK-positive advanced non-small-cell lung cancer,"ALK-positive, unresectable, advanced or relapsed non-small-cell lung cancer",Neoplasms; Diseases of the respiratory system,31.03.2011,2011,no,NA
000227269.pdf,Not reported,Not reported,Treakisym,Bendamustine Hydrochloride,SymBio Pharmaceuticals Limited,Small molecule,Lyophilized powder for injection,intravenous,approved,authorised,24.11.2016,2016,no,yes,Low-grade B-cell non-Hodgkin’s lymphoma and mantle cell lymphoma; Chronic lymphocytic leukemia,Low-grade B-cell non-Hodgkin’s lymphoma and mantle cell lymphoma; Chronic lymphocytic leukemia,Neoplasms; Diseases of the blood and blood-forming organs,05.10.2016,2016,yes,Not reported
000272485.pdf,Not reported,Not reported,Ezharmia,Valemetostat,"Daiichi Sankyo Company, Limited",Small molecule,tablet,oral,approved,authorised,24.05.2024,2024,no,yes,Relapsed or refractory peripheral T-cell lymphoma,Relapsed or refractory peripheral T-cell lymphoma,Neoplasms; Diseases of the blood and blood-forming organs,31.01.2024,2024,yes,Not reported
000209023.pdf,Not reported,Not reported,Sunvepra,Asunaprevir,Bristol-Myers K.K.,Small molecule,capsule,oral,approved,authorised,26.06.2014,2014,no,no,"Improvement of viraemia in patients with chronic hepatitis C serogroup 1 (genotype 1), or chronic hepatitis C serogroup 1 with compensated cirrhosis","Improvement of viraemia in patients with chronic hepatitis C serogroup 1 (genotype 1), or chronic hepatitis C serogroup 1 with compensated cirrhosis",Infectious and parasitic diseases,29.10.2013,2013,no,NA
000220894.pdf,Not reported,Not reported,Lixiana,Edoxaban Tosilate Hydrate,"Daiichi Sankyo Company, Limited",Small molecule,tablet,oral,approved,authorised,21.02.2011,2011,no,no,Prevention of venous thromboembolism in patients undergoing orthopedic surgery of the lower limbs,Prevention of venous thromboembolism in patients undergoing orthopedic surgery of the lower limbs,Diseases of the musculoskeletal system and connective tissue,29.03.2010,2010,no,NA
000231769.pdf,Not reported,Not reported,Minnebro,Esaxerenone,"Daiichi Sankyo Company, Limited",Small molecule,tablet,oral,approved,authorised,03.12.2018,2018,no,no,Hypertension,Hypertension,Diseases of the circulatory system,26.02.2018,2018,no,NA
000243472.pdf,Not reported,Not reported,Ongentys,Opicapone,"Ono Pharmaceutical Co., Ltd.",Small molecule,Tablet,Oral,approved,authorised,29.05.2020,2020,no,no,Improvement of end-of-dose motor fluctuations (wearing-off phenomenon) in patients with Parkinson’s disease by combination use with levodopa/carbidopa or levodopa/benserazide hydrochloride,Improvement of end-of-dose motor fluctuations (wearing-off phenomenon) in patients with Parkinson’s disease by combination use with levodopa/carbidopa or levodopa/benserazide hydrochloride,Diseases of the nervous system,27.02.2019,2019,no,NA
000231967.pdf,Not reported,Not reported,Soliris,Eculizumab,Alexion Pharma Godo Kaisha,Biologics,injection,intravenous,approved,authorised,04.12.2017,2017,yes,yes,Treatment of patients with generalized myasthenia gravis (only for symptoms uncontrollable with high-dose intravenous immunoglobulin therapy or plasmapheresis),Treatment of patients with generalized myasthenia gravis (only for symptoms uncontrollable with high-dose intravenous immunoglobulin therapy or plasmapheresis),Diseases of the nervous system,22.03.2017,2017,yes,Not reported
000153196.pdf,Not reported,Not reported,Cervarix,Recombinant Adsorbed Bivalent Human Papillomavirus-like Particle Vaccine,GlaxoSmithKline K.K.,Vaccine,injection,intramuscular,approved,authorised,31.08.2009,2009,no,no,Prevention of cervical cancer (squamous-cell carcinoma and adenocarcinoma) and its precursor lesions (cervical intraepithelial neoplasia [CIN] grades 2 and 3) caused by infection with human papillomavirus (HPV) types 16 and 18.,Prevention of cervical cancer (squamous-cell carcinoma and adenocarcinoma) and its precursor lesions (cervical intraepithelial neoplasia [CIN] grades 2 and 3) caused by infection with human papillomavirus (HPV) types 16 and 18.,Neoplasms; Infectious and parasitic diseases,26.09.2007,2007,no,NA
000245994.pdf,Not reported,Not reported,Comirnaty,Coronavirus Modified Uridine RNA Vaccine,Pfizer Japan Inc.,Vaccine,Injection,intramuscular,approved,authorised,20.01.2022,2022,no,yes,Prevention of disease caused by SARS-CoV-2 infection (COVID-19),Prevention of disease caused by SARS-CoV-2 infection (COVID-19),Infectious and parasitic diseases,10.11.2021,2021,yes,Not reported
000153343.pdf,Not reported,Not reported,Tetrabik,Adsorbed Diphtheria-Purified Pertussis-Tetanus-Inactivated Polio (Sabin strain) Combined Vaccine,The Research Foundation for Microbial Diseases of Osaka University,Vaccine,suspension for injection,subcutaneous,approved,authorised,20.07.2012,2012,no,no,"Prevention of pertussis, diphtheria, tetanus, and acute poliomyelitis","Prevention of pertussis, diphtheria, tetanus, and acute poliomyelitis",Infectious and parasitic diseases,27.12.2011,2011,yes,Not reported
000235724.pdf,Not reported,Not reported,Intuniv,Guanfacine,"Shionogi & Co., Ltd.",Small molecule,tablet,oral,approved,authorised,28.05.2019,2019,no,yes,Attention-deficit/hyperactivity disorder (AD/HD) in pediatric patients,Attention-deficit/hyperactivity disorder (AD/HD) in adults,Mental and behavioural disorders,10.08.2018,2018,yes,Not reported
000208512.pdf,Not reported,Not reported,Revolade,Eltrombopag,GlaxoSmithKline K.K.,Small molecule,tablet,oral,approved,authorised,26.08.2010,2010,yes,no,Idiopathic thrombocytopenic purpura,Chronic idiopathic thrombocytopenic purpura,Diseases of the blood and blood-forming organs,30.09.2009,2009,no,NA
000219621.pdf,Not reported,Not reported,Adynovate,Rurioctocog Alfa Pegol,Baxter Limited,Biologics,Lyophilized powder,Intravenous,approved,authorised,26.02.2016,2016,no,no,Control of bleeding tendency in patients with blood coagulation factor VIII deficiency,Control of bleeding tendency in patients with blood coagulation factor VIII deficiency,Diseases of the blood and blood-forming organs,16.04.2015,2015,no,NA
000233792.pdf,Not reported,Not reported,Shingrix,Dried Recombinant Herpes Zoster Vaccine,"Japan Vaccine Co., Ltd.",Vaccine,lyophilized drug product,intramuscular,approved,authorised,02.03.2018,2018,no,no,Prevention of herpes zoster and postherpetic neuralgia,Prevention of herpes zoster,Infectious and parasitic diseases,18.04.2017,2017,no,NA
000153747.pdf,Not reported,Not reported,Stelara,Ustekinumab,Janssen Pharmaceutical K.K.,Biologics,solution for injection,subcutaneous,approved,authorised,29.11.2010,2010,no,no,Moderate to severe psoriasis vulgaris; Psoriatic arthritis with moderate to severe plaque psoriasis,Psoriasis vulgaris and psoriatic arthritis in patients who have had an inadequate response to conventional therapy,Diseases of the skin; Diseases of the musculoskeletal system and connective tissue,21.01.2010,2010,no,NA
000222648.pdf,Not reported,Not reported,Rebetol,Ribavirin,MSD K.K.,Small molecule,capsule,oral,approved,authorised,09.09.2016,2016,no,yes,Suppression of viremia in serogroup 2 (genotype 2) chronic hepatitis C patients,Suppression of viremia in serogroup 2 (genotype 2) chronic hepatitis C patients,Infectious and parasitic diseases,25.12.2015,2015,no,NA
000153009.pdf,Not reported,Not reported,Soliris,Eculizumab,Alexion Pharma K.K.,Biologics,solution for intravenous infusion,intravenous,approved,authorised,26.02.2010,2010,yes,no,Paroxysmal nocturnal hemoglobinuria,Reduction of hemolysis in patients with paroxysmal nocturnal hemoglobinuria,Diseases of the blood and blood-forming organs,31.03.2009,2009,yes,Not reported
