Document_name,Marketing_authorisation_number,Procedure_number,Drug_name,Non_proprietary_name,Marketing_authorisation_holder,Drug_class,Pharmaceutical_form,Administration_route,Decision,Current_status,Decision_date,Decision_year,Orphan_drug_status,Indication_extended,Indication_requested,Indication_approved,Disease_class(es),Application_date,Application_year,Nonclinical_abridged,Referral_body
auspar-blinatumomab-190930.pdf,232805,PM-2017-01431-1-4,Blincyto,blinatumomab,Amgen Australia Pty Ltd,Biologics,Powder for injection with IV solution stabiliser,IV,approved,authorised,03.05.2018,2018,no,yes,Treatment of relapsed or refractory B-cell precursor acute lymphoblastic leukaemia (ALL) and minimal residual disease (MRD) positive B-cell precursor acute lymphoblastic leukaemia (ALL) in patients in complete haematological remission.,Treatment of relapsed or refractory B-cell precursor acute lymphoblastic leukaemia (ALL) and minimal residual disease (MRD) positive B-cell precursor acute lymphoblastic leukaemia (ALL) in patients in complete haematological remission.,Neoplasms; Diseases of the blood and blood-forming organs,31.05.2017,2017,yes,Not reported
auspar-ocrelizumab-180808.pdf,275778,PM-2016-01580-1-1,Ocrevus,Ocrelizumab,Roche Products Pty Limited,Biologics,vial for injection,Intravenous,approved,authorised,03.07.2017,2017,no,no,treatment of patients with relapsing forms of multiple sclerosis (RMS) to delay the progression of physical disability and to reduce the frequency of relapse; treatment of patients with primary progressive multiple sclerosis (PPMS) to delay the progression of physical disability,treatment of patients with relapsing forms of multiple sclerosis (RMS) to delay the progression of physical disability and to reduce the frequency of relapse; treatment of patients with primary progressive multiple sclerosis (PPMS) to delay the progression of physical disability,Diseases of the nervous system,30.06.2016,2016,yes,Not reported
auspar-tenofovir-disoproxil-fumarate-140715.pdf,176537,PM-2013-01524-1-2,Eviplera,tenofovir disoproxil fumarate / emtricitabine / rilpivirine,Gilead Sciences Pty Ltd,Small molecule,Tablet,Oral,approved,authorised,14.05.2014,2014,no,yes,"Treatment of HIV infection in adult patients with plasma HIV-1 RNA ≤500,000 copies/mL.","Treatment of HIV infection in treatment-naïve adult patients with plasma HIV-1 RNA ≤100,000 copies/mL and in certain virologically-suppressed adult patients on a stable antiretroviral regimen.",Infectious and parasitic diseases,Not reported,Not reported,yes,Not reported
auspar-talimogene-laherparepvec-160531.pdf,"232296, 232297",PM-2014-03464-1-4,Imlygic,Talimogene laherparepvec,Amgen Australia,Biologics,"Injection, Solution",Intralesional,approved,authorised,18.12.2015,2015,no,no,treatment of melanoma that is regionally or distantly metastatic,"treatment of melanoma in patients with unresectable cutaneous, subcutaneous or nodal lesions after initial surgery",Neoplasms; Diseases of the skin,Not reported,Not reported,no,NA
auspar-tozinameran-220128.pdf,377110,PM-2021-04582-1-2,Comirnaty,Tozinameran,Pfizer Australia Pty Ltd,Vaccine,Suspension for injection,Intramuscular,approved,authorised (under additional monitoring),27.01.2022,2022,no,yes,"Active immunisation to prevent coronavirus disease 2019 (COVID-19) caused by SARS-CoV-2, in individuals 12 years of age and older.","Active immunisation to prevent coronavirus disease 2019 (COVID-19) caused by SARS-CoV-2, in individuals 12 years of age and older.",Infectious and parasitic diseases,15.10.2021,2021,yes,Not reported
auspar-tadim.pdf,165709,PM-2009-02764-3-2,Tadim,Colistimethate sodium,Phebra Pty Ltd,Peptides and proteins,Powder for nebuliser solution,Inhalation,approved,authorised,13.01.2011,2011,yes,no,Treatment of colonisation and infections of the lung due to susceptible Pseudomonas aeruginosa in patients with cystic fibrosis.,For the treatment of colonisation and infections of the lung due to susceptible Pseudomonas aeruginosa in patients with cystic fibrosis.,Infectious and parasitic diseases; Diseases of the respiratory system,Not reported,Not reported,yes,Not reported
auspar-naloxegol-oxalate-160601.pdf,"232030, 232029",PM-2014-03892-1-1,Movantik,Naloxegol oxalate,AstraZeneca Pty Ltd,Small molecule,Immediate release film coated tablets,Oral,approved,authorised,05.01.2016,2016,no,no,Treatment of opioid-induced constipation (OIC) in adult patients who have had an inadequate response to laxative(s).,Treatment of opioid-induced constipation (OIC) in adult patients who have had an inadequate response to laxative(s).,Diseases of the digestive system,Not reported,Not reported,no,NA
auspar-olaparib-190211.pdf,234008,PM-2014-04684-1-4,Lynparza,Olaparib,AstraZeneca Pty Ltd,Small molecule,Capsule,Oral,approved,authorised,23.12.2015,2015,yes,no,Monotherapy for the maintenance treatment of adult patients with platinum-sensitive relapsed BRCA-mutated high grade serous ovarian cancer (including fallopian tube or primary peritoneal) who are in response to platinum based chemotherapy.,"Monotherapy for the maintenance treatment of patients with platinum sensitive relapsed BRCA-mutated (germline or somatic) high grade serous epithelial ovarian, fallopian tube or primary peritoneal cancer who are in response (complete response or partial response) after platinum based chemotherapy.",Neoplasms; Diseases of the genitourinary system,31.03.2015,2015,no,NA
auspar-paxlovid-241105.pdf,"377572, 389801",PM-2023-03740-1-2,Paxlovid,Nirmatrelvir and ritonavir,Pfizer Australia Pty Ltd,Peptides and proteins,Tablet,Oral,approved,authorised,26.08.2024,2024,no,no,"treatment of coronavirus disease 2019 (COVID-19) in adults 18 years of age and older, who do not require initiation of supplemental oxygen due to COVID-19 and are at increased risk of progression to hospitalisation or death","treatment of coronavirus disease 2019 (COVID-19) in adults 18 years of age and older, who do not require initiation of supplemental oxygen due to COVID-19 and are at increased risk of progression to hospitalisation or death",Infectious and parasitic diseases; Diseases of the respiratory system,09.11.2023,2023,no,NA
auspar-trametinib-140317.pdf,"205917, 205918, 205919",PM-2012-04134-1-4,Mekinist,trametinib,GlaxoSmithKline Australia Pty Ltd,Small molecule,Film coated tablets,Oral,approved,authorised,11.02.2014,2014,yes,no,treatment of patients with BRAF V600 mutation-positive unresectable or metastatic (Stage IV) melanoma,treatment of patients with BRAF V600 mutation-positive unresectable or metastatic (Stage IV) melanoma,Neoplasms,Not reported,Not reported,no,NA
auspar-cibinqo-240724.pdf,Not reported,PM-2020-05286-1-1,Cibinqo,Abrocitinib,Pfizer Australia Pty Ltd,Small molecule,Tablet,Oral,approved,authorised,24.07.2024,2024,no,no,"Treatment of patients 12 years and older with moderate-to-severe atopic dermatitis, including the relief of pruritus, who have had an inadequate response to prescribed topical therapy or for whom these treatments are not advisable.",Treatment of moderate-to-severe atopic dermatitis in adults who are candidates for systemic therapy.,Diseases of the skin,Not reported,Not reported,no,NA
auspar-ixekizumab-200622.pdf,"253893, 253892",PM-2018-05753-1-3,Taltz,Ixekizumab,Eli Lilly Australia Pty Ltd,Biologics,Solution for injection,Subcutaneous,approved,authorised,06.03.2020,2020,no,yes,Ankylosing spondylitis (radiographic axial spondyloarthritis),Ankylosing spondylitis (radiographic axial spondyloarthritis),Diseases of the musculoskeletal system and connective tissue,01.04.2019,2019,yes,Not reported
auspar-elotuzumab-171009.pdf,260052; 260055,PM-2015-02402-1-4,Empliciti,Elotuzumab,Bristol-Myers Squibb Australia Pty Ltd,Biologics,Lyophilised powder,Intravenous,approved,authorised,12.09.2016,2016,no,no,Combination treatment of multiple myeloma in adult patients who have received one or more prior therapies.,Combination treatment of multiple myeloma in adult patients who have received one or more prior therapies.,Neoplasms; Diseases of the blood and blood-forming organs,Not reported,Not reported,yes,Not reported
auspar-seroquel.pdf,AUST R 58113; AUST R 58114; AUST R 78360; AUST R 58112; AUST R 73350; AUST R 78361; AUST R 138917; AUST R 153883; AUST R 138920; AUST R 138921; AUST R 138922,PM-2008-03436-1,"Seroquel, Seroquel XR",Quetiapine,AstraZeneca Pty Ltd,Small molecule,tablet; modified release tablet,oral,approved,authorised,03.03.2010,2010,no,yes,"Extension of indications to include use in children/adolescents with schizophrenia and bipolar mania, and treatment of generalised anxiety disorder.",Bipolar disorder; Schizophrenia; Major depressive disorder; Generalised anxiety disorder,Mental and behavioural disorders,Not reported,Not reported,yes,Not reported
auspar-lemborexant-220328.pdf,338631 and 338645,PM-2020-02421-1-1,Dayvigo,Lemborexant,Eisai Australia Pty Ltd,Small molecule,Film coated tablets,Oral,approved,authorised (under additional monitoring),15.07.2021,2021,no,no,"Treatment of insomnia, characterised by difficulties with sleep onset and/or sleep maintenance","Treatment of insomnia, characterised by difficulties with sleep onset and/or sleep maintenance",Mental and behavioural disorders,30.06.2020,2020,no,NA
auspar-molnupiravir-220207.pdf,372650,PM-2021-03679-1-2,Lagevrio,Molnupiravir,Merck Sharp & Dohme (Australia) Pty Limited,Small molecule,Capsule,Oral,approved,authorised (under additional monitoring),18.01.2022,2022,no,no,Molnupiravir is indicated for the treatment of COVID-19 in adults.,Treatment of adults with COVID-19 who do not require initiation of oxygen due to COVID-19 and who are at increased risk for hospitalisation or death.,Infectious and parasitic diseases; Diseases of the respiratory system,17.08.2021,2021,no,NA
auspar-human-papillomavirus-9-valent-vaccine-170103.pdf,"224092, 224093",PM-2014-01099-1-3,Gardasil 9,Human Papillomavirus 9-valent Vaccine,Merck Sharp & Dohme Australia Pty Ltd,Vaccine,Suspension for injection,Intramuscular,approved,authorised,22.06.2015,2015,no,no,"Prevention of cervical, vulvar, vaginal and anal cancer, precancerous or dysplastic lesions, genital warts, and infection caused by Human Papillomavirus (HPV) Types 6, 11, 16, 18, 31, 33, 45, 52 and 58.","Prevention of cervical, vulvar, vaginal and anal cancer, precancerous or dysplastic lesions, genital warts, and infection caused by Human Papillomavirus (HPV) Types 6, 11, 16, 18, 31, 33, 45, 52 and 58.",Neoplasms; Infectious and parasitic diseases,29.06.2015,2015,no,NA
auspar-eftrenonacog-alfa-141103.pdf,"209227 (250 IU), 209223 (500 IU), 209224 (1000 IU), 209225 (2000 IU) and 209226 (3000 IU)",PM-2013-00745-1-4,Alprolix,Eftrenonacog alfa,Biogen Idec Australia Pty Ltd,Biologics,Powder for injection and diluent,Intravenous,approved,authorised,17.04.2014,2014,yes,no,Control and prevention of bleeding episodes in adults and children (≥ 12 years) with haemophilia B,Control and prevention of bleeding episodes; routine prophylaxis to prevent or reduce the frequency of bleeding episodes; perioperative management in adults and children (≥ 12 years) with haemophilia B,Diseases of the blood and blood-forming organs,Not reported,Not reported,no,NA
auspar-xeloda-eloxatin.pdf,"75731 and 75732 (Xeloda) and 101658, 101701, 122549, 122550, 125804, 128862, 128864, 75454 and 75455 (Eloxatin, Oxaliplatin Dakota, Winthrop Oxaliplatin)",PM-2010-00909-4/2010-02795-4,"Xeloda /Eloxatin, Oxaliplatin Dakota, Winthrop Oxaliplatin",capecitabine /oxaliplatin,Roche Products Pty Ltd/Sanofi-Aventis Australia Pty Ltd,Small molecule,Film-coated tablets/concentrate or powder for injection,Oral (PO) (capecitabine) and IV (oxaliplatin),approved,authorised,02.02.2011,2011,no,yes,For adjuvant treatment of Stage III (Dukes C) colon cancer.,"Colon Cancer, Colorectal Cancer, Oesophagogastric Cancer, Breast Cancer",Neoplasms; Diseases of the digestive system,Not reported,Not reported,yes,Not reported
auspar-flucelvax-quad-231101.pdf,319093 and 341450,PM-2022-01977-1-2,Flucelvax Quad,Influenza virus haemagglutinin,Seqirus Pty Ltd,Vaccine,Suspension for injection,Intramuscular,approved,authorised,28.07.2023,2023,no,yes,"For the prevention of influenza caused by Influenza Virus, Types A and B contained in the vaccine. The vaccine is indicated for use in adults and children 6 months of age and older.","For the prevention of influenza caused by Influenza Virus, Types A and B contained in the vaccine. The vaccine is indicated for use in children 6 months to 2 years of age.",Infectious and parasitic diseases,30.06.2022,2022,yes,Not reported
auspar-liraglutide-190429.pdf,153980 and 225804,PM-2016-003931-1-5,"Victoza, Saxenda",Liraglutide,Novo Nordisk Pharmaceuticals Pty. Ltd.,Peptides and proteins,Solution for injection,Subcutaneous,approved,authorised,05.01.2018,2018,no,yes,Glycaemic control and prevention of cardiovascular events in adults with type 2 diabetes mellitus,Glycaemic control and prevention of cardiovascular events in adults with type 2 diabetes mellitus,"Endocrine, nutritional, and metabolic diseases; Diseases of the circulatory system",01.02.2017,2017,no,NA
auspar-progesterone-170601.pdf,232818; 232823; 232824,PM-2014-03908-1-5,Prometrium / Utrogestan,Progesterone,Besins Healthcare Australia Pty Ltd,Small molecule,Soft capsule,oral; intravaginal,approved,authorised,28.04.2016,2016,no,yes,Treatment of menstrual irregularities; Hormone replacement therapy; Luteal phase support,Treatment of menstrual irregularities; Hormone replacement therapy; Luteal phase support,"Diseases of the genitourinary system; Endocrine, nutritional, and metabolic diseases",Not reported,Not reported,no,NA
auspar-verzenio-221116.pdf,"304764, 304765, 304766 and 304767",PM-2020-06568-1-4,Verzenio,Abemaciclib,Eli Lilly Australia Pty Ltd,Small molecule,Film coated tablet,Oral,approved,authorised (under additional monitoring),25.05.2022,2022,no,yes,"Adjuvant treatment of patients with hormone receptor (HR) positive, human epidermal growth factor receptor 2 (HER2) negative, node-positive early breast cancer at high risk of recurrence.","Adjuvant treatment of patients with hormone receptor (HR) positive, human epidermal growth factor receptor 2 (HER2) negative, node-positive early breast cancer at high risk of recurrence.",Neoplasms,01.02.2021,2021,no,NA
auspar-sarilumab-rch-180530.pdf,Not reported,PM-2015-04024-1-3,"Kevzara, Ilsidex",Sarilumab,Sanofi-Aventis Australia Pty Ltd,Biologics,Solution for injection,Subcutaneous,withdrawn,withdrawn,Not applicable,Not applicable,no,no,Treatment of moderate to severe Rheumatoid Arthritis in adult patients who have had an inadequate response or intolerance to one or more DMARDs,NA,Diseases of the musculoskeletal system and connective tissue,29.01.2016,2016,no,NA
