Administration_route,Application_date,Application_year,Current_status,Dataset,Decision,Decision_date,Decision_year,Disease_class(es),Document_name,Drug_class,Drug_name,Indication_approved,Disease_name(s),Indication_extended,Indication_requested,Indication_requested_extracted,Marketing_authorisation_holder,Marketing_authorisation_holder_extracted,Marketing_authorisation_number,Non_proprietary_name,Nonclinical_abridged,Orphan_drug_status,Pharmaceutical_form,Procedure_number,Referral_body
intramuscular,09.02.2023,2023,authorised,PMDA,approved,15.06.2023,2023,Infectious and parasitic diseases,000269293.pdf,Vaccine,Spikevax,Prevention of disease caused by SARS-CoV-2 infection (COVID-19),<Coronavirus Infections>,yes,Prevention of disease caused by SARS-CoV-2 infection (COVID-19),<SARS-CoV-2 Infections>,"Moderna Japan Co., Ltd.",Moderna,000269293,Coronavirus (SARS-CoV-2) RNA Vaccine,yes,no,suspension,Not reported,Not reported
intravenous,17.09.2015,2015,authorised,PMDA,approved,25.04.2016,2016,Neoplasms; Diseases of the genitourinary system,000224436.pdf,Biologics,Avastin,Advanced or recurrent cervical cancer,<Cervical Cancer>,yes,Advanced or recurrent cervical cancer,<Cervical Cancer>,"Chugai Pharmaceutical Co., Ltd.",Chugai,000224436,Bevacizumab,yes,yes,Injection,Not reported,Not reported
oral,10.12.2007,2007,authorised,PMDA,approved,24.07.2009,2009,"Endocrine, nutritional, and metabolic diseases",000153174.pdf,Small molecule,Januvia,Type 2 diabetes mellitus,<Type 2 Diabetes Mellitus>,no,Improvement of post-prandial hyperglycemia in type 2 diabetes mellitus,<Type 2 Diabetes Mellitus>,"Banyu Pharmaceutical Co., Ltd.; Ono Pharmaceutical Co., Ltd.",Banyu; Ono,000153174,Sitagliptin,no,no,tablet,Not reported,NA
intravenous,12.11.2019,2019,authorised,PMDA,approved,26.08.2020,2020,Neoplasms; Diseases of the digestive system,000244665.pdf,Biologics,Yervoy,"Unresectable, advanced or recurrent microsatellite instability-high (MSI-High) colorectal cancer that has progressed after cancer chemotherapy",<Colorectal Neoplasms>,yes,"Unresectable, advanced or recurrent microsatellite instability-high (MSI-High) colorectal cancer that has progressed after cancer chemotherapy",<Colorectal Neoplasms>,Bristol-Myers Squibb K.K.,Bristol-Myers Squibb,000244665,Ipilimumab,yes,no,Injection,Not reported,Not reported
sublingual,25.12.2012,2012,authorised,PMDA,approved,18.11.2013,2013,Diseases of the respiratory system,000204241.pdf,Other,Cedartolen,Japanese cedar pollinosis (hyposensitization therapy),<Allergic Rhinitis>,no,Japanese cedar pollinosis (allergen immunotherapy),<Allergic Rhinitis>,"Torii Pharmaceutical Co., Ltd.",Torii,000204241,None,yes,no,sublingual drop,Not reported,Not reported
subcutaneous,26.12.2013,2013,authorised,PMDA,approved,28.11.2014,2014,Diseases of the skin; Diseases of the musculoskeletal system and connective tissue,000216876.pdf,Biologics,Cosentyx,Treatment of psoriasis vulgaris and psoriatic arthritis in patients who have had an inadequate response to conventional therapy,"<Psoriasis>; <Arthritis, Psoriatic>",no,Treatment of psoriasis vulgaris and psoriatic arthritis in patients who have had an inadequate response to conventional therapy,"<Psoriasis>; <Arthritis, Psoriatic>",Novartis Pharma K.K.,Novartis,000216876,Secukinumab,no,no,solution,Not reported,NA
oral,08.06.2023,2023,authorised,PMDA,approved,04.03.2024,2024,Infectious and parasitic diseases,000273156.pdf,Small molecule,Xocova,Disease caused by SARS-CoV-2 infection (COVID-19),<Coronavirus Infections>,no,Disease caused by SARS-CoV-2 infection (COVID-19),<Coronavirus Infections>,"Shionogi & Co., Ltd.",Shionogi,000273156,Ensitrelvir Fumaric Acid,no,no,tablet,Not reported,NA
inhalation,29.01.2010,2010,authorised,PMDA,approved,29.07.2010,2010,Infectious and parasitic diseases,000211260.pdf,Small molecule,Inavir,Treatment of influenza A or B virus infection,<Influenza>,no,Treatment of influenza A or B virus infection,<Influenza>,"Daiichi Sankyo Company, Limited",Daiichi Sankyo,000211260,Laninamivir Octanoate Hydrate,no,no,powder,Not reported,NA
oral,30.11.2016,2016,authorised,PMDA,approved,01.08.2017,2017,Diseases of the blood and blood-forming organs,000233994.pdf,Small molecule,Revolade,Chronic idiopathic thrombocytopenic purpura; Aplastic anemia,"<Thrombocytopenic Purpura, Idiopathic>; <Anemia, Aplastic>",yes,Chronic idiopathic thrombocytopenic purpura; Aplastic anemia,"<Thrombocytopenic Purpura, Idiopathic>; <Anemia, Aplastic>",Novartis Pharma K.K.,Novartis,000233994,Eltrombopag Olamine,yes,yes,tablet,Not reported,Not reported
intravenous,23.08.2019,2019,authorised,PMDA,approved,28.05.2020,2020,Neoplasms; Diseases of the blood and blood-forming organs,000242148.pdf,Biologics,Sarclisa,Relapsed or refractory multiple myeloma,<Multiple Myeloma>,no,Relapsed or refractory multiple myeloma,<Multiple Myeloma>,Sanofi K.K.,Sanofi,000242148,Isatuximab,no,no,injection,Not reported,NA
subcutaneous,29.08.2022,2022,authorised,PMDA,approved,31.07.2023,2023,Diseases of the blood and blood-forming organs,000268789.pdf,Biologics,Alhemo,Control of bleeding tendency in patients with congenital hemophilia with coagulation factor VIII or IX inhibitors,<Congenital Hemophilia>,no,Control of bleeding tendency in patients with congenital hemophilia with coagulation factor VIII or IX inhibitors,<Congenital Hemophilia>,Novo Nordisk Pharma Ltd.,Novo Nordisk,000268789,Concizumab,no,yes,solution,Not reported,NA
intravenous,30.03.2010,2010,authorised,PMDA,approved,20.01.2011,2011,Neoplasms,000219170.pdf,Small molecule,Halaven,Inoperable or recurrent breast cancer,<Breast Neoplasms>,no,Inoperable or recurrent breast cancer,<Breast Neoplasms>,"Eisai Co., Ltd.",Eisai,000219170,Eribulin Mesilate,no,no,solution,Not reported,NA
intravenous,25.05.2012,2012,authorised,PMDA,approved,25.04.2013,2013,Neoplasms,000263435.pdf,Biologics,Perjeta,HER2-positive inoperable or recurrent breast cancer,<Breast Neoplasms>,no,HER2-positive inoperable or recurrent breast cancer,<Breast Neoplasms>,"Chugai Pharmaceutical Co., Ltd.",Chugai,000263435,Pertuzumab,no,no,solution,Not reported,NA
oral,25.10.2013,2013,authorised,PMDA,approved,21.11.2014,2014,Diseases of the digestive system,000211074.pdf,Small molecule,Nopicor,Alleviation of pruritus in patients with chronic hepatic disease (only when the patient’s response to conventional treatments is inadequate),<Pruritus>,yes,Alleviation of pruritus in patients with chronic hepatic disease (only when the patient’s response to conventional treatments is inadequate),<Pruritus>; <Liver Diseases>,"Toray Medical Co., Ltd.",Toray,000211074,Nalfurafine Hydrochloride,no,no,capsule,Not reported,NA
intravenous,29.09.2020,2020,authorised,PMDA,approved,25.02.2021,2021,"Endocrine, nutritional, and metabolic diseases",000242410.pdf,Biologics,Izcargo,Mucopolysaccharidosis type II,<Mucopolysaccharidoses>,no,Mucopolysaccharidosis type II,<Mucopolysaccharidoses>,"JCR Pharmaceuticals Co., Ltd.",JCR,000242410,Pabinafusp Alfa,no,yes,Lyophilized powder,Not reported,NA
Oral,08.08.2006,2006,authorised,PMDA,approved,27.08.2008,2008,Neoplasms; Diseases of the blood and blood-forming organs,000153348.pdf,Small molecule,Thaled,Relapsed or refractory multiple myeloma,<Multiple Myeloma>,no,Multiple myeloma (to be used only when conventional treatment is not sufficiently effective),<Multiple Myeloma>,Fujimoto Pharmaceutical Corporation,Fujimoto,000153348,Thalidomide,yes,yes,Capsule,Not reported,Not reported
intravenous,30.08.2017,2017,authorised,PMDA,approved,25.04.2018,2018,Neoplasms; Diseases of the respiratory system,000238551.pdf,Biologics,Imfinzi,"Maintenance treatment of locally-advanced, unresectable non-small cell lung cancer following definitive chemoradiotherapy",<Non-Small-Cell Lung Carcinoma>,no,"Locally-advanced, unresectable non-small cell lung cancer",<Non-Small-Cell Lung Carcinoma>,AstraZeneca K.K.,AstraZeneca,000238551,Durvalumab,no,no,solution,Not reported,NA
intravenous,31.01.2018,2018,authorised,PMDA,approved,28.06.2018,2018,Neoplasms; Diseases of the blood and blood-forming organs,000230125.pdf,Biologics,Adcetris,Previously untreated CD30-positive Hodgkin’s lymphoma,<Hodgkin Disease>,yes,Previously untreated CD30-positive Hodgkin’s lymphoma,<Hodgkin Disease>,Takeda Pharmaceutical Company Limited,Takeda,000230125,Brentuximab Vedotin,yes,yes,Powder,Not reported,Not reported
oral,10.06.2022,2022,authorised,PMDA,approved,18.01.2023,2023,Neoplasms; Diseases of the blood and blood-forming organs,000266405.pdf,Small molecule,Imbruvica,treatment-naïve mantle cell lymphoma,<Mantle Cell Lymphoma>,yes,treatment-naïve mantle cell lymphoma,<Mantle Cell Lymphoma>,Janssen Pharmaceutical K.K.,Janssen,000266405,Ibrutinib,yes,yes,Capsule,Not reported,Not reported
oral,01.02.2017,2017,authorised,PMDA,approved,04.12.2017,2017,Diseases of the digestive system,000232054.pdf,Small molecule,Goofice,Chronic constipation (excluding constipation caused by organic disease),<Constipation>,no,Chronic constipation (excluding constipation caused by organic disease),<Constipation>,"EA Pharma Co., Ltd.",EA,000232054,Elobixibat,no,no,tablet,Not reported,NA
subcutaneous,08.12.2022,2022,authorised,PMDA,approved,21.08.2023,2023,Diseases of the nervous system,000270515.pdf,Peptides and proteins,Zilbrysq,Generalized myasthenia gravis (only in patients who inadequately respond to corticosteroids or nonsteroidal immunosuppressants),<Generalized Myasthenia Gravis>,no,Generalized myasthenia gravis,<Myasthenia Gravis>,"UCB Japan Co., Ltd.",UCB,000270515,Zilucoplan,no,no,solution,Not reported,NA
subcutaneous,24.01.2020,2020,authorised,PMDA,approved,02.12.2020,2020,Diseases of the nervous system,000247408.pdf,Biologics,Emgality,Prevention of migraine attacks,<Migraine Disorders>,no,Prevention of migraine attacks,<Migraine Disorders>,Eli Lilly Japan K.K.,Eli Lilly,000247408,Galcanezumab,no,no,injection,Not reported,NA
oral,21.12.2007,2007,authorised,PMDA,approved,27.02.2009,2009,Mental and behavioural disorders,000153638.pdf,Small molecule,Clozaril,Treatment-resistant schizophrenia,<Schizophrenia>,no,Treatment-resistant schizophrenia,<Schizophrenia>,Novartis Pharma K.K.,Novartis,000153638,Clozapine,yes,no,tablet,Not reported,Not reported
oral,14.02.2020,2020,authorised,PMDA,approved,02.12.2020,2020,Diseases of the circulatory system,000247811.pdf,Small molecule,Xarelto,Treatment of venous thromboembolism and prevention of its recurrence,<Venous Thromboembolism>,yes,Treatment of pediatric venous thromboembolism and prevention of its recurrence,<Venous Thromboembolism>,"Bayer Yakuhin, Ltd.",Bayer,000247811,Rivaroxaban,yes,no,tablet,Not reported,Not reported
subcutaneous,28.07.2015,2015,authorised,PMDA,approved,30.05.2016,2016,Diseases of the skin; Diseases of the musculoskeletal system and connective tissue,000224346.pdf,Biologics,Taltz,"Treatment of psoriasis vulgaris, psoriatic arthritis, pustular psoriasis, and erythrodermic psoriasis in patients who have had an inadequate response to conventional therapies",<Psoriasis>; <Psoriatic Arthritis>,no,"Treatment of moderate to severe psoriasis vulgaris, pustular psoriasis, erythrodermic psoriasis, and psoriatic arthritis",<Psoriasis>; <Psoriatic Arthritis>,Eli Lilly Japan K.K.,Eli Lilly,000224346,Ixekizumab,no,no,solution,Not reported,NA
oral,25.02.2022,2022,authorised,PMDA,approved,22.11.2022,2022,Infectious and parasitic diseases,000249828.pdf,Small molecule,Xocova,Disease caused by SARS-CoV-2 infection (COVID-19),<Coronavirus Infections>,no,Disease caused by SARS-CoV-2 infection (COVID-19),<COVID-19>,"Shionogi & Co., Ltd.",Shionogi,000249828,Ensitrelvir Fumaric Acid,no,no,tablet,Not reported,NA
oral,07.08.2023,2023,authorised,PMDA,approved,31.05.2024,2024,Diseases of the blood and blood-forming organs,000275874.pdf,Small molecule,Fabhalta,Paroxysmal nocturnal hemoglobinuria,<Paroxysmal Nocturnal Hemoglobinuria>,no,Paroxysmal nocturnal hemoglobinuria,<Paroxysmal Nocturnal Hemoglobinuria>,Novartis Pharma K.K.,Novartis,000275874,Iptacopan,no,no,capsule,Not reported,NA
subcutaneous,08.11.2019,2019,authorised,PMDA,approved,29.05.2020,2020,Diseases of the nervous system,000244464.pdf,Biologics,Enspryng,Prevention of relapse of neuromyelitis optica spectrum disorder (including neuromyelitis optica),<Neuromyelitis Optica Spectrum Disorder>,no,Prevention of relapse of neuromyelitis optica spectrum disorder (including neuromyelitis optica),<Neuromyelitis Optica Spectrum Disorder>,"Chugai Pharmaceutical Co., Ltd.",Chugai,000244464,Satralizumab,no,yes,solution,Not reported,NA
intravenous,21.07.2015,2015,authorised,PMDA,approved,30.11.2015,2015,Neoplasms; Diseases of the respiratory system,000216478.pdf,Biologics,Opdivo,"Treatment of unresectable malignant melanoma; Treatment of unresectable, advanced or recurrent non-small cell lung cancer",<Melanoma>; <Lung Neoplasms>,yes,"Treatment of unresectable malignant melanoma; Treatment of unresectable, advanced or recurrent non-small cell lung cancer",<Melanoma>; <Lung Neoplasms>,"Ono Pharmaceutical Co., Ltd.",Ono,000216478,Nivolumab,yes,no,Injection,Not reported,Not reported
oral,26.02.2013,2013,authorised,PMDA,approved,03.02.2014,2014,Neoplasms; Diseases of the digestive system,000207987.pdf,Small molecule,Lonsurf,Unresectable advanced or recurrent colorectal cancer,<Colorectal Neoplasms>,no,Unresectable advanced or recurrent colorectal cancer,<Colorectal Neoplasms>,"Taiho Pharmaceutical Co., Ltd.",Taiho,000207987,Trifluridine and Tipiracil Hydrochloride,no,no,tablet,Not reported,NA
intravenous,30.09.2021,2021,authorised,PMDA,approved,25.02.2022,2022,"Endocrine, nutritional, and metabolic diseases",000247409.pdf,Biologics,Xenpozyme,Acid sphingomyelinase deficiency,<Acid Sphingomyelinase Deficiency>,no,Acid sphingomyelinase deficiency,<Acid Sphingomyelinase Deficiency>,Sanofi K.K.,Sanofi,000247409,Olipudase Alfa,no,yes,Lyophilized powder,Not reported,NA
intravenous,16.01.2023,2023,authorised,PMDA,approved,21.08.2023,2023,Diseases of the nervous system,000267068.pdf,Biologics,Leqembi,To slow the progression of mild cognitive impairment and mild dementia due to Alzheimer’s disease,<Alzheimer Disease>,no,To slow the progression of early Alzheimer’s disease (mild cognitive impairment and mild dementia due to Alzheimer’s disease),<Alzheimer Disease>,"Eisai Co., Ltd.",Eisai,000267068,Lecanemab,no,no,injection,Not reported,NA
oral,16.10.2019,2019,authorised,PMDA,approved,30.10.2020,2020,Infectious and parasitic diseases,000246924.pdf,Small molecule,Xofluza,Treatment and prophylaxis of influenza A or B virus infection,<Influenza>,yes,prophylaxis of influenza A or B virus infection,<Influenza>,"Shionogi & Co., Ltd.",Shionogi,000246924,Baloxavir Marboxil,no,no,tablet,Not reported,NA
Intramuscular,28.08.2015,2015,authorised,PMDA,approved,08.02.2016,2016,Infectious and parasitic diseases; Diseases of the respiratory system,000216875.pdf,Vaccine,Adsorbed Cell Culture-derived Influenza Vaccine H5N1,Prevention of pandemic influenza (H5N1),<Influenza>,yes,Prevention of pandemic influenza (H5N1),<Influenza>,"Kitasato Daiichi Sankyo Vaccine Co., Ltd.",Kitasato Daiichi Sankyo,000216875,Adsorbed cell culture-derived influenza vaccine,yes,yes,suspension,Not reported,Not reported
oral,28.02.2014,2014,authorised,PMDA,approved,21.11.2014,2014,Diseases of the digestive system; Neoplasms; Diseases of the blood and blood-forming organs; Infectious and parasitic diseases,000211075.pdf,Small molecule,Takecab,"Treatment of gastric ulcer, duodenal ulcer, or reflux esophagitis; prevention of recurrent gastric or duodenal ulcer associated with low-dose aspirin administration; and prevention of recurrent gastric or duodenal ulcer associated with non-steroidal anti-inflammatory drug administration; Adjunct therapy to Helicobacter pylori eradication in gastric or duodenal ulcer, gastric mucosa-associated lymphatic tissue (MALT) lymphoma, idiopathic thrombocytopenic purpura, the stomach after endoscopic resection of early stage gastric cancer, or Helicobacter pylori gastritis",<Gastric Ulcer>; <Duodenal Ulcer>; <Reflux Esophagitis>; <Gastric Mucosa-Associated Lymphoid Tissue Lymphoma>; <Idiopathic Thrombocytopenic Purpura>; <Gastric Cancer>; <Helicobacter pylori Gastritis>,no,"Treatment of gastric ulcer, duodenal ulcer, or reflux esophagitis; prevention of recurrent gastric or duodenal ulcer associated with low-dose aspirin administration; and prevention of recurrent gastric or duodenal ulcer associated with non-steroidal anti-inflammatory drug administration; Adjunct therapy to Helicobacter pylori eradication in gastric or duodenal ulcer, gastric mucosa-associated lymphatic tissue (MALT) lymphoma, idiopathic thrombocytopenic purpura, the stomach after endoscopic resection of early stage gastric cancer, or Helicobacter pylori gastritis",<Gastric Ulcer>; <Duodenal Ulcer>; <Reflux Esophagitis>; <Gastric Mucosa-Associated Lymphoid Tissue Lymphoma>; <Idiopathic Thrombocytopenic Purpura>; <Gastric Cancer>; <Helicobacter Pylori Gastritis>,Takeda Pharmaceutical Company Limited,Takeda,000211075,Vonoprazan Fumarate,no,no,tablet,Not reported,NA
cutaneous,24.03.2014,2014,authorised,PMDA,approved,21.01.2015,2015,Diseases of the skin,000218938.pdf,Small molecule,Duac,Acne vulgaris,<Acne Vulgaris>,no,Acne vulgaris,<Acne Vulgaris>,GlaxoSmithKline K.K.,GlaxoSmithKline,000218938,Clindamycin Phosphate Hydrate/Benzoyl Peroxide,yes,no,gel,Not reported,Not reported
