Marketing_authorisation_number,Procedure_number,Drug_name,Non_proprietary_name,Marketing_authorisation_holder,Drug_class,Pharmaceutical_form,Administration_route,Decision,Current_status,Decision_date,Decision_year,Orphan_drug_status,Indication_extended,Indication_requested,Indication_approved,Disease_class(es),Application_date,Application_year,Nonclinical_abridged,Referral_body,Document_name,Agency
165709,pm-2009-02764-3-2,tadim,colistimethate sodium,phebra pty ltd,peptides and proteins,powder,inhalation,approved,authorised,13.01.2011,2011,yes,no,treatment of colonisation and infections of the lung due to susceptible pseudomonas aeruginosa in patients with cystic fibrosis.,for the treatment of colonisation and infections of the lung due to susceptible pseudomonas aeruginosa in patients with cystic fibrosis.,infectious and parasitic diseases; diseases of the respiratory system,,,yes,,auspar-tadim.pdf,TGA
"232030, 232029",pm-2014-03892-1-1,movantik,naloxegol oxalate,astrazeneca pty ltd,small molecule,tablet,oral,approved,authorised,05.01.2016,2016,no,no,treatment of opioid-induced constipation (oic) in adult patients who have had an inadequate response to laxative(s).,treatment of opioid-induced constipation (oic) in adult patients who have had an inadequate response to laxative(s).,diseases of the digestive system,,,no,na,auspar-naloxegol-oxalate-160601.pdf,TGA
234008,pm-2014-04684-1-4,lynparza,olaparib,astrazeneca pty ltd,small molecule,capsule,oral,approved,authorised,23.12.2015,2015,yes,no,monotherapy for the maintenance treatment of adult patients with platinum-sensitive relapsed brca-mutated high grade serous ovarian cancer (including fallopian tube or primary peritoneal) who are in response to platinum based chemotherapy.,"monotherapy for the maintenance treatment of patients with platinum sensitive relapsed brca-mutated (germline or somatic) high grade serous epithelial ovarian, fallopian tube or primary peritoneal cancer who are in response (complete response or partial response) after platinum based chemotherapy.",neoplasms; diseases of the genitourinary system,31.03.2015,2015,no,na,auspar-olaparib-190211.pdf,TGA
"377572, 389801",pm-2023-03740-1-2,paxlovid,nirmatrelvir and ritonavir,pfizer australia pty ltd,peptides and proteins,tablet,oral,approved,authorised,26.08.2024,2024,no,no,"treatment of coronavirus disease 2019 (covid-19) in adults 18 years of age and older, who do not require initiation of supplemental oxygen due to covid-19 and are at increased risk of progression to hospitalisation or death","treatment of coronavirus disease 2019 (covid-19) in adults 18 years of age and older, who do not require initiation of supplemental oxygen due to covid-19 and are at increased risk of progression to hospitalisation or death",infectious and parasitic diseases; diseases of the respiratory system,09.11.2023,2023,no,na,auspar-paxlovid-241105.pdf,TGA
"205917, 205918, 205919",pm-2012-04134-1-4,mekinist,trametinib,glaxosmithkline australia pty ltd,small molecule,tablet,oral,approved,authorised,11.02.2014,2014,yes,no,treatment of patients with braf v600 mutation-positive unresectable or metastatic (stage iv) melanoma,treatment of patients with braf v600 mutation-positive unresectable or metastatic (stage iv) melanoma,neoplasms,,,no,na,auspar-trametinib-140317.pdf,TGA
,pm-2020-05286-1-1,cibinqo,abrocitinib,pfizer australia pty ltd,small molecule,tablet,oral,approved,authorised,24.07.2024,2024,no,no,"treatment of patients 12 years and older with moderate-to-severe atopic dermatitis, including the relief of pruritus, who have had an inadequate response to prescribed topical therapy or for whom these treatments are not advisable.",treatment of moderate-to-severe atopic dermatitis in adults who are candidates for systemic therapy.,diseases of the skin,,,no,na,auspar-cibinqo-240724.pdf,TGA
"253893, 253892",pm-2018-05753-1-3,taltz,ixekizumab,eli lilly australia pty ltd,biologics,solution,subcutaneous,approved,authorised,06.03.2020,2020,no,yes,ankylosing spondylitis (radiographic axial spondyloarthritis),ankylosing spondylitis (radiographic axial spondyloarthritis),diseases of the musculoskeletal system and connective tissue,01.04.2019,2019,yes,,auspar-ixekizumab-200622.pdf,TGA
260052; 260055,pm-2015-02402-1-4,empliciti,elotuzumab,bristol-myers squibb australia pty ltd,biologics,lyophilized powder,intravenous,approved,authorised,12.09.2016,2016,no,no,combination treatment of multiple myeloma in adult patients who have received one or more prior therapies.,combination treatment of multiple myeloma in adult patients who have received one or more prior therapies.,neoplasms; diseases of the blood and blood-forming organs,,,yes,,auspar-elotuzumab-171009.pdf,TGA
aust r 58113; aust r 58114; aust r 78360; aust r 58112; aust r 73350; aust r 78361; aust r 138917; aust r 153883; aust r 138920; aust r 138921; aust r 138922,pm-2008-03436-1,"seroquel, seroquel xr",quetiapine,astrazeneca pty ltd,small molecule,tablet,oral,approved,authorised,03.03.2010,2010,no,yes,"extension of indications to include use in children/adolescents with schizophrenia and bipolar mania, and treatment of generalised anxiety disorder.",bipolar disorder; schizophrenia; major depressive disorder; generalised anxiety disorder,mental and behavioural disorders,,,yes,,auspar-seroquel.pdf,TGA
338631 and 338645,pm-2020-02421-1-1,dayvigo,lemborexant,eisai australia pty ltd,small molecule,tablet,oral,approved,authorised (under additional monitoring),15.07.2021,2021,no,no,"treatment of insomnia, characterised by difficulties with sleep onset and/or sleep maintenance","treatment of insomnia, characterised by difficulties with sleep onset and/or sleep maintenance",mental and behavioural disorders,30.06.2020,2020,no,na,auspar-lemborexant-220328.pdf,TGA
372650,pm-2021-03679-1-2,lagevrio,molnupiravir,merck sharp & dohme (australia) pty limited,small molecule,capsule,oral,approved,authorised (under additional monitoring),18.01.2022,2022,no,no,molnupiravir is indicated for the treatment of covid-19 in adults.,treatment of adults with covid-19 who do not require initiation of oxygen due to covid-19 and who are at increased risk for hospitalisation or death.,infectious and parasitic diseases; diseases of the respiratory system,17.08.2021,2021,no,na,auspar-molnupiravir-220207.pdf,TGA
"224092, 224093",pm-2014-01099-1-3,gardasil 9,human papillomavirus 9-valent vaccine,merck sharp & dohme australia pty ltd,vaccine,suspension,intramuscular,approved,authorised,22.06.2015,2015,no,no,"prevention of cervical, vulvar, vaginal and anal cancer, precancerous or dysplastic lesions, genital warts, and infection caused by human papillomavirus (hpv) types 6, 11, 16, 18, 31, 33, 45, 52 and 58.","prevention of cervical, vulvar, vaginal and anal cancer, precancerous or dysplastic lesions, genital warts, and infection caused by human papillomavirus (hpv) types 6, 11, 16, 18, 31, 33, 45, 52 and 58.",neoplasms; infectious and parasitic diseases,29.06.2015,2015,no,na,auspar-human-papillomavirus-9-valent-vaccine-170103.pdf,TGA
"209227 (250 iu), 209223 (500 iu), 209224 (1000 iu), 209225 (2000 iu) and 209226 (3000 iu)",pm-2013-00745-1-4,alprolix,eftrenonacog alfa,biogen idec australia pty ltd,biologics,powder,intravenous,approved,authorised,17.04.2014,2014,yes,no,control and prevention of bleeding episodes in adults and children (≥ 12 years) with haemophilia b,control and prevention of bleeding episodes; routine prophylaxis to prevent or reduce the frequency of bleeding episodes; perioperative management in adults and children (≥ 12 years) with haemophilia b,diseases of the blood and blood-forming organs,,,no,na,auspar-eftrenonacog-alfa-141103.pdf,TGA
"75731 and 75732 (xeloda) and 101658, 101701, 122549, 122550, 125804, 128862, 128864, 75454 and 75455 (eloxatin, oxaliplatin dakota, winthrop oxaliplatin)",pm-2010-00909-4/2010-02795-4,"xeloda /eloxatin, oxaliplatin dakota, winthrop oxaliplatin",capecitabine /oxaliplatin,roche products pty ltd/sanofi-aventis australia pty ltd,small molecule,tablet; concentrate; powder,oral; intravenous,approved,authorised,02.02.2011,2011,no,yes,for adjuvant treatment of stage iii (dukes c) colon cancer.,"colon cancer, colorectal cancer, oesophagogastric cancer, breast cancer",neoplasms; diseases of the digestive system,,,yes,,auspar-xeloda-eloxatin.pdf,TGA
319093 and 341450,pm-2022-01977-1-2,flucelvax quad,influenza virus haemagglutinin,seqirus pty ltd,vaccine,suspension,intramuscular,approved,authorised,28.07.2023,2023,no,yes,"for the prevention of influenza caused by influenza virus, types a and b contained in the vaccine. the vaccine is indicated for use in adults and children 6 months of age and older.","for the prevention of influenza caused by influenza virus, types a and b contained in the vaccine. the vaccine is indicated for use in children 6 months to 2 years of age.",infectious and parasitic diseases,30.06.2022,2022,yes,,auspar-flucelvax-quad-231101.pdf,TGA
153980 and 225804,pm-2016-003931-1-5,"victoza, saxenda",liraglutide,novo nordisk pharmaceuticals pty. ltd.,peptides and proteins,solution,subcutaneous,approved,authorised,05.01.2018,2018,no,yes,glycaemic control and prevention of cardiovascular events in adults with type 2 diabetes mellitus,glycaemic control and prevention of cardiovascular events in adults with type 2 diabetes mellitus,"endocrine, nutritional, and metabolic diseases; diseases of the circulatory system",01.02.2017,2017,no,na,auspar-liraglutide-190429.pdf,TGA
232818; 232823; 232824,pm-2014-03908-1-5,prometrium / utrogestan,progesterone,besins healthcare australia pty ltd,small molecule,capsule,oral; vaginal,approved,authorised,28.04.2016,2016,no,yes,treatment of menstrual irregularities; hormone replacement therapy; luteal phase support,treatment of menstrual irregularities; hormone replacement therapy; luteal phase support,"diseases of the genitourinary system; endocrine, nutritional, and metabolic diseases",,,no,na,auspar-progesterone-170601.pdf,TGA
"304764, 304765, 304766 and 304767",pm-2020-06568-1-4,verzenio,abemaciclib,eli lilly australia pty ltd,small molecule,tablet,oral,approved,authorised (under additional monitoring),25.05.2022,2022,no,yes,"adjuvant treatment of patients with hormone receptor (hr) positive, human epidermal growth factor receptor 2 (her2) negative, node-positive early breast cancer at high risk of recurrence.","adjuvant treatment of patients with hormone receptor (hr) positive, human epidermal growth factor receptor 2 (her2) negative, node-positive early breast cancer at high risk of recurrence.",neoplasms,01.02.2021,2021,no,na,auspar-verzenio-221116.pdf,TGA
394890,pm-2022-03551-1-2,comirnaty original /omicron ba.1 covid-19 vaccine,tozinameran and riltozinameran,pfizer australia pty ltd,vaccine,suspension,intramuscular,approved,authorised (under additional monitoring),27.10.2022,2022,no,no,"as a booster dose for active immunisation to prevent coronavirus disease 2019 (covid-19) caused by sars-cov-2, in individuals 12 years of age and older.","as a booster dose for active immunisation to prevent coronavirus disease 2019 (covid-19) caused by sars-cov-2, in individuals 18 years of age and older.",infectious and parasitic diseases,30.08.2022,2022,no,na,auspar-comirnaty-original-omicron-ba1-covid-19-vaccine-20221110.pdf,TGA
158477,sm-2009-00001-3-2,menveo,meningococcal conjugate vaccine,novartis vaccines and diagnostics pty ltd,vaccine,powder; solvent,intramuscular,approved,authorised,20.05.2010,2010,no,no,"active immunisation of adolescents and adults to prevent invasive disease caused by neisseria meningitidis serogroups a, c, w-135 and y.","active immunisation of adolescents and adults to prevent invasive disease caused by neisseria meningitidis serogroups a, c, w-135 and y.",infectious and parasitic diseases,,,no,na,auspar-menveo.pdf,TGA
352630,pm-2021-00020-1-1,ruzurgi,amifampridine,orspec pharma pty ltd,small molecule,tablet,oral,approved,authorised (under additional monitoring),10.09.2021,2021,yes,no,treatment of lambert-eaton myasthenic syndrome (lems) in adults and children aged 6 years and above.,treatment of lambert-eaton myasthenic syndrome (lems) in adults and children aged 6 years and above.,diseases of the nervous system,01.02.2021,2021,yes,,auspar-amifampridine-220412.pdf,TGA
"161444, 161445 and 161448",pm-2009-01135-3-5,"alendraccord, alendrocor, pharmacor alendronate",alendronic acid,accord healthcare pty ltd,small molecule,tablet,oral,approved,authorised,20.09.2010,2010,no,no,for the treatment of osteoporosis and prevention of glucocorticoid-induced osteoporosis in postmenopausal women not receiving oestrogen and who are on long-term corticosteroid therapy.,for the treatment of osteoporosis and prevention of glucocorticoid-induced osteoporosis in postmenopausal women not receiving oestrogen and who are on long-term corticosteroid therapy.,diseases of the musculoskeletal system and connective tissue,,,yes,,auspar-alendraccord.pdf,TGA
"174319, 174322, 174327 and 174326",pm-2010-02212-3-4,yervoy/winglore,ipilimumab,bristol-myers squibb australia pty ltd,biologics,solution,intravenous,approved,authorised,27.06.2011,2011,,no,treatment of advanced melanoma in patients who have received prior therapy,treatment of patients with unresectable or metastatic melanoma who have failed or are intolerant to prior therapy,neoplasms; diseases of the skin,,,no,na,auspar-yervoy.pdf,TGA
