Administration_route,Application_date,Application_year,Current_status,Dataset,Decision,Decision_date,Decision_year,Disease_class(es),Disease_name(s),Document_name,Drug_class,Drug_name,Indication_approved,Indication_approved_extracted,Indication_requested,Indication_requested_extracted,Marketing_authorisation_holder,Marketing_authorisation_holder_extracted,Marketing_authorisation_number,Non_proprietary_name,Nonclinical_abridged,Orphan_drug_status,Pharmaceutical_form,Procedure_number,Referral_body,Agency
ophthalmic,,,authorised,fda,approved,30.06.2017,2017,,,,small molecule,moxifloxacin hydrochloride,,,,,apotex,apotex,anda090080,moxifloxacin hydrochloride,yes,no,solution; drops,,no,FDA
oral,,,authorised,fda,approved,07.09.2010,2010,,,,small molecule,drospirenone and ethinyl estradiol,,,,,dr reddys labs sa,dr reddys,anda090081,drospirenone,yes,no,tablet,,no,FDA
oral,,,authorised,fda,approved,17.06.2010,2010,,,,small molecule,alprazolam,,,,,sun pharm,sun,anda090082,alprazolam,yes,no,tablet,,no,FDA
oral,,,authorised,fda,approved,06.10.2010,2010,,,,small molecule,losartan potassium,,,,,aurobindo pharma,aurobindo,anda090083,losartan potassium,yes,no,tablet,,no,FDA
oral,,,discontinued,fda,approved,22.03.2011,2011,,,,small molecule,oxycodone and aspirin,,,,,actavis labs fl inc,actavis,anda090084,aspirin,yes,no,tablet,,no,FDA
oral,,,discontinued,fda,approved,28.06.2010,2010,,,,small molecule,anastrozole,,,,,fresenius kabi usa,fresenius,anda090088,anastrozole,yes,no,tablet,,no,FDA
oral,,,authorised,fda,approved,25.04.2008,2008,,,,small molecule,zidovudine,,,,,hetero labs ltd iii,hetero,anda090092,zidovudine,yes,no,tablet,,no,FDA
oral,,,discontinued,fda,approved,24.09.2008,2008,,,,small molecule,didanosine,,,,,aurobindo pharma,aurobindo,anda090094,didanosine,yes,no,capsule; pellet,,no,FDA
oral,,,authorised,fda,approved,21.12.2010,2010,,,,small molecule,dutasteride,,,,,barr,barr,anda090095,dutasteride,yes,no,capsule,,no,FDA
oral,,,discontinued,fda,approved,25.09.2008,2008,,,,small molecule,moexipril hydrochloride and hydrochlorothiazide,,,,,chartwell rx,chartwell,anda090096,hydrochlorothiazide,yes,no,tablet,,no,FDA
oral,,,authorised,fda,approved,20.03.2009,2009,,,,small molecule,liothyronine sodium,,,,,dr reddys labs sa,dr reddys,anda090097,liothyronine sodium,yes,no,tablet,,no,FDA
topical,,,discontinued,fda,approved,22.03.2010,2010,,,,small molecule,tretinoin,,,,,allergan,allergan,anda090098,tretinoin,yes,no,cream,,no,FDA
injection,,,discontinued,fda,approved,13.05.2010,2010,,,,small molecule,fosphenytoin sodium,,,,,am regent,am regent,anda090099,fosphenytoin sodium,yes,no,injectable,,no,FDA
oral,,,authorised,fda,approved,24.10.2012,2012,,,,small molecule,donepezil hydrochloride,,,,,zydus lifesciences,zydus,anda090100,donepezil hydrochloride,yes,no,tablet,,no,FDA
injection,,,authorised,fda,approved,26.11.2008,2008,,,,small molecule,irinotecan hydrochloride,,,,,teva pharms usa,teva,anda090101,irinotecan hydrochloride,yes,no,injectable,,no,FDA
oral,,,discontinued,fda,approved,26.05.2009,2009,,,,small molecule,ranitidine hydrochloride,,,,,torrent,torrent,anda090102,ranitidine hydrochloride,yes,no,syrup,,no,FDA
oral,,,authorised,fda,approved,07.04.2014,2014,,,,small molecule,nimodipine,,,,,thepharmanetwork llc,thepharmanetwork,anda090103,nimodipine,yes,no,capsule,,no,FDA
oral,,,authorised,fda,approved,01.07.2011,2011,,,,small molecule,zolpidem tartrate,,,,,sandoz,sandoz,anda090107,zolpidem tartrate,yes,no,tablet,,no,FDA
injection,,,authorised,fda,approved,30.09.2011,2011,,,,small molecule,clindamycin phosphate,,,,,sagent pharms inc,sagent,anda090108,clindamycin phosphate,yes,no,injectable,,no,FDA
injection,,,authorised,fda,approved,30.09.2011,2011,infectious and parasitic diseases; diseases of the respiratory system; diseases of the skin; diseases of the musculoskeletal system and connective tissue; diseases of the genitourinary system; diseases of the digestive system,"<respiratory tract infections>; <pneumonia>; <empyema>; <lung abscess>; <skin diseases, bacterial>; <endometritis>; <tubo-ovarian abscess>; <pelvic cellulitis>; <peritonitis>; <intraabdominal abscess>; <septicemia>; <osteomyelitis>",,small molecule,clindamycin phosphate,"indications and usage clindamycin injection, usp is indicated in the treatment of serious infections caused by susceptible anaerobic bacteria. clindamycin injection, usp is also indicated in the treatment of serious infections due to susceptible strains of streptococci, pneumococci, and staphylococci. its use should be reserved for penicillin-allergic patients or other patients for whom, in the judgment of the physician, a penicillin is inappropriate. because of the risk of antibiotic-associated pseudomembranous colitis, as described in the boxed warning , before selecting clindamycin the physician should consider the nature of the infection and the suitability of less toxic alternatives (e.g., erythromycin). bacteriologic studies should be performed to determine the causative organisms and their susceptibility to clindamycin. indicated surgical procedures should be performed in conjunction with antibiotic therapy. clindamycin injection, usp is indicated in the treatment of serious infections caused by susceptible strains of the designated organisms in the conditions listed below: lower respiratory tract infections including pneumonia, empyema, and lung abscess caused by anaerobes, streptococcus pneumoniae, other streptococci (except e. faecalis ), and staphylococcus aureus. skin and skin structure infections caused by streptococcus pyogenes, staphylococcus aureus , and anaerobes. gynecological infections including endometritis, nongonococcal tubo-ovarian abscess, pelvic cellulitis, and postsurgical vaginal cuff infection caused by susceptible anaerobes. intra-abdominal infections including peritonitis and intra-abdominal abscess caused by susceptible anaerobic organisms. septicemia caused by staphylococcus aureus , streptococci (except enterococcus faecalis ), and susceptible anaerobes. bone and joint infections including acute hematogenous osteomyelitis caused by staphylococcus aureus and as adjunctive therapy in the surgical treatment of chronic bone and joint infections due to susceptible organisms. to reduce the development of drug-resistant bacteria and maintain the effectiveness of clindamycin injection, usp and other antibacterial drugs, clindamycin injection, usp should be used only to treat or prevent infections that are proven or strongly suspected to be caused by susceptible bacteria. when culture and susceptibility information are available, they should be considered in selecting or modifying antibacterial therapy. in the absence of such data, local epidemiology and susceptibility patterns may contribute to the empiric selection of therapy.",,,,sagent pharms inc,sagent,anda090109,clindamycin phosphate,yes,no,injectable,,no,FDA
injection,,,discontinued,fda,approved,29.06.2011,2011,,,,peptides and proteins,polymyxin b sulfate,,,,,rising,rising,anda090110,polymyxin b sulfate,yes,no,injectable,,no,FDA
oral,,,discontinued,fda,approved,22.12.2009,2009,,,,small molecule,mycophenolate mofetil,,,,,strides pharma,strides,anda090111,mycophenolate mofetil,yes,no,capsule,,no,FDA
oral,,,authorised,fda,approved,28.03.2011,2011,pregnancy and childbirth,not reported,,small molecule,syeda,1 indications and usage syeda (drospirenone and ethinyl estradiol tablets) is indicated for use by women to prevent pregnancy. syeda ® (drospirenone and ethinyl estradiol tablets) is an estrogen/progestin coc indicated for use by women to prevent pregnancy. ( 1 ),,,,xiromed,not reported,anda090114,drospirenone,yes,no,tablet,,no,FDA
injection,,,discontinued,fda,approved,14.04.2010,2010,,,,small molecule,ondansetron hydrochloride,,,,,chartwell molecular,chartwell,anda090116,ondansetron hydrochloride,yes,no,injectable,,no,FDA
oral,,,discontinued,fda,approved,23.12.2008,2008,,,,small molecule,hydrocodone bitartrate and acetaminophen,,,,,sun pharm inds inc,sun,anda090118,acetaminophen,yes,no,tablet,,no,FDA
oral,,,authorised,fda,approved,27.03.2012,2012,,,,small molecule,quetiapine fumarate,,,,,hikma,hikma,anda090120,quetiapine fumarate,yes,no,tablet,,no,FDA
oral,,,authorised,fda,approved,23.02.2010,2010,diseases of the genitourinary system,<prostatic hyperplasia>,,small molecule,finasteride,"1 indications and usage finasteride, is a 5α-reductase inhibitor, indicated for the treatment of symptomatic benign prostatic hyperplasia (bph) in men with an enlarged prostate to ( 1.1 ): improve symptoms reduce the risk of acute urinary retention reduce the risk of the need for surgery including transurethral resection of the prostate (turp) and prostatectomy. finasteride administered in combination with the alpha-blocker doxazosin is indicated to reduce the risk of symptomatic progression of bph (a confirmed ≥4 point increase in american urological association (aua) symptom score) ( 1.2 ). limitations of use : finasteride is not approved for the prevention of prostate cancer ( 1.3 ). 1.1 monotherapy finasteride tablets 5 mg are indicated for the treatment of symptomatic benign prostatic hyperplasia (bph) in men with an enlarged prostate to: -improve symptoms -reduce the risk of acute urinary retention -reduce the risk of the need for surgery including transurethral resection of the prostate (turp) and prostatectomy. 1.2 combination with alpha-blocker finasteride tablets 5 mg administered in combination with the alpha-blocker doxazosin is indicated to reduce the risk of symptomatic progression of bph (a confirmed ≥4 point increase in american urological association (aua) symptom score). 1.3 limitations of use finasteride is not approved for the prevention of prostate cancer.",,,,accord hlthcare,accord,anda090121,finasteride,yes,no,tablet,,no,FDA
oral,,,authorised,fda,approved,18.02.2009,2009,,,,small molecule,meprobamate,,,,,alembic pharms ltd,alembic,anda090122,meprobamate,yes,no,tablet,,no,FDA
oral,,,authorised,fda,approved,04.08.2008,2008,,,,small molecule,alendronate sodium,,,,,aurobindo pharma,aurobindo,anda090124,alendronate sodium,yes,no,tablet,,no,FDA
injection,,,discontinued,fda,approved,17.11.2009,2009,,,,small molecule,nicardipine hydrochloride,,,,,navinta llc,navinta,anda090125,nicardipine hydrochloride,yes,no,injectable,,no,FDA
oral,,,discontinued,fda,approved,21.03.2011,2011,,,,small molecule,famciclovir,,,,,hikma,hikma,anda090128,famciclovir,yes,no,tablet,,no,FDA
injection,,,authorised,fda,approved,09.12.2009,2009,,,,small molecule,paclitaxel,,,,,actavis totowa,actavis,anda090130,paclitaxel,yes,no,injectable,,no,FDA
oral,,,authorised,fda,approved,25.10.2017,2017,,,,small molecule,carvedilol phosphate,,,,,sun pharm industries,sun,anda090132,carvedilol phosphate,yes,no,capsule,,no,FDA
oral,,,authorised,fda,approved,14.12.2011,2011,,,,small molecule,doxycycline hyclate,,,,,actavis elizabeth,actavis,anda090134,doxycycline hyclate,yes,no,tablet,,no,FDA
oral,,,authorised,fda,approved,25.02.2010,2010,,,,small molecule,ropinirole hydrochloride,,,,,glenmark pharms ltd,glenmark,anda090135,ropinirole hydrochloride,yes,no,tablet,,no,FDA
injection,,,discontinued,fda,approved,12.11.2009,2009,,,,small molecule,irinotecan hydrochloride,,,,,sandoz,sandoz,anda090137,irinotecan hydrochloride,yes,no,injectable,,no,FDA
oral,,,authorised,fda,approved,22.05.2018,2018,,,,small molecule,tadalafil,,,,,teva pharms usa,teva,anda090141,tadalafil,yes,no,tablet,,no,FDA
oral,,,discontinued,fda,approved,30.08.2011,2011,,,,small molecule,children's cetirizine hydrochloride allergy; children's cetirizine hydrochloride hives relief,,,,,sun pharm,sun,anda090142,cetirizine hydrochloride,yes,no,tablet,,no,FDA
ophthalmic,,,authorised,fda,approved,25.06.2009,2009,,,,small molecule,dorzolamide hydrochloride,,,,,bausch and lomb,bausch lomb,anda090143,dorzolamide hydrochloride,yes,no,solution; drops,,no,FDA
oral,,,authorised,fda,approved,25.01.2012,2012,,,,small molecule,"peg-3350, sodium sulfate, sodium chloride, potassium chloride, sodium ascorbate and ascorbic acid",,,,,novel labs inc,novel,anda090145,ascorbic acid,yes,no,solution,,no,FDA
topical,,,authorised,fda,approved,25.05.2010,2010,,,,small molecule,ciclopirox,,,,,fougera pharms,fougera,anda090146,ciclopirox,yes,no,shampoo,,no,FDA
oral,,,authorised,fda,approved,05.07.2011,2011,,,,small molecule,amlodipine besylate and benazepril hydrochloride,,,,,dr reddys labs inc,dr reddys,anda090149,amlodipine besylate,yes,no,capsule,,no,FDA
oral,,,discontinued,fda,approved,11.08.2010,2010,,,,small molecule,losartan potassium and hydrochlorothiazide,,,,,apotex,apotex,anda090150,hydrochlorothiazide,yes,no,tablet,,no,FDA
oral,,,authorised,fda,approved,30.04.2012,2012,,,,small molecule,pramipexole dihydrochloride,,,,,zennova,zennova,anda090151,pramipexole dihydrochloride,yes,no,tablet,,no,FDA
oral,,,discontinued,fda,approved,25.03.2013,2013,,,,small molecule,zolpidem tartrate,,,,,actavis labs fl inc,actavis,anda090153,zolpidem tartrate,yes,no,tablet,,no,FDA
oral,,,none (conditional marketing authorisation),fda,conditional marketing authorisation,03.08.2009,2009,,,,small molecule,efavirenz,,,,,cipla limited,cipla,anda090155,efavirenz,yes,no,capsule,,no,FDA
oral,,,discontinued,fda,approved,14.02.2011,2011,,,,small molecule,gabapentin,,,,,norvium bioscience,norvium,anda090158,gabapentin,yes,no,capsule,,no,FDA
oral,,,authorised,fda,approved,15.11.2018,2018,,,,small molecule,abacavir sulfate and lamivudine,,,,,aurobindo pharma ltd,aurobindo,anda090159,abacavir sulfate,yes,no,tablet,,no,FDA
oral,,,authorised,fda,approved,15.03.2012,2012,,,,small molecule,divalproex sodium,,,,,dr reddys labs ltd,dr reddys,anda090161,divalproex sodium,yes,no,tablet,,no,FDA
oral,,,authorised,fda,approved,27.03.2009,2009,diseases of the nervous system,<seizures>; <lennox-gastaut syndrome>; <migraine>,,small molecule,topiramate,"1. indications and usage 1.1 monotherapy epilepsy topiramate tablets are indicated as initial monotherapy for the treatment of partial-onset or primary generalized tonic-clonic seizures in patients 2 years of age and older. 1.2 adjunctive therapy epilepsy topiramate tablets are indicated as adjunctive therapy for the treatment of partial-onset seizures, primary generalized tonic-clonic seizures, and seizures associated with lennox-gastaut syndrome in patients 2 years of age and older. 1.3 migraine topiramate tablets are indicated for the preventive treatment of migraine in patients 12 years of age and older.",,,,unichem labs ltd,unichem,anda090162,topiramate,yes,no,tablet,,no,FDA
injection,,,authorised,fda,approved,24.06.2009,2009,,,,small molecule,epirubicin hydrochloride,,,,,epic pharma llc,epic,anda090163,epirubicin hydrochloride,yes,no,injectable,,no,FDA
injection,,,discontinued,fda,approved,01.06.2009,2009,,,,small molecule,triamcinolone acetonide,,,,,sandoz,sandoz,anda090164,triamcinolone acetonide,yes,no,injectable,,no,FDA
oral,,,authorised,fda,approved,28.08.2018,2018,,,,small molecule,aripiprazole,,,,,square pharms,square,anda090165,aripiprazole,yes,no,tablet,,no,FDA
injection,,,discontinued,fda,approved,27.05.2009,2009,,,,small molecule,triamcinolone acetonide,,,,,sandoz,sandoz,anda090166,triamcinolone acetonide,yes,no,injectable,,no,FDA
oral,,,authorised,fda,approved,28.11.2012,2012,,,,small molecule,benztropine mesylate,,,,,leading,not reported,anda090168,benztropine mesylate,yes,no,tablet,,no,FDA
