Marketing_authorisation_number,Procedure_number,Drug_name,Non_proprietary_name,Marketing_authorisation_holder,Drug_class,Pharmaceutical_form,Administration_route,Decision,Current_status,Decision_date,Decision_year,Orphan_drug_status,Indication_extended,Indication_requested,Indication_approved,Disease_class(es),Application_date,Application_year,Nonclinical_abridged,Referral_body,Document_name,Agency
68695,,milgamma,benfotiamine,maras ag,small molecule,tablet,oral,approved,authorised,06.04.2023,2023,no,no,"treatment of conditions that are responsive to vitamin b1 administration, such as treatment and prophylaxis of vitamin b1 deficiency conditions, if they cannot be solved by dietary means. treatment of neurological disorders associated with vitamin b1 deficiency, such as alcoholic or diabetic polyneuropathy, which can manifest in sensory impairments (e.g. pain, tingling, numbness) in the extremities. treatment of cardiovascular disorders associated with vitamin b1 deficiency in diabetic patients.","treatment of disorders responding to administration of vitamin b1, such as: treatment and prophylaxis of vitamin b1 deficiency that cannot be corrected by dietary means; treatment of neurological disorders associated with vitamin b1 deficiency, such as alcoholic or diabetic polyneuropathy, which can manifest as sensory disturbances (e.g. pain, tingling, numbness) in the extremities; treatment of cardiovascular disease associated with vitamin b1 deficiency in people with diabetes mellitus.","endocrine, nutritional, and metabolic diseases; diseases of the nervous system; diseases of the circulatory system",04.10.2021,2021,yes,na,swiss_public_assessment_report__milgamma.pdf,Swissmedic
67083,emea/h/c/002294,vyndaqel,tafamidis,pfizer ag,small molecule,capsule,oral,approved,authorised,05.03.2020,2020,yes,no,treatment of transthyretin amyloidosis in adult patients with wild-type or hereditary cardiomyopathy to reduce all-cause mortality and cardiovascular-related hospitalisation,treatment of transthyretin amyloidosis in adult patients with wild-type or hereditary cardiomyopathy to reduce all-cause mortality and cardiovascular-related hospitalisation,diseases of the circulatory system,15.04.2019,2019,no,na,swisspar_-vyndaqel_-final.pdf,Swissmedic
67244,,beovu,brolucizumab,novartis pharma schweiz ag,biologics,solution,intravitreal,approved,authorised (under additional monitoring),02.06.2022,2022,no,yes,treatment of neovascular (wet) age-related macular degeneration (amd) and diabetic macular oedema (dme),treatment of neovascular (wet) age-related macular degeneration (amd) and diabetic macular oedema (dme),"diseases of the eye and adnexa; endocrine, nutritional, and metabolic diseases",30.08.2021,2021,yes,na,swisspar_final.pdf,Swissmedic
68609,,opdualag,"relatlimab, nivolumab",bristol-myers squibb sa,biologics,concentrate,intravenous,approved,authorised,23.12.2022,2022,no,no,opdualag is indicated for the treatment of adult and paediatric patients (12 years and older and with 40 kg minimum body weight) with unresectable or metastatic melanoma.,opdualag is indicated for the first-line treatment of adults with unresectable or metastatic melanoma with a pd-l1 expression < 1%.,neoplasms; diseases of the skin,17.08.2021,2021,no,na,swisspar_–_opdualag.pdf,Swissmedic
67632,,aklief,trifarotene,galderma sa,small molecule,cream,cutaneous,approved,authorised (under additional monitoring),16.12.2020,2020,no,no,"aklief is indicated for the cutaneous treatment of acne vulgaris of the face and/or trunk in patients from 9 years of age and older, when many comedones, papules and pustules are present.","aklief is indicated for the topical treatment of moderate acne vulgaris on the face and/or torso in patients aged 12 and over, if more than half the surface is affected, in the presence of numerous comedones, papules and pustules.",diseases of the skin,01.07.2019,2019,no,na,swisspar_aklief.pdf,Swissmedic
69436,,altuvoct,efanesoctocog alfa,swedish orphan biovitrum ag,biologics,powder; solvent,intravenous,approved,authorised (under additional monitoring),02.09.2024,2024,yes,no,altuvoct is indicated for the treatment and prophylaxis of bleeding in patients with haemophilia a (congenital factor viii deficiency). altuvoct can be used for all age groups.,altuvoct is indicated for the treatment and prophylaxis of bleeding in patients with haemophilia a (congenital factor viii deficiency). altuvoct can be used for all age groups.,diseases of the blood and blood-forming organs,16.06.2023,2023,yes,fda,swisspar_altuvoct.pdf,Swissmedic
69128,,aquipta,atogepant,abbvie ag,small molecule,tablet,oral,approved,authorised (under additional monitoring),06.03.2024,2024,no,no,aquipta is indicated for the preventive treatment of migraine in adults who have at least 4 migraine attacks per month.,"prophylactic treatment of migraine in adults, when indicated.",diseases of the nervous system,16.09.2022,2022,yes,fda; ema,swisspar_aquipta.pdf,Swissmedic
69389,,awiqli flextouch,insulin icodec,novo nordisk pharma ag,peptides and proteins,solution,subcutaneous,approved,authorised (under additional monitoring),07.03.2024,2024,no,no,treatment of diabetes mellitus in adults.,treatment of diabetes mellitus in adults.,"endocrine, nutritional, and metabolic diseases",14.04.2023,2023,no,na,swisspar_awiqli.pdf,Swissmedic
68294,,ayvakyt,avapritinib,blueprint medicines (switzerland),small molecule,tablet,oral,approved,authorised,06.07.2023,2023,yes,no,gastrointestinal stromal tumour (gist) with pdgfra exon 18 mutation; advanced systemic mastocytosis (advsm),gastrointestinal stromal tumour (gist) with pdgfra d842v mutation; advanced systemic mastocytosis (advsm) after at least one previous systemic therapy,neoplasms; diseases of the blood and blood-forming organs,18.11.2021,2021,yes,fda,swisspar_ayvakyt.pdf,Swissmedic
67488,,besremi,ropeginterferon alfa-2b,orpha swiss gmbh,biologics,solution,subcutaneous,approved,authorised,01.07.2020,2020,yes,no,besremi is indicated as monotherapy in adults for the treatment of polycythaemia vera without symptomatic splenomegaly.,besremi is indicated as monotherapy for the treatment of adult patients with polycythaemia vera without symptomatic splenomegaly and with an indication for cytoreductive therapy.,neoplasms; diseases of the blood and blood-forming organs,22.03.2019,2019,yes,european medicines agency,swisspar_besremi.pdf,Swissmedic
68477,,camzyos,mavacamten,bristol-myers squibb sa,small molecule,capsule,oral,approved,authorised (under additional monitoring),25.04.2023,2023,yes,no,"treatment of symptomatic (new york heart association, nyha, class ii-iii) obstructive hypertrophic cardiomyopathy (ohcm) in adult patients.","camzyos is indicated for the treatment of adult patients with symptomatic (nyha, class ii-iii) obstructive hypertrophic cardiomyopathy (ohcm) to improve functional capacity and associated symptoms.",diseases of the circulatory system,18.10.2021,2021,no,na,swisspar_camzyos_mit_fi.pdf,Swissmedic
68297,,columvi,glofitamab,roche pharma (schweiz) ag,biologics,concentrate,intravenous,conditional marketing authorisation,authorised (under additional monitoring),07.11.2023,2023,yes,no,"glofitamab is indicated for the treatment of adult patients with relapsed or refractory large b-cell lymphoma after 2 or more lines of systemic therapy, including diffuse large b-cell lymphoma (dlbcl) not otherwise specified, dlbcl arising from follicular lymphoma, high-grade b-cell lymphoma (hgbcl), and primary mediastinal b-cell lymphoma (pmbcl).","columvi is indicated for the treatment of adult patients with relapsed or refractory diffuse large b-cell lymphoma (dlbcl) after 2 or more lines of systemic therapy, including an antibody that targets cd20 and an anthracycline. furthermore, the patients must exhibit progression after prior anti-cd19-targeted car t-cell therapy or be ineligible for such treatment.",neoplasms; diseases of the blood and blood-forming organs,01.12.2022,2022,no,na,swisspar_columvi_mit_fi.pdf,Swissmedic
67451,,tegsedi®,inotersen,"sfl pharma gmbh (now swedish orphan biovitrum ag, basel)",other,solution,subcutaneous,approved,withdrawn,31.05.2021,2021,yes,no,tegsedi is indicated for the treatment of stage 1 or stage 2 polyneuropathy in adult patients with hereditary transthyretin amyloidosis (hattr).,tegsedi is indicated for the treatment of stage 1 or stage 2 polyneuropathy in adult patients with hereditary transthyretin amyloidosis (hattr).,diseases of the nervous system,27.06.2019,2019,yes,ema,2024-10-08_swisspar_tegsedi_art13_final_fi_engl.pdf,Swissmedic
67741,,blenrep,belantamab mafodotin,glaxosmithkline ag,biologics,powder,intravenous,conditional marketing authorisation,withdrawn,20.06.2022,2022,yes,no,"treatment of patients with relapsed/refractory multiple myeloma who have received at least four prior therapies including an anti-cd38 antibody, a proteasome inhibitor, and an immunomodulatory agent","monotherapy for the treatment of multiple myeloma in adult patients who have already received at least four prior therapy lines and whose disease is refractory to at least one proteasome inhibitor, one immunomodulatory agent and an anti-cd38 monoclonal antibody, and who demonstrated disease progression during the most recent therapy",neoplasms; diseases of the blood and blood-forming organs,08.03.2021,2021,no,na,assessment_report_swisspar_blenrep_final_mit_fi.pdf,Swissmedic
68026,,veklury,remdesivir,gilead sciences switzerland sàrl,small molecule,powder,intravenous,approved,authorised (under additional monitoring),05.04.2023,2023,no,yes,treatment of coronavirus disease 2019 (covid-19) in adults and paediatric patients with pneumonia requiring supplemental oxygen and those at risk of developing severe covid-19,treatment of coronavirus disease 2019 (covid-19) in adults and paediatric patients with pneumonia requiring supplemental oxygen and those at increased risk of developing severe covid-19,infectious and parasitic diseases,02.08.2022,2022,no,na,swisspar_veklury_final.pdf,Swissmedic
68704,,evusheld,"tixagevimab, cilgavimab",astrazeneca ag,biologics,solution,intramuscular,conditional marketing authorisation,authorised (under additional monitoring),27.04.2023,2023,no,yes,treatment of covid-19 in adults and paediatric individuals (12 years of age and older weighing at least 40 kg),treatment of mild-to-moderate covid-19 in adults and adolescents (from 12 years of age with minimum body weight of 40 kg) who do not require supplemental oxygen or hospitalisation due to covid-19 and who are at risk of progressing to severe covid-19,infectious and parasitic diseases; diseases of the respiratory system,01.09.2022,2022,yes,na,swisspar_evusheld-2.pdf,Swissmedic
67998,,brukinsa,zanubrutinib,beigene switzerland gmbh,small molecule,capsule,oral,approved,authorised (under additional monitoring),29.08.2023,2023,yes,yes,brukinsa is indicated for the treatment of adult patients with chronic lymphocytic leukaemia (cll) or small lymphocytic lymphoma (sll).,brukinsa is indicated as monotherapy for the treatment of adult patients with chronic lymphocytic leukaemia (cll) who have received one or more prior therapies.,neoplasms; diseases of the blood and blood-forming organs,25.05.2022,2022,yes,na,swisspar_brukinsa_g102680156.pdf,Swissmedic
66738,,alunbrig,brigatinib,takeda pharma ag,small molecule,tablet,oral,approved,authorised,04.05.2021,2021,yes,no,"alunbrig is indicated as monotherapy for the treatment of adult patients with anaplastic lymphoma kinase (alk)-positive, advanced, non-small cell lung cancer (nsclc), who have previously not been treated with an alk-inhibitor. alunbrig is indicated as monotherapy for the treatment of adult patients with anaplastic lymphoma kinase (alk)-positive, advanced, non-small cell lung cancer (nsclc), who have previously been treated with crizotinib.",alunbrig is indicated as monotherapy for the treatment of adult patients with anaplastic lymphoma kinase (alk)-positive locally advanced or metastatic non-small cell lung cancer (nsclc) previously untreated with an alk inhibitor. alunbrig is indicated as monotherapy for the treatment of adult patients with anaplastic lymphoma kinase (alk)-positive metastatic non-small cell lung cancer (nsclc) who have progressed on previous treatment with crizotinib.,neoplasms; diseases of the respiratory system,03.03.2020,2020,no,na,swisspar_alunbrig-1.pdf,Swissmedic
68960,,tevimbra,tislelizumab,beigene switzerland gmbh,biologics,concentrate,intravenous,approved,authorised (under additional monitoring),11.04.2024,2024,no,no,"tevimbra, as monotherapy, is indicated for the treatment of adult patients with unresectable, recurrent, locally advanced or metastatic oesophageal squamous cell carcinoma after prior systemic therapy.","tevimbra is indicated as monotherapy for the second-line treatment of adult patients with advanced or metastatic oesophageal squamous cell carcinoma who have progressed on or after platinum-based systemic therapy, who have not received prior immune checkpoint inhibitor therapy.",neoplasms; diseases of the digestive system,08.08.2022,2022,no,na,swisspar_tevimbra.pdf,Swissmedic
67729,,zepzelca,lurbinectedin,pharmamar ag,small molecule,lyophilisate,intravenous,conditional marketing authorisation,authorised (under additional monitoring),07.03.2023,2023,yes,no,zepzelca is indicated for the treatment of patients with metastatic small cell lung cancer (sclc) with disease progression on or after platinum-containing therapy and with no central nervous system (cns) metastases.,zepzelca is indicated for the treatment of adult patients with metastatic small cell lung cancer (sclc) who have progressed after platinum-containing therapy with a subsequent chemotherapy-free interval (ctfi) ≥30 days and with no central nervous system (cns) metastases.,neoplasms; diseases of the respiratory system,20.06.2022,2022,yes,us fda,swisspar_zepzelca.pdf,Swissmedic
68221,,menquadfi,"polysaccharida neisseriae meningitidis (a, c, w-135, y) conjugatum cum toxoidum tetani",sanofi-aventis (suisse) sa,vaccine,solution,intramuscular,approved,authorised,05.10.2022,2022,no,no,"active immunisation of individuals from the age of 12 months and older, against invasive meningococcal disease caused by neisseria meningitidis serogroups a, c, w and y.","active immunisation of individuals from the age of 12 months and older against invasive meningococcal disease caused by neisseria meningitidis serogroups a, c, w and y.",infectious and parasitic diseases,01.10.2020,2020,yes,ema,swisspar_menquadfi.pdf,Swissmedic
69049,,talvey,talquetamab,janssen-cilag ag,biologics,solution,subcutaneous,conditional marketing authorisation,authorised (under additional monitoring),30.10.2023,2023,yes,no,"treatment of adult patients with relapsed or refractory multiple myeloma who have received at least 4 prior therapies, including a proteasome inhibitor, an immunomodulatory agent, and an anti-cd38 monoclonal antibody.","monotherapy for treatment of adult patients with relapsed or refractory multiple myeloma who have received at least 3 prior lines of therapy, including a proteasome inhibitor, an immunomodulatory agent, and an anti-cd38 monoclonal antibody, and have demonstrated disease progression on or after their last line of therapy.",neoplasms; diseases of the blood and blood-forming organs,09.01.2023,2023,no,na,swisspar_talvey_g102689436.pdf,Swissmedic
68373,,idefirix,imlifidase,voisin consulting ch sàrl,biologics,powder,intravenous,conditional marketing authorisation,authorised (under additional monitoring),06.05.2022,2022,yes,no,idefirix is indicated for desensitisation treatment of highly sensitised adult kidney transplant patients with positive crossmatch against an available deceased donor.,idefirix can be used before a kidney transplant for rapid and temporary inactivation of immunoglobulin g (igg) in adult patients with positive crossmatch against an available deceased donor.,diseases of the genitourinary system,06.07.2021,2021,yes,ema,swisspar_idefirix_final.pdf,Swissmedic
68603,,fabhalta,iptacopan,novartis pharma schweiz ag,small molecule,capsule,oral,approved,authorised (under additional monitoring),29.08.2024,2024,yes,no,fabhalta is indicated for the treatment of adult patients with paroxysmal nocturnal haemoglobinuria (pnh).,fabhalta is indicated as monotherapy for the treatment of adult patients with paroxysmal nocturnal haemoglobinuria (pnh) who have had an inadequate response despite at least 6 months of treatment with a c5 inhibitor.,diseases of the blood and blood-forming organs,20.06.2023,2023,no,na,swisspar_fabhalta.pdf,Swissmedic
68726,,mounjaro,tirzepatide,eli lilly (suisse) sa,peptides and proteins,solution,subcutaneous,approved,authorised,02.11.2022,2022,no,no,mounjaro is used to treat adults with type 2 diabetes mellitus in addition to diet and exercise.,mounjaro is indicated for the treatment of adults with insufficiently controlled type 2 diabetes mellitus as an adjunct to diet and exercise - as monotherapy when metformin is contraindicated or not tolerated; - in combination with other drugs that lower blood glucose.,"endocrine, nutritional, and metabolic diseases",30.11.2021,2021,no,na,swisspar_mounjaro_final.pdf,Swissmedic
67583,,nilemdo,acidum bempedoicum,pharmacontext gmbh,small molecule,tablet,oral,approved,authorised,14.12.2020,2020,no,no,"nilemdo is indicated in adults with primary hypercholesterolaemia (heterozygous familial and non-familial) as an adjunct to diet: in combination with a statin or statin with other lipid-lowering therapies in patients unable to reach ldl-c goals with the maximum tolerated dose of a statin or, alone or in combination with other lipid-lowering therapies in patients who are statin-intolerant, or for whom a statin is contraindicated.",nilemdo is indicated as an adjunct to diet and in combination with the maximum tolerated dose of a statin with or without other lipid-lowering therapies for the treatment of adults with clinical manifestations of atherosclerotic cardiovascular disease or heterozygous familial hypercholesterolaemia who need additional ldl-c lowering.,"endocrine, nutritional, and metabolic diseases; diseases of the circulatory system",27.05.2019,2019,no,na,swisspar_nilemdo_final.pdf,Swissmedic
67359,,piqray,alpelisib,novartis pharma schweiz ag,small molecule,tablet,oral,approved,authorised,24.03.2020,2020,no,no,"piqray is indicated for the treatment of postmenopausal women and men with hormone receptor (hr)-positive, human epidermal growth factor receptor 2 (her2)-negative, advanced breast cancer with a pik3ca mutation in combination with fulvestrant after disease progression following an endocrine-based therapy.","piqray is used in combination with fulvestrant for the treatment of postmenopausal women with hormone receptor (hr)-positive, human epidermal growth factor receptor 2 (her2)-negative, advanced breast cancer with a pik3ca mutation after disease progression when patients have previously received endocrine therapy including an aromatase inhibitor.",neoplasms,06.03.2019,2019,no,na,swisspar_piqray_final.pdf,Swissmedic
67525,,sarclisa,isatuximab,sanofi-aventis (suisse) sa,biologics,concentrate,intravenous,approved,authorised (under additional monitoring),12.06.2023,2023,yes,yes,sarclisa is indicated in combination with carfilzomib and dexamethasone for the treatment of adult patients with multiple myeloma who have received at least one prior line of therapy.,sarclisa is indicated in combination with carfilzomib and dexamethasone for the treatment of adult patients with multiple myeloma who have received 1 to 3 prior lines of therapy.,neoplasms; diseases of the blood and blood-forming organs,30.09.2022,2022,yes,na,swisspar_sarclisa_ie_2l_mm.pdf,Swissmedic
68114,,ponvory,ponesimod,janssen-cilag ag,small molecule,tablet,oral,approved,authorised,16.11.2021,2021,no,no,ponvory is indicated for the treatment of adult patients with relapsing forms of multiple sclerosis (rms),ponvory is indicated for the treatment of adult patients with relapsing remitting forms of multiple sclerosis (rrms) with active disease defined by clinical or imaging features,diseases of the nervous system,31.07.2020,2020,no,na,swisspar_ponvory.pdf,Swissmedic
68797,,elzonris,tagraxofusp,stemline therapeutics switzerland gmbh,biologics,concentrate,intravenous,approved,authorised,03.02.2023,2023,yes,no,elzonris is indicated for the treatment of adult patients and in paediatric patients 2 years and older with blastic plasmacytoid dendritic cell neoplasm (bpdcn).,elzonris is indicated for the first-line treatment of adult patients with blastic plasmacytoid dendritic cell neoplasm (bpdcn).,neoplasms; diseases of the blood and blood-forming organs,19.04.2022,2022,no,na,swisspar_elzonris_final.pdf,Swissmedic
68441,,scemblix,asciminib,novartis pharma schweiz ag,small molecule,tablet,oral,approved,authorised (under additional monitoring),09.06.2022,2022,yes,no,treatment of adult patients with philadelphia chromosome-positive chronic myeloid leukaemia in chronic phase (ph+ cml-cp) previously treated with two or more tyrosine kinase inhibitors,"treatment of adult patients with philadelphia chromosome-positive chronic myeloid leukaemia (ph+ cml) in chronic phase (cp), in whom previous administration of two or more tyrosine kinase inhibitors has resulted in treatment failure or intolerance",neoplasms; diseases of the blood and blood-forming organs,30.07.2021,2021,yes,,swisspar_scemblix_final.pdf,Swissmedic
68793,,paxlovid,"nirmatrelvir, ritonavir",pfizer ag,small molecule,tablet,oral,conditional marketing authorisation,authorised,15.06.2022,2022,no,no,"treatment of covid-19 in adults and adolescents aged 12 years and over and weighing at least 40 kg, who do not require supplemental oxygen and who are at increased risk for progressing to severe covid-19","treatment of coronavirus disease 2019 (covid-19) in adults who do not require oxygen therapy or hospitalisation due to covid-19, and who are at increased risk for progressing to severe covid-19",infectious and parasitic diseases,14.01.2022,2022,no,na,swisspar_paxlovid_final.pdf,Swissmedic
68286,,bcg apogepha,"bacillus calmette-guérin, live attenuated (moreau)",regulix gmbh,vaccine,powder; solvent,intravesical,approved,authorised,28.07.2022,2022,no,no,"treatment of superficial, epithelial, non-muscle-invasive urothelial carcinoma (stages ta, tis, t1 bladder carcinoma).","treatment of superficial, epithelial, non-muscle invasive urothelial carcinoma of the urinary bladder (carcinoma urotheliale ta, tis, t1).",neoplasms; diseases of the genitourinary system,02.12.2020,2020,yes,na,swisspar_bcg_apogepha_final.pdf,Swissmedic
67759,,ondexxya,andexanet alfa,alexion pharma gmbh,biologics,powder,intravenous,approved,authorised (under additional monitoring),02.12.2020,2020,no,no,for adult patients treated with a direct factor xa (fxa) inhibitor (apixaban or rivaroxaban) when reversal of anticoagulation is needed due to life-threatening or uncontrolled bleeding.,for adult patients treated with a direct factor xa (fxa) inhibitor (apixaban or rivaroxaban) when reversal of anticoagulation is needed due to life-threatening or uncontrolled bleeding.,diseases of the blood and blood-forming organs,19.03.2020,2020,yes,ema; fda,swisspar_ondexxya.pdf,Swissmedic
67854,,rukobia,fostemsavir,viiv healthcare gmbh,small molecule,tablet,oral,approved,authorised,28.09.2021,2021,no,no,"rukobia, in combination with other antiretrovirals, is indicated for the treatment of intensively pretreated adults with multidrug resistant hiv-1 infection for whom it is otherwise not possible to construct a suppressive anti-viral regimen due to resistance, intolerance or safety considerations.",rukobia is indicated in combination with optimised background antiretroviral therapy against human immunodeficiency virus type 1 (hiv-1) infection for the treatment of multidrug-resistant hiv-1 infection in heavily treatment-experienced adults whose current antiviral regimen failed due to resistance and/or cannot be continued due to intolerance or safety reasons.,infectious and parasitic diseases,03.02.2020,2020,no,na,swisspar_rukobia.pdf,Swissmedic
69222,,prevenar 20,streptococcus pneumoniae serotype 1 / 3 / 4 / 5 / 6a / 6b / 7f / 8 / 9v / 10a / 11a / 12f / 14 / 15b / 18c / 19a / 19f / 22f / 23f / 33f polysaccharide conjugated to corynebacterium diphtheriae crm197 protein,pfizer ag,vaccine,suspension,intramuscular,approved,authorised,26.03.2024,2024,no,yes,active immunisation for the prevention of invasive disease and pneumonia caused by streptococcus pneumoniae in individuals 18 years of age and older.,active immunisation for the prevention of invasive disease and pneumonia caused by streptococcus pneumoniae in individuals 65 years of age and older.,infectious and parasitic diseases; diseases of the respiratory system,30.11.2022,2022,yes,ema,swisspar_prevenar_20.pdf,Swissmedic
68950,,omvoh,mirikizumab,eli lilly (suisse) sa,biologics,concentrate,intravenous,approved,authorised (under additional monitoring),30.11.2023,2023,no,no,"treatment of adult patients with moderately to severely active ulcerative colitis who have had an inadequate response with, lost response to, or were intolerant to conventional therapy or a biologic treatment or a janus kinase (jak) inhibitor, or have medical contraindications to such therapies.","treatment of adult patients with moderately to severely active ulcerative colitis who have had an inadequate response with, lost response to, or were intolerant to either conventional therapy or a biologic treatment, or have medical contraindications to such therapies.",diseases of the digestive system,27.06.2022,2022,yes,,swisspar_omvoh_final.pdf,Swissmedic
67211,,xospata,"gilteritinib, gilteritinib hemifumarate",astellas pharma ag,small molecule,tablet,oral,approved,authorised (under additional monitoring),24.09.2020,2020,yes,no,treatment of patients who have relapsed or refractory acute myeloid leukaemia (aml) with fms-like tyrosine kinase 3 (flt3) mutations,treatment of adult patients who have relapsed or refractory acute myeloid leukaemia (aml) with fms-like tyrosine kinase 3 (flt3) mutations,neoplasms; diseases of the blood and blood-forming organs,23.05.2019,2019,yes,fda,swisspar_xospata_finale_version.pdf,Swissmedic
69691,emea/h/c/006027/0000,abrysvo,"rsv subgroup a stabilised prefusion f antigen, rsv subgroup b stabilised prefusion f antigen",pfizer ag,vaccine,powder; solvent,intramuscular,approved,authorised (under additional monitoring),23.08.2024,2024,no,no,passive protection against lower respiratory tract disease caused by rsv in infants from birth to 6 months of age following maternal immunisation during pregnancy; active immunisation of individuals 60 years of age and older for the prevention of lower respiratory tract disease caused by rsv.,passive protection against lower respiratory tract disease caused by rsv in infants from birth to 6 months of age following immunisation of pregnant individuals at 32 to 36 weeks gestational age; active immunisation of individuals 60 years of age and older for the prevention of lower respiratory tract disease caused by rsv.,infectious and parasitic diseases; diseases of the respiratory system,01.12.2023,2023,yes,european medicines agency (ema),swisspar_abrysvo-1.pdf,Swissmedic
