Administration_route,Application_date,Application_year,Current_status,Dataset,Decision,Decision_date,Decision_year,Disease_class(es),Disease_name(s),Document_name,Drug_class,Drug_name,Indication_approved,Indication_extended,Indication_requested,Indication_requested_extracted,Marketing_authorisation_holder,Marketing_authorisation_holder_extracted,Marketing_authorisation_number,Non_proprietary_name,Nonclinical_abridged,Orphan_drug_status,Pharmaceutical_form,Procedure_number,Referral_body
intramuscular,29.04.2020,2020,authorised,Swissmedic,approved,07.10.2021,2021,infectious and parasitic diseases,<herpes zoster>,swisspar_shingrix.pdf,vaccine,shingrix,prevention of herpes zoster (hz) in adults aged 50 years or older and in adults aged 18 years or older at increased risk of hz,no,prevention of herpes zoster in adults aged 50 years or older and in adults aged 18 years or older with increased risk for hz,<herpes zoster>,glaxosmithkline ag,glaxosmithkline,67987,varicella zoster virus glycoprotein e antigen,yes,no,powder; suspension,,ema
oral,15.01.2024,2024,authorised (under additional monitoring),Swissmedic,approved,24.09.2024,2024,diseases of the nervous system,<friedreich ataxia>,swisspar_skyclarys.pdf,small molecule,skyclarys,skyclarys is indicated for the treatment of friedreich's ataxia in adults and adolescents aged 16 years and older.,no,skyclarys is indicated for the treatment of friedreich’s ataxia in adults and adolescents aged 16 years and older.,<friedreich ataxia>,biogen switzerland ag,biogen,69610,omaveloxolon,yes,yes,capsule,,fda
vaginal,08.04.2021,2021,authorised,Swissmedic,approved,26.07.2022,2022,diseases of the genitourinary system,<vaginitis>; <mycoses>,swisspar_softigyn_final.pdf,other,softigyn,"softigyn is used in adult women to restore and maintain the physiological vaginal flora, for example: in the presence of signs of vaginal inflammation (vaginitis), such as itching, burning or vaginal discharge; during and after local or systemic treatment with anti-infectives; as a preventive measure in case of recurrent vaginal mycosis.",no,"local treatment of vaginitis and vulvo-vaginitis in general. particularly vaginitis associated with ovarian deficiency, hypofollicolinic leucorrhoea, vaginitis in children, senile vaginitis, vulvar pruritus, vaginal dystrophy.",<vaginitis>; <vulvovaginitis>; <ovarian deficiency>; <hypofollicolinic leucorrhoea>; <senile vaginitis>; <vulvar pruritus>; <vaginal dystrophy>,labatec pharma sa,labatec,68467,live lactobacillus plantarum p 17630,yes,no,capsule,,
oral,23.12.2019,2019,authorised,Swissmedic,approved,06.01.2022,2022,diseases of the respiratory system,<respiratory tract infections>,swisspar_solmucol_bronchoprotect_final.pdf,other,solmucol bronchoprotect,prophylaxis of recurrent respiratory tract infections in adults and children from the age of 3 years.,no,prophylaxis of recurrent respiratory tract infections in adults and children from the age of 3 years.,<respiratory tract infections>,ibsa institut biochimique sa,ibsa,67822,not applicable,yes,no,tablet,emea/h/a-31/1465,ema
oral,08.03.2021,2021,authorised,Swissmedic,approved,30.01.2023,2023,diseases of the digestive system,<functional gastrointestinal disorders>,swisspar_spaverin.pdf,small molecule,spaverin,"symptomatic treatment of gastrointestinal complaints (pain, cramps) in the context of functional disorders of the gastrointestinal tract.",no,"smooth muscle spasms in diseases of the hepato-biliary system: cholecystolithiasis, cholangiolithiasis, cholecystitis, pericholecystitis, cholangitis, papillitis. smooth muscle spasms of the urogenital system: nephrolithiasis, ureterolithiasis, pyelitis, cystitis, tenesmus of urinary bladder. as adjuvant: smooth muscle spasm of the gastrointestinal system: ventricular and duodenal ulcer, gastritis, spasm of the pylorus or cardia, enteritis, colitis, irritable colon syndrome predominantly with constipation or with abdominal distension. tension-type headache. gynaecological disease: dysmenorrhoea.",<cholecystolithiasis>; <cholangiolithiasis>; <cholecystitis>; <pericholecystitis>; <cholangitis>; <papillitis>; <nephrolithiasis>; <ureterolithiasis>; <pyelitis>; <cystitis>; <tenesmus>; <peptic ulcer>; <gastritis>; <pyloric stenosis>; <cardia stenosis>; <enteritis>; <colitis>; <irritable bowel syndrome>; <tension-type headache>; <dysmenorrhea>,target bioscience ag,target bioscience,68410,drotaverine hydrochloride,yes,no,tablet,,hungary
intravenous,08.12.2021,2021,authorised (under additional monitoring),Swissmedic,conditional marketing authorisation,09.08.2023,2023,diseases of the skin,"<psoriasis, pustular>",swisspar_spevigo_final.pdf,biologics,spevigo,treatment of flares in adult patients with generalised pustular psoriasis,no,treatment of flares in adult patients with generalised pustular psoriasis,"<psoriasis, pustular>",boehringer ingelheim (schweiz) gmbh,boehringer ingelheim,68625,spesolimab,no,yes,concentrate,,na
nasal,03.01.2019,2019,authorised,Swissmedic,approved,25.02.2020,2020,mental and behavioural disorders,"<depressive disorder, treatment-resistant>",swisspar_spravato.pdf,small molecule,spravato,treatment of treatment-resistant episodes of major depression in adults who have not responded to at least two different treatments with antidepressants in the current moderate to severe depressive episode,no,treatment-resistant depression (major depressive disorder in adults who have not responded to at least two different treatments with antidepressants in the current moderate to severe depressive episode),"<depressive disorder, treatment-resistant>",janssen-cilag ag,janssen-cilag,67103,esketamine as esketamine hydrochloride,no,no,solution,,na
subcutaneous,01.04.2022,2022,authorised,Swissmedic,approved,07.07.2023,2023,infectious and parasitic diseases,<acquired immunodeficiency syndrome>,swisspar_sunlenca.pdf,small molecule,sunlenca,"sunlenca, in combination with optimised background antiretroviral therapy, is indicated for the treatment of human immunodeficiency virus type 1 (hiv-1) infection in heavily treatment-experienced adults with multidrug-resistant hiv-1 infection failing their current antiretroviral regimen due to resistance, intolerance, or safety considerations.",no,"sunlenca, in combination with other antiretrovirals, is indicated for the treatment of human immunodeficiency virus type 1 (hiv-1) infection in adults with multidrug-resistant hiv-1 infection failing their current antiretroviral regimen due to resistance, intolerance, or safety considerations.",<human immunodeficiency virus>,gilead sciences switzerland sàrl,gilead,68385,lenacapavir,no,no,solution,,na
oral,01.09.2020,2020,authorised (under additional monitoring),Swissmedic,approved,22.03.2022,2022,diseases of the nervous system; diseases of the respiratory system,<obstructive sleep apnea>; <narcolepsy>,swisspar_sunosi.pdf,small molecule,sunosi,sunosi is indicated to improve wakefulness and reduce excessive daytime sleepiness (eds) in adult patients with obstructive sleep apnoea (osa) whose eds has not been satisfactorily treated by primary osa therapy. sunosi is indicated to improve wakefulness and reduce excessive sleepiness in adult patients with narcolepsy.,no,sunosi is indicated to improve wakefulness and reduce excessive daytime sleepiness in adult patients with narcolepsy or obstructive sleep apnoea (osa).,"<narcolepsy>; <sleep apnea, obstructive>",clinipace ag,clinipace,68177,solriamfetol,yes,no,tablet,,european medicines agency
intramuscular,15.06.2020,2020,authorised,Swissmedic,approved,28.10.2021,2021,infectious and parasitic diseases,<influenza>,swisspar_supemtek.pdf,vaccine,supemtek,supemtek is indicated for active immunisation in adults aged 18 years and over for prevention of influenza caused by the two influenza a virus subtypes and the two influenza b virus subtypes contained in the vaccine.,no,supemtek is indicated for active immunisation for the prevention of influenza disease in adults 18 years of age and older.,<influenza>,sanofi-aventis (suisse) sa,sanofi-aventis,68003,"haemagglutininum influenzae a (h1n1) (rha), haemagglutininum influenzae a (h3n2) (rha), haemagglutininum influenzae b (rha) (yamagata lineage) and haemagglutininum influenzae b (rha) (victoria lineage)",yes,no,solution,,ema
oral,16.07.2020,2020,authorised (under additional monitoring),Swissmedic,approved,26.04.2021,2021,neoplasms; diseases of the respiratory system,<non-small cell lung carcinoma>,swisspar_tabrecta.pdf,small molecule,tabrecta,tabrecta is indicated for the treatment of adult patients with metastatic non-small cell lung cancer (nsclc) with a met exon 14 skipping mutation.,no,tabrecta is indicated for the treatment of patients with locally advanced or metastatic non-small cell lung cancer (nsclc) with a met-exon-14-skipping mutation.,<non-small cell lung cancer>,novartis pharma schweiz ag,novartis,67648,capmatinib,yes,yes,tablet,,fda
subcutaneous,09.01.2023,2023,authorised (under additional monitoring),Swissmedic,conditional marketing authorisation,30.10.2023,2023,neoplasms; diseases of the blood and blood-forming organs,<multiple myeloma>,swisspar_talvey_g102689436.pdf,biologics,talvey,"monotherapy for treatment of adult patients with relapsed or refractory multiple myeloma who have received at least 3 prior lines of therapy, including a proteasome inhibitor, an immunomodulatory agent, and an anti-cd38 monoclonal antibody, and have demonstrated disease progression on or after their last line of therapy.",no,"treatment of adult patients with relapsed or refractory multiple myeloma who have received at least 4 prior therapies, including a proteasome inhibitor, an immunomodulatory agent, and an anti-cd38 monoclonal antibody.",<multiple myeloma>,janssen-cilag ag,janssen-cilag,69049,talquetamab,no,yes,solution,,na
oral,12.04.2021,2021,authorised,Swissmedic,approved,19.09.2022,2022,diseases of the blood and blood-forming organs,<vasculitis>,swisspar_tavneos.pdf,small molecule,tavneos,"tavneos, as an adjunctive treatment to standard immunosuppressive treatment that includes rituximab or cyclophosphamide with glucocorticoids, is indicated for the treatment of adult patients with severe, active antineutrophil cytoplasmic antibody (anca)-associated vasculitis (granulomatosis with polyangiitis (gpa) and microscopic polyangiitis (mpa)).",no,avacopan is indicated for the treatment of adult patients with anti-neutrophil cytoplasmic autoantibody (anca)-associated vasculitis (granulomatosis with polyangiitis (wegener’s) [gpa] or microscopic polyangiitis [mpa]).,<vasculitis>,vifor fresenius medical care,vifor fresenius,66772,avacopan,no,yes,capsule,,na
subcutaneous,27.01.2022,2022,authorised (under additional monitoring),Swissmedic,conditional marketing authorisation,22.12.2022,2022,neoplasms; diseases of the blood and blood-forming organs,<multiple myeloma>,swisspar_tecvayli.pdf,biologics,tecvayli,"tecvayli as monotherapy is indicated for the treatment of adult patients with relapsed or refractory multiple myeloma who have received at least three prior lines of therapy, including a proteasome inhibitor, an immunomodulatory agent and an anti-cd38 monoclonal antibody, and have demonstrated disease progression to the last line of therapy.",no,"tecvayli as monotherapy is indicated for the treatment of adult patients with relapsed or refractory multiple myeloma who have received at least three prior therapies including a proteasome inhibitor, an immunomodulatory agent and an anti-cd38 monoclonal antibody.",<multiple myeloma>,janssen-cilag ag,janssen-cilag,68747,teclistamab,yes,yes,solution,,
intravenous,07.08.2020,2020,authorised (under additional monitoring),Swissmedic,approved,07.04.2022,2022,infectious and parasitic diseases; diseases of the skin,<acute bacterial skin and skin structure infections>,swisspar_tenkasi.pdf,biologics,tenkasi,tenkasi is indicated for the treatment of acute bacterial skin and skin structure infections (absssi) in adults if it is established or strongly suspected after microbiological susceptibility testing that the infection is caused by susceptible bacteria.,no,tenkasi is indicated for the treatment of adult patients with acute bacterial skin and skin structure infections (absssi) if it is established or strongly suspected after microbiological susceptibility testing that the infection is caused by susceptible bacteria.,<acute bacterial skin and skin structure infections>,a. menarini gmbh,menarini,68135,oritavancin,no,no,powder,,na
intravenous,11.04.2023,2023,authorised (under additional monitoring),Swissmedic,approved,15.11.2023,2023,infectious and parasitic diseases; diseases of the skin,<acute bacterial skin and skin structure infections>,swisspar_tenkasi_ie.pdf,small molecule,tenkasi,tenkasi is indicated for the treatment of acute bacterial skin and skin structure infections (absssi) in adults and paediatric patients aged 3 months and older if it is established or strongly suspected after microbiological sensitivity testing that the infection is caused by sensitive bacteria.,yes,tenkasi is indicated for the treatment of acute bacterial skin and skin structure infections (absssi) in adults and paediatric patients aged 3 months and older if it is established or strongly suspected after microbiological sensitivity testing that the infection is caused by sensitive bacteria.,<acute bacterial skin and skin structure infections>,a. menarini gmbh,menarini,68135,oritavancin,yes,no,powder,,na
subcutaneous,06.07.2023,2023,authorised (under additional monitoring),Swissmedic,conditional marketing authorisation,15.02.2024,2024,neoplasms; diseases of the blood and blood-forming organs,<diffuse large b-cell lymphoma>,swisspar_tepkinly_na_nas.pdf,biologics,tepkinly,"monotherapy for the treatment of adult patients with relapsed or refractory diffuse large b-cell lymphoma (dlbcl), after 2 or more lines of systemic therapy, including a cd20 antibody, where patient is unable to receive, or has previously received, anti-cd19-targeted car-t cell therapy.",no,"treatment of adult patients with relapsed or refractory diffuse large b-cell lymphoma (dlbcl) after 2 or more lines of systemic therapy, where patient is unable to receive, or has previously received, car-t cell therapy.",<diffuse large b-cell lymphoma>,abbvie ag,abbvie,69161,epcoritamab,yes,yes,concentrate,,chmp
oral,26.08.2020,2020,authorised (under additional monitoring),Swissmedic,approved,22.06.2021,2021,neoplasms; diseases of the respiratory system,<non-small-cell lung carcinoma>,swisspar_tepmetko.pdf,small molecule,tepmetko,treatment of adult patients with metastatic non-small cell lung cancer (nsclc) harbouring a met tyrosine kinase receptor exon 14 (metex14) skipping mutation,no,treatment of adult patients with advanced non-small cell lung cancer (nsclc) harbouring met tyrosine kinase receptor exon 14 (metex14) skipping alterations,<non-small-cell lung carcinoma>,merck (schweiz) ag,merck,68113,tepotinib as tepotinib hydrochloride monohydrate,no,yes,tablet,,na
intravenous,08.08.2022,2022,authorised (under additional monitoring),Swissmedic,approved,11.04.2024,2024,neoplasms; diseases of the digestive system,<oesophageal squamous cell carcinoma>,swisspar_tevimbra.pdf,biologics,tevimbra,"tevimbra is indicated as monotherapy for the second-line treatment of adult patients with advanced or metastatic oesophageal squamous cell carcinoma who have progressed on or after platinum-based systemic therapy, who have not received prior immune checkpoint inhibitor therapy.",no,"tevimbra, as monotherapy, is indicated for the treatment of adult patients with unresectable, recurrent, locally advanced or metastatic oesophageal squamous cell carcinoma after prior systemic therapy.",<oesophageal squamous cell carcinoma>,beigene switzerland gmbh,beigene,68960,tislelizumab,no,no,concentrate,,na
subcutaneous,15.07.2021,2021,authorised (under additional monitoring),Swissmedic,approved,13.06.2022,2022,diseases of the respiratory system,<asthma>,swisspar_tezspire_final.pdf,biologics,tezspire,in addition to inhaled maintenance therapy in adults with severe asthma with inadequate asthma control and at least one severe exacerbation in the past 12 months despite concomitant treatment with inhaled corticosteroids and long-acting bronchodilators,no,adjunct to maintenance therapy in adults with severe asthma,<asthma>,astrazeneca ag,astrazeneca,68454,tezepelumab,no,no,solution,,na
oral,02.12.2022,2022,authorised,Swissmedic,approved,13.06.2024,2024,neoplasms; diseases of the blood and blood-forming organs,"<leukemia, myeloid, acute>; <cholangiocarcinoma>",swisspar_tibsovo.pdf,small molecule,tibsovo,"acute myeloid leukaemia: tibsovo, in combination with azacitidine, is indicated for the treatment of adult patients with newly diagnosed acute myeloid leukaemia (aml) with an isocitrate dehydrogenase-1 (idh1) r132 mutation who are not eligible to receive intensive induction chemotherapy. patients with acute promyelocytic leukaemia (apl) are excluded. cholangiocarcinoma: tibsovo monotherapy is indicated for the treatment of adult patients with locally advanced or metastatic cholangiocarcinoma with an idh1 r132 mutation whose disease has progressed after at least one line of systemic therapy.",no,"tibsovo in combination with azacitidine is indicated for the treatment of adult patients with newly diagnosed acute myeloid leukaemia (aml) presenting an isocitrate dehydrogenase-1 (idh1) r132 mutation, who do not fulfil the conditions to receive intensive induction chemotherapy; tibsovo as monotherapy is indicated for the treatment of adult patients with locally advanced or metastatic cholangiocarcinoma presenting an idh1 r132 mutation, who have previously been treated with at least one previous line of systemic treatment.","<leukemia, myeloid, acute>; <cholangiocarcinoma>",servier (suisse) sa,servier,69077,ivosidenib,yes,yes,tablet,,chmp
intravenous,19.11.2019,2019,authorised,Swissmedic,approved,10.08.2020,2020,neoplasms; diseases of the blood and blood-forming organs,not reported,swisspar_trecondi_finale_version.pdf,small molecule,trecondi,"trecondi in combination with fludarabine is indicated as part of conditioning treatment prior to allogeneic haematopoietic stem cell transplantation (allohsct) in adult patients with malignant and non-malignant diseases, and in paediatric patients older than 1 month with malignant diseases.",no,"treosulfan in combination with fludarabine is indicated as part of conditioning treatment prior to allogeneic haematopoietic stem cell transplantation (allohsct) in adult patients with malignant and non-malignant diseases, and in paediatric patients older than one month with malignant diseases.",<neoplasms>,opopharma vertriebs ag,opopharma,67775,treosulfan,yes,no,powder,,ema
oral,20.03.2020,2020,authorised,Swissmedic,approved,10.12.2020,2020,"endocrine, nutritional, and metabolic diseases",<cystic fibrosis>,swisspar_trikafta.pdf,small molecule,trikafta,trikafta is indicated for the treatment of cystic fibrosis (cf) in patients aged 12 years and older who are either homozygous for the f508del mutation in the cystic fibrosis transmembrane conductance regulator (cftr) gene or heterozygous for the f508del mutation in the cftr gene with a minimal function (mf) mutation.,no,trikafta is indicated for the treatment of cystic fibrosis (cf) in patients aged 12 years and older who have at least one f508del mutation in the cystic fibrosis transmembrane conductance regulator (cftr) gene.,<cystic fibrosis>,vertex pharmaceuticals (ch) gmbh,vertex,67773,"elexacaftor, ivacaftor, tezacaftor",yes,yes,tablet,,fda
oral,28.02.2023,2023,authorised (under additional monitoring),Swissmedic,approved,13.06.2024,2024,"diseases of the respiratory system; endocrine, nutritional, and metabolic diseases",<cystic fibrosis>,swisspar_trikafta_ie.pd.pdf,small molecule,trikafta,trikafta is indicated for the treatment of cystic fibrosis (cf) in patients aged 2 years and older who have at least one f508del mutation in the cystic fibrosis transmembrane conductance regulator (cftr) gene,yes,trikafta is indicated for the treatment of cystic fibrosis (cf) in patients aged 2 years and older who have at least one f508del mutation in the cystic fibrosis transmembrane conductance regulator (cftr) gene,<cystic fibrosis>,vertex pharmaceuticals (ch) gmbh,vertex,69212,"elexacaftor, ivacaftor, tezacaftor",no,yes,granules,,na
oral,29.01.2021,2021,authorised (under additional monitoring),Swissmedic,approved,14.09.2021,2021,"endocrine, nutritional, and metabolic diseases",<cystic fibrosis>,swisspar_trikafta_ie.pdf,small molecule,trikafta,trikafta is indicated for the treatment of cystic fibrosis (cf) in patients aged 12 years and older who have at least one f508del mutation in the cystic fibrosis transmembrane conductance regulator (cftr) gene,yes,trikafta is indicated for the treatment of cystic fibrosis (cf) in patients aged 12 years and older who have at least one f508del mutation in the cystic fibrosis transmembrane conductance regulator (cftr) gene,<cystic fibrosis>,vertex pharmaceuticals (ch) gmbh,vertex,67773,"elexacaftor, ivacaftor, tezacaftor",yes,yes,tablet,,na
oral,30.04.2021,2021,authorised (under additional monitoring),Swissmedic,approved,05.01.2022,2022,"endocrine, nutritional, and metabolic diseases",<cystic fibrosis>,swisspar_trikafta_ie_pädiatrie_final.pdf,small molecule,trikafta,trikafta is indicated for the treatment of cystic fibrosis (cf) in patients aged 6 years and older who have at least one f508del mutation in the cystic fibrosis transmembrane conductance regulator (cftr) gene,yes,trikafta is indicated for the treatment of cystic fibrosis (cf) in patients aged 6 years and older who have at least one f508del mutation in the cystic fibrosis transmembrane conductance regulator (cftr) gene,<cystic fibrosis>,vertex pharmaceuticals (ch) gmbh,vertex,67773,"elexacaftor, ivacaftor, tezacaftor",yes,yes,tablet,,na
oral,25.01.2019,2019,authorised,Swissmedic,approved,28.05.2020,2020,"endocrine, nutritional, and metabolic diseases",<wilson disease>,swisspar_triogen-final.pdf,small molecule,triogen,for the treatment of wilson’s disease in patients intolerant of d-penicillamine therapy,no,for the treatment of copper storage disease (wilson’s disease) in patients intolerant of d-penicillamine therapy,<wilson disease>,ideogen ag,ideogen,67431,trientini dihydrochloridum,yes,yes,capsule,,na
intravenous,31.01.2023,2023,authorised (under additional monitoring),Swissmedic,approved,18.08.2023,2023,neoplasms,<breast neoplasms>,swisspar_trodelvy_hr_her2-_brustkrebs.pdf,biologics,trodelvy,hr+/her2- breast cancer,yes,"trodelvy is indicated for the treatment of adult patients with unresectable locally advanced or metastatic hormone receptor (hr)-positive, human epidermal growth factor receptor 2 (her2)-negative breast cancer who have received endocrine-based therapy and at least two additional systemic therapies in the metastatic setting.",<breast neoplasms>,gilead sciences switzerland sàrl,gilead,68179,sacituzumab govitecan,no,no,powder; gel,,na
oral,25.04.2023,2023,authorised (under additional monitoring),Swissmedic,approved,19.03.2024,2024,neoplasms,<breast neoplasms>,swisspar_truqap.pdf,small molecule,truqap,"truqap is indicated in combination with fulvestrant for the treatment of adult female patients with hormone receptor (hr) positive, human epidermal growth factor receptor 2 (her2) negative locally advanced or metastatic breast cancer with one or more pik3ca/akt1/pten alterations following recurrence or progression on or after an endocrine-based regimen.",no,capivasertib is indicated in combination with fulvestrant for the treatment of adult patients with hr-positive her2-negative locally advanced or metastatic breast cancer following recurrence or progression on or after an endocrine-based regimen.,<breast neoplasms>,astrazeneca ag,astrazeneca,69300,capivasertib,no,no,tablet,,na
subcutaneous,12.12.2022,2022,authorised,Swissmedic,approved,07.03.2024,2024,diseases of the musculoskeletal system and connective tissue,<osteoporosis>,swisspar_tymlos.pdf,peptides and proteins,tymlos,treatment of osteoporosis in postmenopausal women at high risk of fracture.,no,treatment of osteoporosis in postmenopausal women at increased risk of fracture.,<osteoporosis>,labatec pharma sa,labatec,69246,abaloparatide,yes,no,solution,,ema
intravenous,15.05.2019,2019,authorised (under additional monitoring),Swissmedic,approved,20.01.2020,2020,diseases of the blood and blood-forming organs,<paroxysmal nocturnal hemoglobinuria>,swisspar_ultomiris__.pdf,biologics,ultomiris,ultomiris is used in the treatment of adult patients with paroxysmal nocturnal haemoglobinuria (pnh): - in patients with haemolysis with one or more clinical symptom(s) indicative of high disease activity - in patients who are clinically stable after having been treated with eculizumab for at least the past 6 months,no,ultomiris is used in the treatment of adult patients with paroxysmal nocturnal haemoglobinuria (pnh): - in patients with haemolysis with one or more clinical symptom(s) indicative of high disease activity - in patients who are clinically stable after having been treated with eculizumab for at least the past 6 months,<paroxysmal nocturnal hemoglobinuria>,alexion pharma gmbh,alexion,67278,ravulizumabum,yes,yes,concentrate,,european medicines agency ema
intravenous,19.10.2022,2022,authorised (under additional monitoring),Swissmedic,approved,29.08.2023,2023,diseases of the nervous system,<neuromyelitis optica>,swisspar_ultomiris_final.pdf,biologics,ultomiris,neuromyelitis optica spectrum disorder (nmosd),yes,neuromyelitis optica spectrum disorder (nmosd),<neuromyelitis optica>,alexion pharma gmbh,alexion,67278,ravulizumab,yes,yes,concentrate,,na
intravenous,02.12.2020,2020,authorised (under additional monitoring),Swissmedic,approved,24.08.2021,2021,diseases of the blood and blood-forming organs; diseases of the genitourinary system,<atypical hemolytic uremic syndrome>,swisspar_ultomiris_ie.pdf,biologics,ultomiris,"ultomiris is used in the treatment of patients weighing 10 kg and over with atypical haemolytic uraemic syndrome (ahus) who have not previously been treated with complement inhibitors (complement inhibitor-naïve patients) or have received eculizumab for at least 3 months, with evidence of a response to eculizumab.",yes,ultomiris is used in the treatment of patients with a body weight of 10 kg and over with atypical haemolytic uremic syndrome (ahus) who are complement inhibitor treatment-naïve or have received eculizumab for at least 3 months and have evidence of response to eculizumab,<atypical hemolytic uremic syndrome>,alexion pharma gmbh,alexion,67278,ravulizumab,yes,yes,concentrate,,european medicines agency ema
intravenous,19.11.2021,2021,authorised (under additional monitoring),Swissmedic,approved,14.07.2022,2022,diseases of the blood and blood-forming organs,<paroxysmal nocturnal hemoglobinuria>,swisspar_ultomiris_ie_final.pdf,biologics,ultomiris,ultomiris is used in the treatment of adult and paediatric patients with a body weight of 10 kg or above with paroxysmal nocturnal haemoglobinuria (pnh): in patients with haemolysis with one or more clinical symptom(s) indicative of high disease activity; in patients who are clinically stable after having been treated with eculizumab for at least the past 6 months.,yes,ultomiris is indicated in the treatment of adult and paediatric patients with a body weight of 10 kg or above with paroxysmal nocturnal haemoglobinuria (pnh): in patients with haemolysis with clinical symptom(s) indicative of high disease activity; in patients who are clinically stable after having been treated with eculizumab for at least the past 6 months.,<paroxysmal nocturnal hemoglobinuria>,alexion pharma gmbh,alexion,67278,ravulizumab,yes,yes,concentrate,,ema
intravenous,02.06.2023,2023,authorised (under additional monitoring),Swissmedic,approved,04.03.2024,2024,diseases of the nervous system,<neuromyelitis optica>,swisspar_uplizna_na_nas.pdf,biologics,uplizna,uplizna is indicated as monotherapy for the treatment of adult patients with neuromyelitis optica spectrum disorders (nmosd) who are anti-aquaporin-4 immunoglobulin g (aqp4-igg) seropositive,no,uplizna is indicated as monotherapy for the treatment of adult patients with neuromyelitis optica spectrum disorders (nmosd) who are anti-aquaporin-4 immunoglobulin g (aqp4-igg) seropositive,<neuromyelitis optica>,horizon therapeutics,horizon,69322,inebilizumab,yes,yes,concentrate,,ema
intravitreal,22.06.2021,2021,authorised,Swissmedic,approved,25.05.2022,2022,"diseases of the eye and adnexa; endocrine, nutritional, and metabolic diseases",<macular degeneration>; <diabetic retinopathy>,swisspar_vabysmo_final.pdf,biologics,vabysmo,neovascular (wet) age-related macular degeneration (namd); diabetic macular oedema (dme),no,neovascular (wet) age-related macular degeneration (namd); diabetic macular oedema (dme),<macular degeneration>; <diabetic macular edema>,roche pharma (schweiz) ag,roche,68395,faricimab,yes,no,solution,,
intravitreal,24.08.2023,2023,authorised (under additional monitoring),Swissmedic,approved,11.07.2024,2024,diseases of the eye and adnexa,<macular edema>; <retinal vein occlusion>,swisspar_vabysmo_g102701735.pdf,biologics,vabysmo,treatment of macular oedema secondary to retinal vein occlusion (branch retinal vein occlusion (brvo) and central retinal vein occlusion (crvo)).,yes,treatment of macular oedema due to retinal vein occlusion (branch retinal vein occlusion (brvo) and central retinal vein occlusion (crvo)).,<macular edema>; <retinal vein occlusion>,roche pharma (schweiz) ag,roche,68395,faricimab,yes,no,solution,,na
oral,17.03.2022,2022,authorised (under additional monitoring),Swissmedic,approved,19.06.2023,2023,diseases of the blood and blood-forming organs; diseases of the genitourinary system,<anemia>; <chronic kidney disease>,swisspar_vafseo_final.pdf,small molecule,vafseo,treatment of symptomatic anaemia associated with chronic kidney disease (ckd) in adults on chronic maintenance dialysis,no,treatment of anaemia associated with chronic kidney disease (ckd) in adults,<anaemia>; <chronic kidney disease>,voisin consulting ch sàrl,voisin,68862,vadadustat,no,no,tablet,,na
intramuscular,12.11.2021,2021,authorised,Swissmedic,approved,14.02.2023,2023,infectious and parasitic diseases; diseases of the respiratory system,<invasive pneumococcal disease>; <pneumonia>,swisspar_vaxneuvance_final.pdf,vaccine,vaxneuvance,vaxneuvance is indicated for active immunisation for the prevention of invasive disease and pneumonia caused by streptococcus pneumoniae in individuals 65 years of age and older.,no,vaxneuvance is indicated for active immunisation for the prevention of invasive disease and pneumonia caused by streptococcus pneumoniae in individuals 18 years of age and older.,<invasive pneumococcal disease>; <pneumonia>,msd merck sharp & dohme ag,merck sharp & dohme,68752,streptococcus pneumoniae serotypes 1 / 3 / 4 / 5 / 6a / 6b / 7f / 9v / 14 / 18c / 19a / 19f / 22f / 23f / 33f polysaccharide conjugated to corynebacterium diphtheriae crm 197 protein,yes,no,suspension,,ema
intramuscular,20.02.2023,2023,authorised (under additional monitoring),Swissmedic,approved,09.01.2024,2024,infectious and parasitic diseases; diseases of the respiratory system,<streptococcal infections>; <pneumonia>; <otitis media>,swisspar_vaxneuvance_ie.pdf,vaccine,vaxneuvance,"active immunisation for the prevention of invasive disease, pneumonia, and acute otitis media caused by streptococcus pneumoniae in infants and children from 6 weeks to 5 years of age.",yes,"active immunisation for the prevention of invasive disease, pneumonia, and acute otitis media caused by streptococcus pneumoniae in infants, children, and adolescents from 6 weeks to less than 18 years of age.",<invasive pneumococcal disease>; <pneumonia>; <otitis media>,msd merck sharp & dohme ag,merck sharp & dohme,68752,streptococcus pneumoniae serotypes 1 / 3 / 4 / 5 / 6a / 6b / 7f / 9v / 14 / 18c / 19a / 19f / 22f / 23f / 33f polysaccharide conjugated to corynebacterium diphtheriae crm 197 protein,yes,no,suspension,,ema
oral,28.04.2021,2021,authorised (under additional monitoring),Swissmedic,approved,22.11.2022,2022,diseases of the circulatory system,<diabetes mellitus>,swisspar_vazkepa_final.pdf,small molecule,vazkepa,"vazkepa is indicated to reduce the risk of cardiovascular events in adult statin-treated patients at high cardiovascular risk with elevated triglycerides (≥ 150 mg/dl [≥ 1.7 mmol/l]) and established cardiovascular disease, or diabetes, and at least one other cardiovascular risk factor.",no,vazkepa is used to reduce the risk of cardiovascular events in statin-treated adult patients at high cardiovascular risk with elevated triglyceride levels (≥ 150 mg/dl) as well as: established cardiovascular disease or diabetes and at least one other cardiovascular risk factor.,<diabetes mellitus>,amarin switzerland gmbh,amarin,68354,icosapent ethyl,yes,no,capsule,,ema chmp
