Administration_route,Application_date,Application_year,Current_status,Dataset,Decision,Decision_date,Decision_year,Disease_class(es),Disease_name(s),Document_name,Drug_class,Drug_name,Indication_approved,Indication_extended,Indication_requested,Indication_requested_extracted,Marketing_authorisation_holder,Marketing_authorisation_holder_extracted,Marketing_authorisation_number,Non_proprietary_name,Nonclinical_abridged,Orphan_drug_status,Pharmaceutical_form,Procedure_number,Referral_body,DRUG_CODE
intravenous,,,authorised,TGA,approved,2016-09-14,2016,diseases of the blood and blood-forming organs,<not reported>,auspar-albutrepenonacog-alfa-rch-170926.pdf,biologics,idelvion,routine prophylaxis to prevent or reduce the frequency of bleeding episodes; control and prevention of bleeding episodes; control and prevention of bleeding in the perioperative setting,no,routine prophylaxis to prevent or reduce the frequency of bleeding episodes; control and prevention of bleeding episodes; control and prevention of bleeding in the perioperative setting,not reported,csl behring,csl,"255552, 259938, 259939, 259940",albutrepenonacog alfa,no,yes,powder; solvent,pm-2015-01850-1-4,na,
oral,08.09.2015,2015.0,authorised,EMA,conditional marketing authorisation,2016-12-15,2016,neoplasms; diseases of the respiratory system,<non-small cell lung carcinoma>,alecensa-epar-public-assessment-report_en.pdf,small molecule,alecensa,"treatment of adult patients with anaplastic lymphoma kinase (alk)-positive, locally advanced or metastatic non-small cell lung cancer (nsclc) who have progressed on or are intolerant to crizotinib",no,"treatment of adult patients with anaplastic lymphoma kinase (alk)-positive, locally advanced or metastatic non-small cell lung cancer (nsclc) who have progressed on or are intolerant to crizotinib",<non-small cell lung carcinoma>,roche registration limited,roche,ema/197343/2017,alectinib,no,no,capsule,emea/h/c/004164/0000,na,
oral,,,authorised,TGA,approved,2018-01-30,2018,neoplasms; diseases of the respiratory system,<non-small cell lung carcinoma>,auspar-alectinib-180305_0.pdf,small molecule,alecensa,"treatment of patients with anaplastic lymphoma kinase (alk)-positive, locally advanced or metastatic non-small cell lung cancer (nsclc).",yes,"treatment of patients with anaplastic lymphoma kinase (alk)-positive, locally advanced or metastatic non-small cell lung cancer (nsclc).",<non-small cell lung carcinoma>,roche australia pty ltd,roche,272115,alectinib,yes,no,capsule,pm-2017-03224-1-4,,
oral,,,authorised,TGA,approved,2017-03-10,2017,neoplasms; diseases of the respiratory system,<non-small cell lung carcinoma>,auspar-alectinib-hydrochloride-171127.pdf,small molecule,alecensa,"treatment of patients with anaplastic lymphoma kinase (alk)-positive, locally advanced or metastatic non-small cell lung cancer (nsclc) who have progressed on or are intolerant to crizotinib.",no,"treatment of patients with anaplastic lymphoma kinase (alk)-positive, locally advanced or metastatic non-small cell lung cancer (nsclc) who have progressed on or are intolerant to crizotinib.",<non-small cell lung carcinoma>,roche products pty limited,roche,272115,alectinib hydrochloride,no,no,capsule,pm-2015-04677-1-4,na,
intravenous,19.12.2012,2012.0,authorised,EMA,approved,2013-06-27,2013,diseases of the nervous system,"<multiple sclerosis, relapsing-remitting>",lemtrada-epar-public-assessment-report_en.pdf,biologics,lemtrada,lemtrada is indicated for adult patients with relapsing remitting multiple sclerosis (rrms) to decrease the frequency of relapses and slow or reverse accumulation of disability.,no,lemtrada is indicated for adult patients with relapsing remitting multiple sclerosis (rrms) to decrease the frequency of relapses and slow or reverse accumulation of disability.,"<multiple sclerosis, relapsing-remitting>",genzyme therapeutics ltd,genzyme,ema/563018/2013,alemtuzumab,no,no,concentrate,emea/h/c/003718/0000,na,
intravenous,,,authorised,TGA,approved,2013-12-11,2013,diseases of the nervous system,<multiple sclerosis>,auspar-alemtuzumab-140204.pdf,biologics,"lemtrada, remniq",treatment of relapsing forms of multiple sclerosis (ms) for patients with active disease defined by clinical or imaging features to slow the accumulation of physical disability and reduce the frequency of clinical relapses.,yes,treatment of patients with relapsing forms of multiple sclerosis (ms) to slow the accumulation of physical disability and reduce the frequency of clinical relapses.,<multiple sclerosis>,sanofi-aventis australia pty ltd,sanofi-aventis,200941 and 200948,alemtuzumab,no,no,solution,pm-2012-02297-3-1,na,
oral,,,authorised,TGA,approved,2010-09-20,2010,diseases of the musculoskeletal system and connective tissue,<osteoporosis>,auspar-alendraccord.pdf,small molecule,"alendraccord, alendrocor, pharmacor alendronate",for the treatment of osteoporosis and prevention of glucocorticoid-induced osteoporosis in postmenopausal women not receiving oestrogen and who are on long-term corticosteroid therapy.,no,for the treatment of osteoporosis and prevention of glucocorticoid-induced osteoporosis in postmenopausal women not receiving oestrogen and who are on long-term corticosteroid therapy.,<osteoporosis>,accord healthcare pty ltd,accord,"161444, 161445 and 161448",alendronic acid,yes,no,tablet,pm-2009-01135-3-5,,
oral,06.05.2009,2009.0,authorised,EMA,approved,2009-07-23,2009,"diseases of the musculoskeletal system and connective tissue; endocrine, nutritional, and metabolic diseases","<osteoporosis, postmenopausal>",alendronate-sodiumcolecalciferol-msd-epar-public-assessment-report_en.pdf,small molecule,"alendronate sodium and colecalciferol, msd",treatment of postmenopausal osteoporosis in patients at risk of vitamin d insufficiency.,yes,treatment of postmenopausal osteoporosis in patients at risk of vitamin d insufficiency.,"<osteoporosis, postmenopausal>",merck sharp & dohme ltd.,merck sharp & dohme,ema/628268/2009,alendronic acid / colecalciferol,yes,no,tablet,emea/h/c/001180,na,
intramuscular,23.12.2009,2009.0,withdrawn,EMA,approved,2012-07-19,2012,"endocrine, nutritional, and metabolic diseases",not reported,glybera-epar-public-assessment-report_en.pdf,cell and gene therapy,glybera,na,no,"long term correction of lipoprotein lipase deficiency, to control or abolish symptoms and prevent complications in adult patients clinically diagnosed with lipoprotein lipase deficiency (lpld)",<lipoprotein lipase deficiency>,uniqure biopharma b.v.,uniqure,ema/882900/2011,alipogene tiparvovec,no,yes,solution,emea/h/c/002145,na,
subcutaneous,02.12.2014,2014.0,authorised,EMA,approved,2015-07-23,2015,"endocrine, nutritional, and metabolic diseases; diseases of the circulatory system",<hypercholesterolemia>,praluent-epar-public-assessment-report_en.pdf,biologics,praluent,"praluent is indicated in adults with primary hypercholesterolaemia (heterozygous familial and non-familial) or mixed dyslipidaemia, as an adjunct to diet: in combination with a statin or statin with other lipid lowering therapies in patients unable to reach ldl-c goals with the maximum tolerated dose of a statin or, alone or in combination with other lipid-lowering therapies in patients who are statin-intolerant, or for whom a statin is contraindicated.",no,"praluent is indicated, as adjunct therapy to diet, for long-term use in adult patients with primary hypercholesterolaemia (non-familial and heterozygous familial) or mixed dyslipidaemia to reduce low-density lipoprotein cholesterol (ldl-c).",<hypercholesterolemia>,sanofi-aventis groupe,sanofi,ema/chmp/392430/2015,alirocumab,no,no,solution,emea/h/c/003882/0000,na,
subcutaneous,,,authorised,TGA,approved,2016-05-13,2016,"endocrine, nutritional, and metabolic diseases; diseases of the circulatory system",<heterozygous familial hypercholesterolemia>; <atherosclerotic cardiovascular disease>,auspar-alirocumab-rch-161213.pdf,biologics,praluent,praluent / golyra /eliriduc is indicated as an adjunct to diet and exercise in adults with heterozygous familial hypercholesterolaemia or clinical atherosclerotic cardiovascular disease.,no,"praluent is indicated in adults with primary hypercholesterolaemia (heterozygous familial and non-familial) or mixed dyslipidaemia, as an adjunct to diet.",<hypercholesterolemia>; <dyslipidemias>,sanofi aventis australia pty ltd,sanofi,"aust r 238285, aust r 238299 to aust r 238306, aust r 238308 to aust r 238310",alirocumab,no,no,solution,pm-2015-00764-1-3,na,
oral,,,authorised,EMA,approved,,2007,diseases of the circulatory system,<hypertension>,rasilez-epar-scientific-discussion_en.pdf,small molecule,rasilez,treatment of essential hypertension,no,treatment of essential hypertension,<hypertension>,,not reported,ema/000000/2007,aliskiren,no,no,tablet,emea/h/c/000000,na,
oral,03.12.2009,2009.0,withdrawn,EMA,approved,2011-02-17,2011,diseases of the circulatory system,<hypertension>,rasilamlo-epar-public-assessment-report_en.pdf,small molecule,rasilamlo,treatment of essential hypertension in adult patients whose blood pressure is not adequately controlled with aliskiren or amlodipine used alone,no,treatment of hypertension,<hypertension>,novartis europharm ltd.,novartis,,aliskiren / amlodipine,no,no,tablet,emea/h/c/002073,na,
,02.12.2010,2010.0,withdrawn,EMA,approved,2011-02-17,2011,diseases of the circulatory system,<hypertension>,sprimeo-hct-epar-public-assessment-report_en.pdf,small molecule,sprimeo hct,"treatment of essential hypertension in adults. sprimeo hct is indicated in patients whose blood pressure is not adequately controlled on aliskiren or hydrochlorothiazide used alone. sprimeo hct is indicated as substitution therapy in patients adequately controlled with aliskiren and hydrochlorothiazide, given concurrently, at the same dose level as in the combination.",yes,"treatment of essential hypertension in adults. sprimeo hct is indicated in patients whose blood pressure is not adequately controlled on aliskiren or hydrochlorothiazide used alone. sprimeo hct is indicated as substitution therapy in patients adequately controlled with aliskiren and hydrochlorothiazide, given concurrently, at the same dose level as in the combination.",<hypertension>,novartis europharm ltd.,novartis,,aliskiren / hydrochlorothiazide,yes,no,,emea/h/c/002421,,
oral,06.12.2007,2007.0,withdrawn,EMA,approved,2008-11-20,2008,diseases of the circulatory system,<hypertension>,rasilez-hct-epar-public-assessment-report_en.pdf,small molecule,rasilez hct,treatment of essential hypertension in adults,no,treatment of essential hypertension,<hypertension>,novartis europharm ltd.,novartis,,aliskiren hemifumarate / hydrochlorothiazide,no,no,tablet,emea/h/c/000964,na,
oral,,,authorised,TGA,approved,2012-03-16,2012,diseases of the circulatory system,<hypertension>,auspar-aliskiren-120615.pdf,small molecule,rasilamlo hct,"substitution therapy for the treatment of hypertension in patients whose blood pressure is already adequately controlled on the triple combination of aliskiren, amlodipine and hydrochlorothiazide.",no,"substitution therapy for the treatment of hypertension in patients whose blood pressure is already adequately controlled on the triple combination of aliskiren, amlodipine and hydrochlorothiazide.",<hypertension>,novartis pharmaceuticals australia pty ltd,novartis,"176176, 176182, 176185, 176187 and 176189","aliskiren, amlodipine, hydrochlorothiazide",yes,no,tablet,pm-2010-02677-3-3,,
oral,,,authorised,TGA,approved,2011-06-10,2011,diseases of the circulatory system,<hypertension>,auspar-rasilamlo.pdf,small molecule,rasilamlo,treatment of hypertension,no,treatment of hypertension,<hypertension>,novartis pharmaceuticals australia pty ltd,novartis,"170431, 170434, 170435, 170436",aliskiren/amlodipine,no,no,tablet,pm-2010-00719-3-3,na,
oral,,,authorised,TGA,approved,2010-02-05,2010,diseases of the circulatory system,<hypertension>,auspar-rasilez.pdf,small molecule,rasilez hct/enviage hct,treatment of hypertension,no,treatment of hypertension,<hypertension>,novartis pharmaceuticals australia pty ltd,novartis,,aliskiren/hydrochlorothiazide,yes,no,tablet,pm-2008-2072-3,,
oral,,,authorised,TGA,approved,2011-04-19,2011,diseases of the respiratory system; diseases of the eye and adnexa,<allergic rhinitis>,auspar-oralair.pdf,other,oralair tablet,"treatment of grass pollen allergic rhinitis with or without conjunctivitis in adults, adolescents and children (above the age of 5) with clinically relevant symptoms, confirmed by a positive cutaneous test and/or a positive titre of the specific ige to the grass pollen.",no,"treatment of grass pollen allergic rhinitis with or without conjunctivitis in adults, adolescents and children (above the age of 5) with clinically relevant symptoms, confirmed by a positive cutaneous test and/or a positive titre of the specific ige to the grass pollen.",<allergic rhinitis>,helex-a pty ltd,helex,"167565, 167566",allergen pollen extract of 5 grasses,yes,no,tablet,pm-2009-03500-3-2,,
oral,14.10.2019,2019.0,authorised,Swissmedic,approved,2021-05-04,2021,other,<peanut hypersensitivity>,swisspar_palforzia_final.pdf,other,palforzia,palforzia can be used to increase the peanut threshold dose tolerated without allergic reactions in patients aged 4 to 17 years with a confirmed diagnosis of clinically significant peanut allergy.,no,oral immunotherapy for patients with peanut allergy.,<peanut hypersensitivity>,medius ag,medius,67733,allergens of peanut (arachis hypogaea),yes,no,powder,,european medicines agency (ema),
intravenous,05.03.2014,2014.0,withdrawn,EMA,conditional marketing authorisation,2016-06-23,2016,neoplasms; diseases of the blood and blood-forming organs,<precursor cell lymphoblastic leukemia-lymphoma>; <myelodysplastic syndromes>; <myeloproliferative disorders>; <lymphoma>; <multiple myeloma>,zalmoxis-epar-public-assessment-report_en.pdf,cell and gene therapy,zalmoxis,adjunctive treatment in haploidentical haematopoietic stem cell transplantation of adult patients with high-risk haematological malignancies,no,adjunctive treatment in haploidentical haematopoietic stem cell transplantation of adult patients with high-risk haematological malignancies,<neoplasms>,molmed spa,molmed,ema/chmp/589978/2016,allogeneic t cells genetically modified with a retroviral vector encoding for a truncated form of the human low affinity nerve growth factor receptor (δlngfr) and the herpes simplex i virus thymidine kinase (hsv-tk mut2),no,yes,dispersion,emea/h/c/002801/0000,na,
